"CASP__CON"	"CASP__WD"	"CASP__WD.R"	"CASP__WL"	"CASP__WL.R"	"CMZ__CON"	"CMZ__WD"	"CMZ__WD.R"	"CMZ__PLATE"	"CMZ__WL"	"CMZ__WL.R"	"EXP__FIELD"	"HMA__FIELD"	"LSI1__CON"	"LSI1__WD"	"LSI1__WD.R"	"LSI1__FIELD"	"LSI1__WL"	"LSI1__WL.R"	"NRAMP__FIELD"	"QHB__CON"	"QHB__WD"	"QHB__FIELD"	"QHB__PLATE"	"RSS1__CON2"	"RSS1__CON"	"RSS1__WD"	"RSS1__WD.R"	"RSS1__FIELD"	"RSS1__PLATE"	"RSS1__SUB"	"RSS1__SUB.R"	"RSS1__WL"	"RSS1__WL.R"	"SCR__CON"	"SCR__WD"	"SCR__WD.R"	"SCR__PLATE"	"SCR__WL"	"SCR__WL.R"	"SHR__FIELD"	"SHR__PLATE"	"polyA__CON2"	"polyA__CON"	"polyA__WD"	"polyA__WD.R"	"polyA__FIELD"	"polyA__PLATE"	"polyA__SUB"	"polyA__SUB.R"	"polyA__WL"	"polyA__WL.R"	"X35S__CON2"	"X35S__CON"	"X35S__WD"	"X35S__WD.R"	"X35S__FIELD"	"X35S__PLATE"	"X35S__SUB"	"X35S__SUB.R"	"X35S__WL"	"X35S__WL.R"
"OS02G0744851"	6.046857179	8.261840307	0.732670856	1.274082308	1.75816134	2.920393513	2.392171857	1.438037935	15.66609831	16.26263902	2.80182819	1.468173258	2.277238732	1.982386158	1.697565128	1.110454348	2.696128106	3.172259134	0.785443386	4.283804491	2.017184522	3.644079143	1.656327036	4.335694941	1.500159797	2.616776826	2.570369121	0.901909327	1.540570601	36.07997699	12.83817405	0.754429505	4.504607228	6.175991964	2.542217966	4.536638663	1.515013588	11.88247647	1.646054909	10.37857595	1.790716814	23.25264502	0.478066151	0.745995771	1.264742442	0.615777983	0.812645818	15.0975268	1.956759793	1.217260014	0.656794146	0.519190113	6.081029198	9.434133044	5.605591896	4.788679275	4.553828504	240.4409198	9.845935579	8.240358201	7.450198716	4.043247222
"OS02G0765600"	0.429203583	0.264911332	0.797741966	0.603869232	0.161557331	0.303581502	0.246530594	0.259572509	109.8843163	0.231612213	0.572984498	0.266392964	0.406276296	0.245083306	0.240000414	0.184355146	1.601803287	0.216935909	0.286477821	0.205786046	0.189364928	0.15219247	0.541048578	6.56800112	0.143451376	0.193709605	0.106211665	0.545262181	0.801130885	3.465638811	4.345152181	0.714884726	0.162034463	0.100790206	0.233850234	0.344381774	0.203112968	10.08526328	2.141118879	1.008195054	0.231906473	10.97623413	0.18221709	0.64830682	0.658000818	1.508863356	0.119654191	36.70801365	5.231836055	0.101590726	0.150563158	1.008985434	2.845323464	9.432906173	1.517651359	11.62962437	0.374032445	3440.801398	15.46827645	1.001470971	0.762519852	3.799098851
"OS02G0823100"	322.2938308	337.4756285	226.0290135	221.196036	216.3776433	398.0710892	372.9815113	325.3763494	630.8641115	197.2949698	204.2250673	945.5038333	751.0933202	55376.01543	6191.921927	2122.846753	3387.527246	6958.770505	10685.34439	234.3146976	144.9194171	193.944795	777.9471833	91.00594029	199.848511	530.9667466	467.077075	361.2518643	622.0681725	2596.626417	76.14834844	201.7419716	309.3662935	290.9915036	353.2401287	387.7457777	334.0064654	517.33843	122.4096023	164.2634383	894.7227351	400.6535755	314.1003429	524.9405575	523.1674975	615.2147129	557.3034056	1297.680389	55.57821846	239.9143883	404.2133749	302.7052028	436.9710692	802.1378424	445.8835329	766.8412232	439.273428	2439.524244	44.48610771	263.3941532	498.4162256	254.3558324
"OS03G0129300"	13.61664482	3.160426093	7.733077645	3.946355942	10.12746679	1.562015058	1.462794434	1.557317362	7.909300133	11.70293367	4.253103921	0.470612383	0.873787244	1.552541729	1.735796809	1.366399926	1.398243352	1.153373132	1.330091323	5.232065837	4.656893016	1.607730279	2.193769293	4.196084903	1.77732667	1.100465277	0.534882258	0.819900277	2.732333356	19.35820724	12.32898431	2.052165068	5.414002255	12.71122652	1.291726584	6.108110892	1.344673213	13.23790434	10.24301398	9.034282139	2.901434343	11.20388721	0.592593182	0.625787559	0.657171511	0.510858851	1.330360234	19.98725948	8.765270447	2.084230687	0.740664642	0.513042335	2.966370884	3.102705093	1.054644775	1.773634931	3.192789548	318.1091752	27.876638	11.67029225	1.54709549	1.961588081
"OS03G0134500"	35.65522664	14.03818246	28.33776385	28.81778869	32.81335825	41.74853996	16.01716254	25.50896989	4.402351972	40.19729416	25.08483316	131.7348767	85.80255372	48.50922625	15.23448496	49.34197351	74.44271206	56.08685315	50.68572576	2429.087051	31.85613728	5.499479262	65.20676482	3.129373789	47.64806279	71.29357696	25.53848054	40.34308529	94.94724849	20.45114277	20.08464362	33.91178384	56.24757685	73.64523938	41.09496963	7.803655611	20.38431827	5.244328128	17.55297543	21.70915188	83.61932442	3.648171308	35.7791043	43.58410581	8.265670682	29.13231684	77.61976628	7.852805691	17.51184167	20.92094967	43.46937774	42.46596666	173.2510852	339.5580777	30.60652443	152.6815968	548.1963176	29.22552437	30.01664249	53.53540727	261.9900446	264.2258874
"OS03G0134550"	56.72992112	26.5591038	43.85119116	38.47234857	47.62453759	65.59038725	19.26114708	40.69740846	6.062800845	49.49206976	28.91875226	172.3921369	140.0877109	83.76466916	27.85945478	91.77011442	133.1455557	110.2541641	98.41893343	3926.696014	44.30841758	5.478117546	108.5668759	4.394977279	79.96948754	122.0681587	35.62765297	61.22579621	130.1841217	25.11256272	27.3170145	45.27847924	92.3373698	109.1424648	38.38635236	12.1285422	26.85463299	7.843914234	36.4965603	23.32002055	103.6435113	2.763442622	48.15025472	67.18936185	11.48289578	43.13685786	112.5999304	9.644024664	35.59641489	29.70563049	65.55882023	60.05995543	236.2242164	538.6560368	52.79132656	221.2834886	852.8694593	43.88463697	53.32726433	79.79676339	401.1228781	387.9792142
"OS03G0195100"	0.901435734	0.274638976	0.290620212	0.864267067	0.693534618	0.980528252	0.888947134	3.212302383	10.51096347	1.247315641	0.35774845	1.984611749	1.801213922	1.28511239	2.532657421	1.337064219	3.981696878	1.274894061	1.029487435	1.982818726	0.458508092	0.226929362	2.311382569	5.271360989	0.332040934	0.817432188	1.0221763	0.229379041	1.097423003	35.26613007	0.302186328	1.563107159	0.325797431	0.159596411	0.426032139	1.001179259	1.921816667	11.90338944	1.294514777	0.301606274	3.245678471	6.985280696	0.419231238	0.794808853	0.655747374	0.183844356	3.397069298	18.62393337	1.047114189	1.958583327	0.112841915	0.170274547	2.356120817	2.950117536	3.002548378	1.095375223	11.3447128	173.0407489	1.065247489	2.697397151	1.794515456	1.946405601
"OS03G0197175"	3.015907595	1.296818377	0.619392653	0.20559714	0.647657379	1.802269728	3.685236596	0.776854192	8.104029947	0.512878861	1.385291471	0.471961864	2.191387355	0.21253824	0.219405441	0.242082515	0.870741267	0.284865335	0.197197949	0.76165999	0.263775575	0.9604495	3.333754821	2.187801789	1.810129334	0.286776949	2.905913442	0.893208871	2.812016488	20.40905644	0.776830183	0.232550292	0.543440105	0.305184018	0.201417768	2.049670006	0.662556582	6.735213256	0.283368303	0.529103973	12.73747333	5.022016796	0.963061712	1.15102522	3.466036618	0.816766592	4.961973905	12.15139099	0.804900579	1.08049072	0.244393278	1.003864511	13.54647222	12.06471551	10.13497917	8.989641277	11.5316251	210.6242115	4.944475315	8.301712036	11.36667738	10.88980582
"OS03G0197200"	0.323184046	0.68700329	0.975120018	0.185569272	0.496553258	0.883053682	3.643676344	0.441870993	7.050032955	0.770120724	1.334369789	0.439923099	2.403318427	0.234879468	0.478479738	0.267529328	0.724427139	0.314809319	0.217926663	0.725013655	0.252960989	1.061408377	3.389472529	2.080233964	1.539250623	0.283564677	2.27031987	0.763173196	2.322231697	18.45095326	0.79853293	0.256995114	0.420609792	0.474636252	0.222590054	1.905739236	0.732202064	4.830865749	0.313154924	0.584721414	14.29272815	4.798950203	1.009110547	1.241016543	4.13092533	1.069535263	5.08818926	12.12842988	0.641584619	1.247392751	0.388826545	0.93372329	11.46762215	12.98871929	9.86245603	8.494132319	10.19909768	200.6946529	4.988323851	7.558365713	11.74411656	10.04205251
"OS03G0216500"	0.870692421	1.927740398	5.144690686	1.495688389	3.556881346	2.904922836	7.554958628	1.663377025	2.698213316	0.905120812	1.455479102	0.903895617	0.869849911	0.36308638	0.918886833	0.729572305	2.534220482	1.45537392	0.42644174	0.79103659	393.2306022	192.4233644	273.1165922	371.3181971	2.822002857	4.500961996	4.461813206	5.227463939	2.671524678	4.283184155	0.449854861	6.445681968	3.350541711	3.463604088	3.444028917	1.197572042	3.028841024	3.721011308	1.448845823	1.584866176	2.501630073	0.505420635	1.891338198	2.876817664	2.659209937	1.955269034	1.575091312	1.897611464	1.762534839	3.829583017	3.522233466	2.198953556	0.291771677	0.676900814	0.831842177	0.470402017	0.832057698	0.841709139	0.630697208	0.636603574	0.491358825	0.473079349
"OS03G0223400"	319.9719482	52.13486528	636.6435857	282.8014965	250.512775	538.3192529	63.58375041	589.8207287	158.9617993	310.1731294	285.5700194	1320.598575	1075.240021	628.5629394	35.75850239	1410.409148	24012.5415	759.9949148	577.0666977	240.0306439	150.4318499	32.26778012	378.0547716	52.44203964	457.6989277	1247.523189	120.4100391	851.0019305	1133.668599	511.4431923	68.4803744	777.3344734	469.8097172	502.4793828	408.7648839	83.69996743	386.3353663	209.1508464	193.3792313	186.1603956	1521.717283	181.9870357	471.5583291	636.9945807	68.27160589	1161.193799	1342.656055	429.2956223	51.09096025	1122.468556	453.1915836	595.9090923	227.8558785	519.5648238	82.04226419	844.7022538	586.5866067	254.8908776	32.18319471	987.3405389	322.2588452	256.027544
"OS03G0296600"	1.996320444	1.211412846	2.446560342	1.279627437	3.843136772	3.252211568	3.208863238	1.148721968	1.350887633	0.53528156	2.125107441	2.158687176	3.097131341	0.857307411	6.509834536	3.303102806	0.523264685	0.916020083	1.536220538	2.067765416	121.2546048	148.3444681	183.2360866	147.6555289	2.480691392	1.245198245	4.320606171	0.702120833	1.669914317	4.414481157	0.606290091	1.121381711	1.406517519	1.438655444	0.527422411	1.713392385	0.742565595	0.555032551	0.783655625	2.233022677	4.098281979	0.788456191	0.769509245	1.023793701	4.000407763	1.565772431	2.045994968	1.297087981	0.364926655	1.244935977	0.636521928	0.636404432	0.890814457	0.849746923	2.734646022	0.855486917	0.977054825	1.669772697	1.08049282	1.014601497	1.834799966	0.785847371
"OS03G0322900"	1.813456821	246.2016443	5.226015815	0.942978175	2.669858173	2.990698913	348.0982176	3.636412624	0.779336787	2.021026714	13.24233816	0.649464836	0.196660447	3.439312103	174.3336579	3.1342807	1.007183937	3.306009225	5.3998884	1.384159426	7.827177379	1074.18011	2.734014252	29.66468535	1.64090066	2.357153449	616.7903813	5.205194375	0.182942935	2.944047148	3.164866403	1.289638688	1.986978967	17.17232148	0.623429747	242.6657598	6.624986364	2.16410321	1.891985784	3.733030325	0.821059715	2.124021833	0.750854082	1.925045583	290.4424838	2.536483497	0.156125991	0.438728112	0.807897126	0.272439053	0.837834601	3.49865839	1.39338216	1.339648885	163.1456428	2.437967297	0.522887226	0.293054171	0.955721623	1.287182822	0.983891636	1.949101722
"OS03G0323200"	1.856115385	0.701284527	0.812692244	0.577724676	1.519576436	1.55783274	0.7366896	0.873153574	8.465211968	2.365717515	3.992786516	0.827602887	0.816106256	0.462034825	0.364139012	0.629673394	0.341673786	0.59468999	0.72690142	0.783370165	0.763646276	1.255737352	0.878870404	2.829631755	0.449844317	1.003915607	0.409888336	0.538596344	0.417440906	12.02783212	2.775369583	0.684746715	0.646122041	1.204776655	0.764064466	2.409086166	1.007195475	10.140537	1.424902213	1.977860606	0.516450055	7.517774658	0.357575279	0.477592619	0.22236149	0.363439774	0.357515426	11.51840102	2.064105866	0.592751703	0.395267611	0.396036639	0.886569884	0.812117099	0.466218398	0.589368932	0.436213682	92.78157187	3.327317132	1.24656589	0.906451157	0.452648521
"OS03G0327900"	4.887814944	4.439830652	6.509242175	5.611677057	2.355823181	1.211614231	1.17462025	10.28838129	1449.577464	3.291091577	5.58320087	3.10093811	2.487725087	5.052957782	7.388260426	6.32957299	6.832876004	5.151181649	6.492166923	5.644200951	17.3840688	9.763098726	4.654002961	36.67756411	12.91205124	5.53648526	5.622824288	8.231038026	2.407747532	22.96737727	23.49570994	9.317500142	7.419604894	5.087136662	4.155626676	2.548956662	3.178649759	38.85424112	4.305215239	2.729618673	0.920808854	2230.005258	4.93364186	1.420905831	2.594406094	0.755834481	1.986234514	5.024256416	1.904298383	1.929392706	1.889322966	1.571247885	6.171003154	3.819428426	4.908339851	3.999195955	6.758818288	16.19564504	5.307509373	4.238550649	7.068425019	4.96539193
"OS03G0328000"	69.19144982	45.75274066	45.12957726	65.473772	64.48789016	57.00548313	50.99829029	64.56732166	2228.00472	68.36633326	46.49856933	53.7702589	45.07640147	24.30969589	44.58418197	21.33714527	25.12675136	20.6680943	28.24018022	42.7672793	109.1552239	86.17986348	66.65985569	176.7250473	63.38931315	61.95203818	53.79290214	79.01276501	55.20675724	124.2383252	39.73853085	82.72756501	73.81702386	70.35626659	63.63004791	54.29704371	70.64221944	172.9975345	67.87067948	75.59044975	42.34902785	2972.042145	43.07261235	44.23196173	28.22459662	42.89615354	29.70751962	36.82280936	21.3581296	39.17933647	54.15117223	46.04579764	35.48585894	41.10408659	37.4571907	38.51178996	37.55038907	48.56994378	28.70320978	52.30006973	50.42821484	57.91919055
"OS03G0360200"	1.742618576	12.17201351	9.209400603	5.428239277	12.099722	4.778852499	17.01969204	7.997418629	3.566750552	6.412114242	12.62980366	27.55714421	63.25213688	2.911536077	3.390383639	1.686392867	4.223907643	2.550792051	1.805094555	1208.894588	1.403795272	2.412979545	22.07676498	1.240020641	11.02741818	13.83383496	22.91684099	22.32133585	54.06632791	18.75307892	4.092322197	18.54260103	15.47879373	12.94505645	5.012655525	9.462494107	4.411659033	3.374442924	9.555855967	7.686358073	24.95640976	1.832113498	12.33904243	15.84880239	17.5137137	19.14364802	52.88627002	6.850827935	5.532797009	17.58002812	12.07135528	10.29643204	64.37422351	96.39416011	64.76859551	101.8131496	399.3966801	20.76875741	14.43745154	39.57125084	80.35909183	65.96482569
"OS03G0360300"	1.740206677	12.41446813	8.989080014	5.298377093	14.529765	5.042674882	16.88520483	8.897255849	3.957455767	6.822489791	14.17812108	29.39761023	69.04936903	2.841882104	3.309273983	1.646048541	4.631894916	2.822017203	1.761910475	1266.313256	1.645548911	2.489973643	23.45198257	1.365231677	12.71605452	14.45165787	23.54008222	22.98874852	57.92107604	19.55989158	4.602430952	18.69798285	16.99586462	14.10645062	5.74630564	11.06756388	5.107258203	3.293714625	9.427472094	9.378748593	27.56394327	2.518001979	14.21127638	17.44204284	18.85503772	21.6514037	57.44578173	8.081707244	5.59898262	18.87506671	13.63585196	11.61848309	66.49390098	104.2347764	67.00892257	110.5454881	414.8197967	22.23089148	15.09708806	41.96712159	87.1443495	70.43990073
"OS03G0432100"	258.8679968	12.41508367	309.2963625	204.3896848	133.5223803	188.2795681	26.16242051	333.9326172	12.95870319	165.7331766	155.9244247	671.3025455	659.1349627	1492.943964	9.933435065	2456.984013	2783.477824	13587.76089	1986.069798	152.5815838	72.70296566	9.411664286	187.7080826	4.320058796	105.9278166	382.1876398	9.475541531	378.1745318	440.003206	24.09072974	101.5235559	27.61759047	98.76987406	153.1311608	241.0492818	23.1676596	289.561654	20.33800055	128.5078809	194.9812993	791.1049781	15.64229244	90.71008387	157.8798722	1.788814501	392.8049803	340.1148878	10.39102025	66.23355671	29.43649185	97.71494266	173.1378675	33.56893542	117.9187692	7.259849414	306.0094202	248.40299	10.8135084	66.17990818	32.04038669	178.1351507	106.3662134
"OS03G0557900"	3.622388921	72.85983307	8.914977209	1.217425433	3.762167904	1.458533143	141.1821583	8.178982567	3.29547745	0.706844648	9.885310506	1.370689942	0.339204898	0.949150857	5.483714372	0.820833562	0.903432918	1.159530747	0.768328904	0.443433762	0.315467591	70.2322295	0.47317238	1.894397508	0.334537664	0.353633443	21.87148758	4.909255034	0.937290355	0.509425188	3.38794194	0.554023803	0.27434915	0.711316334	1.392127251	146.3461368	6.796081479	2.688962128	0.916030465	4.14948624	2.520004808	7.306746741	0.171468242	0.160610409	18.7230788	0.220160926	0.158181451	0.371876542	0.677132354	0.167748564	0.207369335	0.402462445	0.241674259	0.222282644	5.826776474	0.311059295	0.444658061	0.429435224	0.672228704	0.266226505	0.290563054	0.203363108
"OS03G0592500"	82.13755887	38.12386949	85.33453265	10.90139247	89.11931994	21.28193654	5.140299518	6.091957025	24.41003936	60.78667638	25.47342103	4.436381661	4.787426126	5.521996775	6.308879806	6.351099568	5.652350924	9.67585129	5.649313494	29.60851201	6.147539954	14.45706399	3.443431958	7.293225825	4.87072591	2.507980545	2.410482038	5.247363484	3.83379091	55.87827167	27.96173855	5.964639261	32.01630378	16.93167196	17.08700503	54.3697365	5.896879941	17.05504564	129.5864082	87.74045532	10.77346314	27.32614269	3.414896619	4.707710467	4.034709883	3.968510892	0.741956294	74.59140044	6.208292071	3.715977739	5.633461214	4.119407541	5.193738177	4.352207412	4.061904287	5.543853019	2.772870981	1386.732456	10.16768223	7.39564292	5.109138181	2.940795747
"OS03G0644600"	0.300643903	15.43386941	1.87662299	0.269698449	0.303083821	0.636472157	14.76886457	0.425530104	0.431071843	0.410585287	0.805200961	0.380111058	0.251859459	0.286926623	2.057789449	0.565402044	0.401367798	0.384568203	0.457942801	0.268754598	0.825769592	190.0517404	0.220189935	2.992716832	0.451648729	0.206620299	13.9659087	1.231027629	0.23429169	1.328298457	0.975480568	0.220428531	0.19022312	0.353099732	0.37001294	7.392013986	0.327209706	1.459244704	1.200938624	0.322095655	0.411106929	0.604781738	0.1536412	0.182952307	44.37321841	0.140126265	0.147720792	0.876894149	0.78971487	0.172014198	0.243861937	0.230502249	0.305174948	0.319351349	58.24057488	1.400103388	0.177946406	1.394702233	0.476783475	0.684884679	0.757249987	0.479670253
"OS03G0659233"	2.820057594	3.667413659	2.056253326	1.119432816	9.908627211	1.000486655	1.935049498	2.272588686	10.0682216	2.55567384	3.2797363	8.445565526	7.219248913	1.822133973	1.858025113	1.97459825	4.317134807	1.342936581	0.929647473	2.760054376	1.243513424	0.667346209	4.608510876	2.024824194	0.769946069	0.721531202	0.65750078	0.87007313	5.218199829	0.65612831	1.623991315	0.769750425	2.135902842	1.132832466	0.949540904	1.306269559	101.112638	3.854239909	2.930031427	1.124778478	18.03634559	3.500849109	0.515440773	0.438251705	0.503569592	0.489329813	0.761468387	0.586914699	0.639020762	0.573806594	0.509639782	0.481926943	0.541586135	0.533688359	1.121893747	0.562812235	0.915092324	0.804853964	1.039278698	0.554976016	0.864015748	0.981855545
"OS03G0663500"	2.916458891	10.67360517	6.683569026	2.283557717	16.70720165	4.520510053	27.15254268	1.794959596	38.966888	3.048564381	9.841075349	45.54797689	25.47397989	1.425721373	2.767441213	1.625032986	8.808714585	2.407057579	2.158504427	7.879397972	2.219254766	15.52583049	53.71877143	21.03220197	12.88510509	30.51908222	35.6751926	20.91337004	38.33012851	202.3982109	23.35688658	39.28863401	10.12808452	22.64418658	6.241072863	29.63073492	2.308504446	33.20339736	1.700430667	2.198600682	98.43648031	31.50946352	6.435275262	15.65100204	40.44143535	15.96635358	113.3165018	157.5401758	58.6289505	12.01750612	5.565650475	8.514253032	26.28379219	41.09907345	62.54904145	52.71802848	197.3604001	1255.221185	162.2548771	44.42826936	24.30627457	29.19566983
"OS03G0663600"	3.270175706	10.24387271	7.195150853	2.458348554	17.98602449	4.866524403	29.23088546	1.932351565	41.94953868	3.281911284	10.59434284	49.26423328	27.42384008	1.534850663	2.979270046	1.749418227	9.482961874	2.591301492	2.323723284	8.482512385	2.389123649	16.71422739	57.75426329	22.64207422	13.87137239	32.85511073	38.40588635	22.51414651	41.26403958	216.8792137	25.14469765	42.29591217	10.90332062	24.37744531	7.114970634	31.89876648	2.485204786	35.74489197	1.830587088	2.366888635	105.9711245	33.92129899	6.865713246	16.72671325	43.45342061	17.12897237	122.3451011	168.5431586	63.11659856	12.93736461	5.991663228	9.212978186	28.34215631	44.11239172	67.3007475	56.67753727	213.0515115	1351.952806	174.8279282	48.00696223	26.07902504	31.31411806
"OS03G0672900"	3.575147544	1.809036771	8.321391382	2.480568288	1.073182394	6.262925219	0.633996463	3.363977235	8.597742454	3.453473757	1.277479501	2.39865571	2.119085541	0.546117728	0.222659325	0.648314689	1.072168891	0.633836172	0.773714086	2.669289714	378.4977838	18.34829245	296.7567647	168.5267304	3.951144674	5.619092027	0.604752611	5.124734431	2.052197098	5.345753704	0.269788846	1.626013556	3.538514351	3.354717207	2.672135465	0.779585022	2.586660497	4.747602599	2.586718346	3.689830362	2.844845399	13.22659436	2.250987016	2.75300646	0.286959414	2.769617516	2.551646507	2.62252879	0.219466476	0.901648693	3.516881405	1.933680823	0.369979527	0.696062923	0.214291726	0.539922325	3.28767418	1.833594537	0.184750972	0.302642485	0.485966902	0.470689008
"OS03G0672950"	4.297437072	1.242252536	9.382032801	2.49559526	1.213728969	6.823638333	0.850446525	3.007911824	7.832624809	4.188578554	1.589606823	1.957435632	2.703506426	0.50326129	0.298676507	0.736057709	1.438213557	0.547663823	0.72102707	3.372836421	391.7977185	20.08934509	326.5847689	181.6948278	4.059204232	5.209039142	0.513342519	4.766760536	2.167337774	5.384302974	0.36189632	1.677579071	4.285525493	3.258185194	3.43407025	1.016611571	2.457083956	5.932798425	2.996411135	4.588973291	2.696847237	11.05649366	2.355550804	3.35054526	0.309223872	3.314936065	2.785278548	2.452391935	0.197715754	0.953100159	3.692716126	1.886421645	0.372091552	0.706866713	0.222061555	0.670541701	3.537506899	1.827660323	0.145102553	0.361190705	0.588648622	0.537340887
"OS03G0693900"	0.386793326	0.789853874	0.757567015	0.291647614	0.52472698	0.368600346	0.957591237	0.547465631	0.893919798	0.528238381	0.75071642	0.48903177	0.324029713	0.369145363	0.381072608	0.727417834	0.516379623	0.494766109	0.452062132	0.345766149	0.397562958	0.849193712	0.283285297	2.859684634	0.245869579	0.265827285	4.573089578	0.44166192	0.398056164	22.91954491	0.692539721	0.646700017	0.244731499	0.349508647	0.34983086	0.607500404	0.420971551	2.871653508	0.492165999	0.414392071	0.528909499	1.669960481	0.189899232	0.19769834	0.682693831	0.197924058	0.199345629	10.28691629	0.442423623	0.197270241	0.187762025	0.177552032	0.378540791	2.841527343	6.232282663	0.61376115	0.228936897	36.03114737	0.473369773	0.593698654	0.39713275	0.251909051
"OS03G0778100"	15.51384753	11.30862688	35.11307589	2.880724374	16.86890151	4.982365181	2.347524465	2.170829961	5.593560757	12.45768192	9.301524153	8.935710603	1.003176302	0.920979902	1.556948456	2.690884928	2.729195784	3.454091729	1.701559703	8.440754871	3.388524778	2.389286275	1.60166917	2.464077929	0.915959316	1.376767033	3.624890066	1.837220378	0.367751306	19.17693682	3.797152841	2.221409297	13.79691289	4.569110675	3.754550374	22.83079585	1.605152309	6.367356734	5.123288837	11.8847807	3.72773117	2.991179285	1.278100796	1.352643526	1.133126335	1.294774557	0.715999865	15.71226237	3.308524243	1.663890808	1.265554349	0.898675468	3.654917205	4.083307936	3.030873975	5.156651053	5.126357068	292.1858964	10.24992114	7.63499339	5.980670933	4.744920697
"OS03G0786100"	0.837491742	1.506076116	1.569745598	0.674565274	1.228819739	0.683579886	1.611985942	0.857545858	4.00171195	0.384174078	1.222306688	1.433873341	1.039768389	1.023276374	1.633960777	0.48438817	1.192448814	0.610051491	0.32105185	3.825578606	4.848262312	4.251678716	1.671480967	4.128673816	0.588964832	0.769169435	0.709989326	0.616718585	0.423502522	11.610431	5.143116529	0.883575401	0.876517446	2.295407355	0.358044934	2.268110452	0.768831066	6.574103753	3.284705805	1.595119759	4.909669562	2.79174803	0.164865202	0.292237991	0.687030744	0.36124827	0.527696951	10.7647067	6.032768975	0.804937709	0.328180114	0.224304921	1.024445252	1.708322967	1.766110378	0.933952581	4.046669727	211.939251	19.80941955	5.268900236	1.769900316	0.736124338
"OS03G0786250"	0.382812605	1.011660259	0.786298044	0.449023	0.560894708	0.628497217	1.24561852	0.730158205	3.448551062	0.353217442	1.055456061	1.279704732	0.474459161	0.828730122	1.355362207	0.323614438	0.940397344	0.358442641	0.260314871	2.094347042	3.407749079	3.434394988	1.328192632	3.149345996	0.462191732	0.707189985	0.56310373	0.33113191	0.334760553	8.810579636	4.172708743	0.493706008	0.642120846	1.324575407	0.261526635	1.471465992	0.777849501	5.837200545	2.092390509	1.402685941	4.294013558	1.94583727	0.13953448	0.213172268	0.486953392	0.294345356	0.398808889	8.314082207	4.678890575	0.631918848	0.281848248	0.187798554	0.773644681	1.252693871	1.595208083	0.655131107	2.943871373	167.0597271	14.9567105	3.994047079	1.35391235	0.461361147
"OS03G0807500"	13.74783636	11.90434522	14.91205281	6.529345303	17.2752092	6.648379209	14.14350629	8.939096833	16.84100722	14.46926932	13.30837335	16.4168604	20.59801787	3.35132379	11.14674714	5.465305593	2.960298379	3.858101549	6.711264755	15.59543359	566.9843514	150.3383837	865.962249	470.6486689	19.26812205	17.31235755	27.95430025	35.2242215	31.13662942	22.80871006	1.60754255	14.09582017	21.48472533	31.40918594	6.463489592	7.301197622	4.982847785	12.74179685	12.14715263	7.9315495	16.12208467	17.41523552	22.64320339	19.49404754	18.08235007	21.07915334	28.10833622	13.85677864	0.815938302	13.65872471	20.68827381	19.64250911	15.4353583	17.186609	33.97212021	14.68572515	12.34236547	8.750065085	1.288646907	5.269490539	12.95236605	32.32722299
"OS03G0809000"	0.403042749	0.4794219	0.601132063	0.686593604	1.58152881	0.292485658	0.538074999	0.379925599	8.556143073	0.419158994	0.822014902	0.388048411	0.257118705	0.292918131	0.302382441	0.333635763	0.768401924	0.392598629	0.271776291	0.274366643	2.588094259	0.275429529	3.250653858	73.5821254	2.921398171	3.362028	0.436779859	0.219080565	0.315858951	26.99371389	1.06126239	0.225031447	3.889225954	0.950875273	0.277592005	1.058234603	0.334042391	13.55634253	1.012038623	0.361041076	0.767802274	11.05265534	0.643519976	0.64987699	0.150690411	0.376030431	0.251425565	30.47928118	0.984079327	0.237584862	2.998087869	0.961152686	0.158329125	0.169646596	0.178768159	0.310219746	0.181662224	5.335572706	0.828580244	0.373904757	0.312371583	0.169472863
"OS03G0826900"	0.986718192	19.34603069	2.977474934	0.746338278	1.377987138	1.420685616	11.56853437	2.492843737	1.154556953	0.459546232	1.304437724	1.081318633	3.238435286	0.494302254	3.705833113	3.053984218	7.740122011	1.341650697	0.515408183	0.836357472	1.485935845	7.828915375	3.538306838	1.007908974	0.462885819	0.606269107	12.0394014	0.516004567	3.893990041	0.284626489	226.1351719	0.972727713	0.369680279	0.584457873	1.045290365	7.936759783	1.063405122	3.925712597	1.250369213	1.841137171	3.316066282	3.687339189	0.336627655	0.222463303	4.381048691	0.334285753	0.79691861	0.893619758	158.4635776	1.377652783	0.24777395	0.520474274	0.473228168	0.359959184	3.377591341	0.740462779	2.57303251	1.508306101	98.34933515	2.244244447	0.445535368	0.47432374
