"CASP__CON"	"CASP__WD"	"CASP__WD.R"	"CASP__WL"	"CASP__WL.R"	"CMZ__CON"	"CMZ__WD"	"CMZ__WD.R"	"CMZ__PLATE"	"CMZ__WL"	"CMZ__WL.R"	"EXP__FIELD"	"HMA__FIELD"	"LSI1__CON"	"LSI1__WD"	"LSI1__WD.R"	"LSI1__FIELD"	"LSI1__WL"	"LSI1__WL.R"	"NRAMP__FIELD"	"QHB__CON"	"QHB__WD"	"QHB__FIELD"	"QHB__PLATE"	"RSS1__CON2"	"RSS1__CON"	"RSS1__WD"	"RSS1__WD.R"	"RSS1__FIELD"	"RSS1__PLATE"	"RSS1__SUB"	"RSS1__SUB.R"	"RSS1__WL"	"RSS1__WL.R"	"SCR__CON"	"SCR__WD"	"SCR__WD.R"	"SCR__PLATE"	"SCR__WL"	"SCR__WL.R"	"SHR__FIELD"	"SHR__PLATE"	"polyA__CON2"	"polyA__CON"	"polyA__WD"	"polyA__WD.R"	"polyA__FIELD"	"polyA__PLATE"	"polyA__SUB"	"polyA__SUB.R"	"polyA__WL"	"polyA__WL.R"	"X35S__CON2"	"X35S__CON"	"X35S__WD"	"X35S__WD.R"	"X35S__FIELD"	"X35S__PLATE"	"X35S__SUB"	"X35S__SUB.R"	"X35S__WL"	"X35S__WL.R"
"OS01G0919800"	7.153698332	2.119622423	6.232929723	5.744071453	6.84350421	7.14818073	1.528569291	6.932620572	0.93361712	6.204301503	5.652797575	13.67542395	13.65177141	1.89678797	0.682842509	1.496903166	3.244093022	1.468910595	0.804913929	563.280557	2.011718462	0.377188141	9.964614683	0.746175768	4.891971156	6.807636133	1.287214989	5.259051377	19.30721271	1.51376038	1.546460319	4.054290939	4.779140062	6.049411259	7.853053973	2.526877377	4.437504479	1.823779305	1.895650253	6.964699282	13.74964838	2.790309695	5.24306972	7.210397621	0.801849822	5.711990191	16.80218673	1.262662996	5.059106852	3.508426954	6.683278173	5.561293599	36.50413698	48.82414434	2.876505813	28.34969934	157.152663	3.595623169	9.110516215	7.190190852	50.23622353	50.27901286
"OS01G0963600"	123.3895912	116.0920785	171.079042	101.1775761	400.5662654	78.31948204	79.04577571	155.7588692	24.36298835	140.7209675	173.2395451	565.9666442	1271.374249	23.48486416	18.9336954	25.27590419	56.40732522	31.31501081	21.86126512	12915.30071	23.99415579	16.01398185	268.3154004	7.174133197	53.51436297	28.80223579	31.68663333	76.31629738	639.4873865	10.48726323	36.47135641	37.48590371	65.30744532	57.03026104	80.73110438	74.14636173	97.31298496	11.7328466	146.4545922	172.9941985	501.8425856	13.19648465	207.6772417	125.9396224	66.14600104	162.8667107	777.7673636	3.027192507	75.00298886	80.36759996	205.593803	199.8020858	2927.238589	2339.048872	541.6885031	2255.758705	47197.93881	63.19397451	206.0743957	393.5944848	4546.015475	5531.34993
"OS01G0971400"	25.44208401	42.73244414	27.19534493	35.4750663	56.58756227	51.02491082	48.38776304	38.26881132	30.41360478	58.85010639	47.22405814	68.77800485	87.35595605	3.408009057	4.16003147	3.531019054	7.437387187	6.759890677	4.331481826	23.87258156	2369.276614	1315.735371	2975.971653	1759.498541	45.70371371	54.49139426	51.73599285	60.90623873	65.14396251	61.85686524	6.250791384	31.20679424	54.87771883	55.10845716	46.92391886	44.24176569	27.99963941	27.32729108	38.41649232	33.74799049	74.03976024	25.35942302	82.38552164	67.77309068	47.59663238	86.91774423	76.84578619	85.50920724	2.521137551	25.45549511	89.76167476	83.08303582	4.024674848	4.653826878	3.316404798	4.05070041	10.07308235	12.64108662	1.823030062	3.07204957	6.101807762	4.800664801
"OS02G0101900"	0.268628133	0.421113885	0.42254556	0.224908553	0.170867414	0.170930601	0.502974437	0.895313325	0.9647468	0.244959358	0.428072361	0.226778122	0.193403724	0.171183341	0.348722521	0.194979002	0.23946011	0.229437301	0.158827907	0.160341726	21.46135468	4.731648353	23.39782395	12.67327153	0.274354259	0.548575835	0.134098169	0.742105263	0.158343581	0.824641711	0.277454787	0.131509903	0.5751866	0.463977913	0.162226649	0.208793001	0.753308085	0.973034746	1.051061126	0.248643632	0.650098461	0.360818935	0.369724685	0.193943104	0.542003669	0.187071984	0.426313286	0.241993048	0.087637963	0.111577635	0.229451487	0.210747783	0.267167949	0.202107714	0.250787664	0.269359463	0.193736281	0.16073788	0.428453388	0.121151714	0.258458627	0.214609343
"OS02G0128000"	13.47046181	19.04760199	10.79852201	5.756781774	10.37164872	9.129879644	14.61405112	27.88387967	9.327433668	8.839449045	9.744151934	17.71270626	45.70126307	4.453304763	4.741440174	3.133601559	7.144660591	1.811875776	2.053320968	1606.626232	5.362391946	11.49298671	9.912187766	6.557653657	18.70152768	13.04331431	46.14939241	21.86197097	40.19605727	24.97310521	10.07038331	10.93495299	12.73353926	14.74150927	13.78421299	10.73730295	8.959249296	9.384067648	14.13196438	21.97999996	35.62716172	9.641510445	15.64409585	17.82904055	49.79864194	14.51469934	37.72296816	9.215352128	3.360204841	23.15979995	8.940812781	15.93355972	116.329963	150.8786805	289.6897295	153.3063738	385.3976675	75.90986272	14.63996414	71.79770122	112.3269759	137.5565402
"OS02G0130200"	0.588896794	0.382261147	0.467460315	0.371026194	0.784302731	1.555376136	0.958400793	0.834091039	1.400948773	0.544641825	1.464038554	1.328472394	1.437035979	0.130691216	0.134913905	0.257533022	0.614431837	0.711590599	0.121258366	1.708609337	29.75222727	21.06204162	56.27603426	26.63915349	0.478540344	0.549452924	0.780063451	0.391389269	1.282203292	0.58375881	0.44237657	0.365341243	0.640604976	0.162556415	1.236725246	0.374060029	0.602043362	0.419413583	2.288061783	0.821060965	0.974237704	1.486760281	0.542710084	0.649717034	0.139473291	0.363601204	1.036774571	0.373050837	0.140676238	0.274969786	0.445366313	0.353845965	0.112294708	0.099175797	0.206184852	0.118700199	0.212559448	0.233778897	0.127152496	0.072388176	0.190232939	0.333744779
"OS02G0130250"	0.682371284	0.635011061	0.960780136	0.570406388	1.230982171	2.353951112	0.789241802	1.188631175	2.201022051	1.119412772	3.009066476	1.478185578	2.131314667	0.268612158	0.277291132	0.305951093	0.704640913	1.462545784	0.249224642	1.662218219	36.64014456	27.18527417	79.63071617	34.63740874	0.485011008	0.506114683	1.177773346	0.498919796	1.291821743	0.672877103	0.909225035	0.206358625	0.326084597	0.289065182	2.293869964	0.350191414	0.628399925	0.862028769	4.553646956	0.301536358	1.716018501	2.239414526	0.412435264	0.441791438	0.219146596	0.299995447	0.81499592	0.325093106	0.289134566	0.354891822	0.526953597	0.328985963	0.230801465	0.148609035	0.277598129	0.218258867	0.190421157	0.252221673	0.188548101	0.148780804	0.367912098	0.155410222
"OS02G0133200"	0.730636351	0.348844508	0.38359633	0.653627049	0.373977167	0.232181201	0.166704693	0.443965893	0.533988423	0.156616841	0.273691692	0.144992514	0.205696734	0.10944752	0.20295723	0.124661477	0.263929394	0.146692682	0.101547968	0.261894198	16.61274535	6.01807123	19.00499326	25.44082928	0.417862137	0.106276575	0.085736801	0.175935063	0.746726426	0.339527219	0.233549295	0.137013382	0.278138016	0.536880807	0.835675111	1.419404098	0.26147476	0.982577588	0.229288057	1.126310576	0.15681582	1.116797828	0.259427624	0.232702181	0.209701149	0.28614809	0.266242355	0.266267702	0.065838498	0.051312004	0.347358451	0.303943828	0.080450474	0.060551579	0.113108904	0.088772631	0.123866933	0.087916428	0.076824974	0.060621567	0.072846511	0.075985695
"OS02G0162200"	0.347872252	3.272136433	0.913108368	1.552954737	1.319942674	0.681811451	0.733526487	1.505928843	0.76131251	1.345993088	5.286156439	1.586580957	3.162345985	0.39407197	1.172121754	0.674486073	0.955151863	1.745339763	0.271475415	0.409799903	113.8842319	142.557172	107.7565194	209.9734311	4.190140371	5.312300006	2.697723571	6.393254651	0.657381672	6.896291452	3.403239616	1.315350915	7.013868454	5.07414951	0.665167708	0.884962599	0.359414177	2.791912533	1.681506597	2.276946641	2.302779382	5.252706909	1.489943534	2.385187397	2.473001891	1.552078515	1.453379231	2.071499558	0.238528766	0.751083458	3.322605467	1.421793516	0.137596693	0.173968843	0.491481228	0.254215949	0.202461164	0.243469796	0.215679211	0.239987272	0.363317773	0.153906057
"OS02G0174900"	0.844562052	1.152613131	0.774589263	0.400541633	1.01147906	0.35815702	0.278686759	0.561874876	1.119277996	0.722664064	1.215133925	5.019411663	5.027739812	0.4268205	0.49099382	0.739465642	0.86712312	0.448053301	0.500408143	126.2163497	0.596210259	0.160883362	1.658335501	0.17104081	0.22348383	0.433584236	0.156574391	0.22751339	5.942711497	0.384384048	0.443978602	0.731683431	0.539980724	0.409153769	2.629814704	0.246867047	0.557169348	1.346148619	0.383309816	0.552961338	2.866081844	0.827719543	0.650899514	0.261822662	0.176216013	0.622965321	4.327662132	0.240009473	0.178496733	0.207267681	0.274999419	0.534664026	4.578570939	7.438588191	0.264724522	4.895077193	36.62629764	1.322034324	0.252368761	0.380655252	5.054549013	5.603825647
"OS02G0175000"	0.837564866	0.951751539	1.83796784	0.592142396	1.969163587	1.488782009	0.817138372	0.616120176	1.260057007	0.630383874	1.778669941	8.34198961	9.838398056	0.507457632	0.403556565	0.742168399	1.191978476	0.201560464	0.567614847	177.0428427	1.528449325	0.1322329	2.573326867	0.140581488	0.543204828	2.267727817	0.152469876	0.766727083	9.772351713	0.590871614	0.483074143	0.674674339	1.371874316	0.567164228	2.769039455	0.281124361	1.546034781	0.854810155	0.420681538	0.851968051	3.842895655	0.680317433	0.961221431	1.491338673	0.18224727	1.00121802	6.393194731	0.228838976	0.148399686	0.27157226	0.407976362	0.796074997	7.205126312	12.75274034	0.312389349	9.334190165	51.79518268	2.27325981	0.253957828	1.101014284	7.339067982	8.616338245
"OS02G0197600"	42.33968363	20.53023058	50.32010513	5.36774618	62.28292966	18.06292637	3.436085757	5.563737052	17.79393172	48.29267005	17.90483918	1.166886303	1.281440232	4.037806076	16.98553929	3.730173441	4.511693044	3.224267489	1.977104148	15.87699761	4.047560392	5.122802288	2.155045971	6.724442091	3.259993928	2.096551697	3.403803783	2.211852278	0.908445343	33.98656797	9.45468931	2.75229894	22.45347708	8.678943082	11.0917092	23.9996488	2.029222444	28.22475961	31.40044242	26.76379936	2.621679826	36.43914352	2.075138134	1.66515048	4.471976342	1.677922664	0.342856906	51.83399105	2.837764902	1.886036527	1.862363766	1.003268206	2.446293229	2.409139176	13.9025555	3.272974835	2.027927231	556.0334207	6.252480682	3.711344868	3.662273296	2.773435806
"OS02G0278700"	1.808133273	0.166445035	1.184712216	0.676608361	2.225167611	0.824682023	0.491087184	0.836259525	0.58436913	0.648828174	2.029586011	2.511405259	3.352977215	0.392482971	0.415125727	0.47747051	0.762399271	0.886706548	0.3726966	90.71097699	0.554397926	0.251828066	1.583936431	0.522606001	2.238028437	2.000279941	0.757996546	1.050281907	5.404699238	0.491379879	0.410897304	0.374824757	1.002577709	1.400458943	1.003032429	1.251964353	1.283240259	0.48784033	1.037232998	4.032033322	2.854774662	0.976349716	0.646972406	0.611293204	0.174451452	1.000184922	2.560634641	0.252064435	0.180086546	0.132686167	0.607055815	1.069475308	4.569864901	9.442764052	0.551803011	5.967925166	24.74042297	1.762472795	0.988105513	0.751277511	3.376302691	5.431511689
"OS02G0279150"	2.184063943	0.206529436	1.470022497	0.753825753	2.479570915	0.995272041	0.56589361	1.010113299	0.725100793	0.805083293	2.417908559	3.116218588	3.621589505	0.487003332	0.333748821	0.592458136	0.946005337	1.10024912	0.462451876	98.91006981	0.687911724	0.281889616	1.754357551	0.582854856	2.424821646	2.341463469	0.940542318	1.185255175	6.448705023	0.547140645	0.509852327	0.476296087	1.124702759	1.737726787	1.244589374	1.553470741	1.466987982	0.605325285	1.287026352	4.174136528	2.275571519	1.211480752	0.783866634	0.65802515	0.216464012	1.214385779	2.723515966	0.302024579	0.223456187	0.153020322	0.682924357	1.24385779	5.311946044	10.89699178	0.684691884	7.103691041	27.68151904	2.107590986	1.117206454	0.818101927	3.848297527	6.15106859
"OS02G0280200"	2.78320515	1.054628175	1.367382655	1.214041864	2.719050774	1.375586818	0.833046493	0.416073879	30.77561434	1.872762853	4.268724102	5.889303053	1.566794423	2.951958524	0.416000718	2.99921456	5.642869417	3.337610665	3.088923126	2.221666719	317.3773783	150.8651291	262.4788289	227.823348	2.167317726	2.750031305	4.605884212	1.805180425	2.734156328	69.05748855	1.025415842	0.783525141	1.965281359	1.507430078	0.412660958	1.753936646	1.354851189	31.67757017	3.870788867	1.676189652	2.479648325	29.89623432	3.171912652	2.114543446	2.119640406	1.019276387	2.110546176	34.18440751	0.231910809	0.472277841	2.255887511	2.032082619	0.26519886	0.177738242	0.289935823	0.226749744	0.35788856	4.892228442	0.196928017	0.318594753	0.223100317	0.245786017
"OS02G0512400"	4.525422523	0.881486094	2.112597486	0.50466253	2.292748633	0.812976928	1.671446853	0.343047582	1.956159697	6.850056503	0.994366477	0.625326559	1.518598851	0.448415782	0.365625631	0.280853542	0.646838339	0.330488299	0.497254135	2.946950544	45.96397402	44.92821645	43.31462689	131.9393746	3.188214769	3.127193723	2.167021869	0.839206377	0.527131424	9.250647321	5.231668639	5.505659051	4.490373065	2.090000651	0.72152165	0.929638543	0.768669159	1.97133448	0.598394285	1.216621082	0.395790738	2.682152589	1.343932289	1.791321492	1.197750062	1.021380993	0.813731645	4.607365262	2.655690489	1.713181578	1.130431299	0.677708136	0.180462286	0.295476796	0.17175111	0.263317703	0.152922693	0.835676781	0.499080283	0.849552278	0.191444632	0.235389744
"OS02G0532300"	6.986810726	6.258843906	18.83703473	4.343083533	9.331950415	8.476131678	7.397079968	16.67371536	22.32805677	11.43244249	7.229503665	24.13270766	17.27881402	15.01857334	16.22968915	21.59330667	74.22450573	4.042005694	27.06532872	4.761680558	32.01287584	34.37931858	44.83555119	25.10248687	11.8740003	14.30817953	6.707855585	13.28765315	29.04133092	32.52729227	17.93877134	17.69994187	6.386222748	7.486520184	6.025458472	4.232228477	15.17327443	1041.57527	5.528418527	7.52088999	43.97809798	13.77703861	6.564510787	7.037160204	5.885357122	9.561523174	22.67636966	15.94714419	12.85443681	15.13941419	3.7488307	6.798316517	16.92961714	22.45139002	9.120388672	18.16259794	32.17381588	80.84942236	24.75401906	31.77841912	10.78754977	24.76844819
"OS02G0537100"	0.695134203	34.84058895	2.89724251	0.428507723	0.681079177	0.442320416	75.54748535	2.015605837	2.627273341	0.633886058	3.182812197	0.586838124	0.388835656	0.442974436	5.806005345	0.504550925	0.619655548	0.593719331	0.838471929	0.414919379	5.610248179	267.8310085	0.507278662	1.881499323	0.713890507	1.340813024	46.06866809	4.182216802	0.361713487	0.487873678	2.030972251	0.438080981	0.781644109	3.383226259	0.651569933	17.31965688	0.505165862	0.657275389	0.590599199	3.471527845	0.634691399	0.933698121	0.853604534	0.307309436	82.96577874	1.430422954	0.30219819	0.279949693	0.226782447	0.282728618	1.383292049	1.277781525	0.588530776	0.43792213	111.3123089	1.032839989	0.274724276	0.28576784	0.310938973	0.245357818	0.480728574	0.660002468
"OS02G0554200"	0.831694774	2.826818517	0.90676314	0.437359798	0.556454658	0.525009291	0.94762007	0.544621277	1.502690597	2.912110104	0.978925168	0.644299261	0.98262174	0.391465781	0.580466118	0.771470944	0.547602577	0.524682199	0.363211106	2.501449016	18.57437875	20.34800232	59.21492486	26.16952701	0.348232083	0.281900563	0.592440315	1.099640513	1.147167843	0.665214733	0.835346082	0.300739701	0.490250942	0.494166727	2.453783114	0.549191081	2.031099413	1.218495205	0.521924874	0.931588153	1.026117148	1.367773605	0.374308339	0.815490725	0.683363705	0.602519503	1.050958937	0.719147486	0.27040404	0.398744377	0.81209573	0.473480413	0.322981723	0.323186479	1.359302486	0.615977065	0.850151738	0.512049691	0.274783279	0.216827839	0.260553336	0.630108243
"OS02G0569400"	0.430976997	0.791921047	0.470835481	0.15602714	0.541893374	0.525045746	1.267230641	0.747264257	2.93483548	0.457898108	0.419310027	0.633889154	1.047584452	0.486552159	1.63715661	0.424911304	1.278175324	0.328819577	0.247182191	0.761773857	2.331199659	14.24391731	5.572166838	1.13929174	0.441760961	0.278342373	4.851478114	0.237034549	0.479356568	15.86051212	0.505977976	0.715291079	0.329666223	0.312447203	0.132347515	3.178010885	0.655372121	5.424562948	0.186195544	0.172133522	2.493568889	1.164297375	0.538001475	0.316350024	2.279220893	0.54455079	1.645257908	7.976640326	2.415225154	1.010221357	0.191094957	0.451817245	5.532185275	4.378288935	6.539200848	3.641790731	7.275936828	91.87774664	10.61172459	8.429031093	4.336101354	5.504283758
"OS02G0569900"	0.311225193	2.414534888	0.3761344	0.177364182	0.352168861	1.696122202	6.609093347	0.310513613	3.338682033	0.367712786	0.481699285	0.801548733	1.512617266	0.230736245	2.485020137	1.080436238	3.294988389	0.51337786	0.439213735	0.313619631	0.340363031	5.569996999	3.381775493	1.739522351	0.257205854	0.109731963	13.88878592	0.841379283	1.036898945	23.86518386	0.675570468	0.213974231	0.623883665	0.981292473	0.378694131	4.271233307	0.796400672	3.005724369	2.077296876	0.239001872	3.897006787	4.268485876	0.489266185	0.838646753	11.77878145	1.513978551	2.603612245	13.86661189	2.992657038	0.454666329	0.251872326	0.31092948	3.491288694	2.572306882	18.19512639	5.470027055	8.877638583	157.0844294	12.02031837	5.168575794	3.532731466	3.542920794
"OS02G0570600"	0.208649008	1.166584646	0.390273734	0.173966811	0.179508145	0.475637101	0.523696538	0.233259164	0.782929394	0.257346904	0.36573364	0.792541503	1.577933123	0.606852824	0.333491687	0.661787839	0.433678855	0.842792471	0.638971659	0.593277442	0.193684518	0.119780089	2.47969606	1.316434086	0.178391247	0.197533348	0.510044952	0.290583414	0.317357218	4.901284913	0.337391146	0.30020205	0.168439436	0.202678348	0.326017165	0.435322698	0.205088704	0.729304711	0.582990008	0.201883317	4.042829159	0.813570491	0.120363457	0.094486904	0.773616976	0.161182105	2.949405634	2.90350016	0.478800963	0.287267181	0.179833311	0.112575155	3.928641879	2.420416921	0.958529952	2.511962796	8.856249248	58.54654832	6.133646744	4.297898154	3.8325773	2.844729937
"OS02G0570700"	0.619115081	1.153086007	1.093287717	0.279942812	0.67722217	0.592047519	1.430233468	0.856167128	5.638044564	0.563601817	2.824924305	1.945830504	4.741714102	2.033010225	0.253641565	0.823208	3.199474223	0.612438056	1.12051351	0.985947697	0.253785972	0.412900545	8.757485527	3.648954582	0.333244346	0.279325644	0.658675696	0.76723908	2.233141332	19.12146018	0.685802789	0.69817726	0.451532295	0.344298577	0.280584632	0.81901474	0.360611599	6.241446772	0.382624216	0.336125679	18.56689881	5.053584009	1.083684027	0.544306902	1.228983891	1.435892443	12.32159017	15.62188931	3.214105302	2.3014367	0.870832643	0.869993948	11.38603146	7.76641544	2.69037433	6.91679224	30.84382484	190.5280659	16.15556094	17.41455204	10.37316308	8.130598536
"OS02G0570800"	0.768570954	1.484377105	1.407398274	0.329157599	0.500786925	0.728419166	1.714079068	0.37629267	5.601731564	0.491706542	3.56680589	2.148270534	5.810827262	2.508189828	0.326514873	1.059722432	4.013538611	0.788396549	1.180750674	1.269218584	0.26810391	0.464236131	9.740773776	3.595565188	0.428988189	0.3595782	0.787738662	0.98767318	2.612103422	22.90597627	0.882839574	0.898769331	0.581261239	0.443218391	0.361198905	1.008017606	0.464218279	6.987394952	0.492555301	0.432697352	20.13512866	5.886918517	1.188313362	0.579615273	1.57286876	1.64086318	14.51494944	17.56704592	4.021108801	2.4321675	0.997767919	0.981204732	13.94474401	8.958081829	3.16494552	8.455936496	37.4392663	227.5855894	19.34121422	20.52952024	12.0843043	9.625636165
"OS02G0570900"	0.476824443	0.694863358	2.579559686	0.303294581	1.046427369	0.640823063	0.941769949	0.33797303	4.085103487	0.372874152	0.651606536	2.912495741	0.735099101	0.463207403	0.530821174	0.296794662	2.256654942	0.349246665	0.461202684	0.481694622	0.725697644	1.648716776	8.004426021	5.031870089	0.258474005	0.187642789	7.200360029	0.166777173	1.223361111	12.28793439	0.882013966	0.331364361	0.172751646	0.183578652	0.24693943	0.351575361	0.297156389	7.964494951	0.347411294	0.525043174	7.353294649	6.514722139	0.367363154	0.188176523	0.832019069	0.247882829	9.435612952	9.306027271	4.697089103	2.051114365	0.604927835	0.192755395	11.99782171	5.23607052	7.036151812	4.481205398	38.56430787	180.3690612	27.19861394	17.29396678	10.75285129	6.945687352
"OS02G0571000"	0.358151059	2.283404348	2.043011601	0.214522486	1.380372741	0.657574715	0.635351079	0.41034501	5.126532381	0.449062288	1.885757383	2.602621404	1.944832089	0.341329257	0.54899953	0.218702682	3.081785408	0.257353626	0.339852016	1.103522777	0.566261093	2.228773546	10.0685676	5.609180607	0.329102058	0.138270618	7.163761798	0.553914402	1.398306425	15.54491493	1.046352405	0.628636662	0.192885719	0.135275828	0.270730135	3.219916212	0.288824008	10.80578552	0.256001174	0.386894932	8.530643011	7.915253741	0.727456919	0.340535857	2.495410192	0.340330638	12.26529215	12.41819392	7.200521395	2.662068873	0.648079517	0.354492448	13.84103804	7.625237584	8.528352222	6.464318315	44.18222144	202.2498004	35.46855102	22.84819974	14.37002494	10.29473919
"OS02G0571900"	0.152158226	0.63803951	0.315768335	0.121564271	0.345009433	0.153639633	0.584729838	0.199570912	1.817039428	0.622047304	0.312912877	0.712312542	1.521942491	0.153866806	0.313446507	0.303228982	0.974377724	0.206227921	0.142761221	0.800145286	0.196087823	0.541418009	2.041510168	0.798419866	0.157595204	0.110801867	0.673872813	0.098480854	0.182602383	8.861758429	0.288663723	0.118206647	0.129673962	0.095815187	0.29343826	1.001954473	0.249465416	0.663601932	0.205144146	0.295765181	2.035646657	1.124320939	0.22921051	0.154072876	1.154488842	0.187246226	1.990633803	4.718698609	0.828020364	0.22345985	0.078262782	0.090261637	2.290892209	2.300187513	3.134088907	1.607385473	5.39799346	72.71173749	2.368751959	3.077306172	2.2583608	1.892507794
"OS02G0572000"	0.168184788	0.636741909	0.340905157	0.131241426	0.372473999	0.165870156	0.63127741	0.215457807	1.761087614	0.671565543	0.337822389	0.76901637	1.643097124	0.166115414	0.338398499	0.327367605	1.05194332	0.222644749	0.154125765	0.863841062	0.211697445	0.464756067	1.898119391	0.86197829	0.170140611	0.119622278	0.727516635	0.106320448	0.197138494	9.016468914	0.311642874	0.127616518	0.139996692	0.10344258	0.240004188	1.081715322	0.247639856	0.716428139	0.2214747	0.186476432	1.978650315	1.213822803	0.247456873	0.166337888	1.133932892	0.202152011	2.057444336	4.482845932	0.817627238	0.24124843	0.084492911	0.097446938	1.943238264	2.278283639	3.006878579	1.63744488	5.410416457	70.83389231	2.395056109	3.167424897	2.224816716	1.848219892
"OS02G0585650"	0.771860618	0.783774625	1.320801347	0.57706586	0.78191779	1.077925663	0.738653302	1.254844348	0.879771427	1.16416777	1.693217761	74.34838385	107.1273211	5.963646428	1.500269488	8.614730145	649.439557	2.843813799	3.123616888	27.32519043	0.450885443	0.241973014	73.5729794	0.811252496	0.798862747	0.261619947	0.238403161	0.964120121	53.21999996	0.884835699	28.65115723	9.40048263	0.513004542	0.426786473	1.425527236	0.360151351	0.722630056	1.130833679	0.520585815	0.698346277	110.7339136	0.765766804	0.346785586	0.312243095	0.258579181	0.449830274	104.8584216	0.194242518	63.20263196	61.89878852	0.234977945	0.207518186	0.571146576	1.064009281	0.453515107	1.127942199	59.30501151	0.234370747	27.57217461	26.90945057	0.823759637	1.67882036
"OS02G0585700"	2.009150298	2.040162414	3.438040961	1.502100273	2.03532908	2.464161137	1.536776399	3.266355139	2.29004173	2.211673814	4.407439491	144.4142792	215.757878	12.80575321	3.197905819	19.98012944	1276.062407	4.431762656	8.13076306	54.76813999	1.173653119	0.629854849	142.2184929	2.111687209	2.079436738	0.680995742	0.620562534	2.509601065	113.7580598	1.671289675	64.15068391	18.72456849	1.335348902	0.986340228	3.710642056	0.937472618	1.88100333	2.943555832	1.355082926	1.817792743	205.6252992	1.993288124	0.773537948	0.556821249	0.67308064	0.959364575	186.1049239	0.501963914	130.7998053	114.1993726	0.61164671	0.518227498	1.486692399	2.596413529	1.180498126	2.621094638	114.6924869	0.610066176	55.48294213	53.26262306	1.898706353	3.192286504
"OS02G0586000"	0.404868443	0.599799242	1.08560907	0.289531158	0.67628048	0.498330841	1.832366947	0.47532056	0.550570714	0.524405011	0.74526855	21.4796565	20.92833005	1.972202606	1.268165398	4.138167927	298.6108514	0.862853115	2.354695952	10.32758223	2.749691779	0.244080181	46.28036416	0.34257811	0.805819462	0.355849142	0.24047924	0.234553093	16.15343462	0.45257842	7.662275032	1.026250142	0.242955508	0.22820424	0.347292174	0.446980662	0.417916605	0.543754676	1.409137667	0.411384871	38.00536687	0.772435311	0.188521154	0.160289448	0.351170959	0.25518487	26.58895966	0.196487391	17.30813069	19.03186091	0.204448336	0.204839428	0.198083753	0.273125332	0.255258544	0.574661476	17.44406131	0.236411711	10.74730354	7.94034898	0.28452729	0.454757662
"OS02G0586900"	31.52206627	160.0354162	3.315970084	12.00178025	16.79147442	72.61117235	207.0785887	16.01834637	13.00598751	15.25257586	8.941322145	7.070890566	7.70087352	18.4470907	40.20010217	22.53661978	19.81184499	30.05291177	21.31020433	5.093653655	22.05658168	67.51280953	3.162225858	17.92744714	5.302554112	25.05930832	88.28570248	13.88337869	7.406923939	10.88543692	954.4946868	6.278503966	13.36019935	13.6898955	30.02992473	164.1016372	6.041001651	18.8437477	11.16592312	15.5917076	20.85743704	17.16576292	9.313656904	65.58063754	129.2175287	13.68266265	11.69804301	14.55908788	1394.912035	12.34106533	11.87768137	12.25625574	1.447210209	12.02884382	29.43818365	9.539755384	1.480250582	6.07290124	363.524296	13.58688152	3.206561428	2.87212873
"OS02G0587600"	5.473288218	3.315212797	5.271072877	1.52972467	1.477035573	3.914542105	3.216262455	1.851628072	0.805399622	1.98367099	4.673094463	115.440629	170.7008713	84.06175545	1.438580621	200.941032	1000.933674	145.308311	53.42037531	58.63857324	0.816265408	0.444555505	87.20774658	0.501138679	1.145877576	5.811741049	0.656674437	1.06541249	80.03218991	0.351049542	2.089647441	0.586559973	0.538523821	0.841976845	1.724196492	1.297649826	4.35640636	1.66863993	2.971207564	1.511423993	214.349091	1.12995314	1.074733115	2.12842306	0.381555267	1.990158123	98.34313419	0.286632576	5.547778669	0.776311763	1.699795551	3.619379493	12.79452095	5.003744928	0.670193302	1.997827826	74.00321539	0.345833692	26.20467132	9.182455764	19.52229362	20.19785884
"OS02G0655200"	0.330285372	0.941049204	0.669477827	0.257735101	0.767105826	0.848306968	1.631138019	0.423121274	0.490107522	0.466815314	0.663423813	0.432167611	0.37777083	0.326221484	0.33676184	0.371568511	0.456335481	0.437235166	0.399496768	0.305560783	30.34136957	2.331598228	55.54969143	0.535293596	0.378072707	0.663841314	0.422299066	0.880661862	0.266378149	0.306652967	1.446279413	0.322617777	0.792703555	0.509211384	1.358392009	0.355753885	0.372021371	0.484040015	0.434937395	0.438240834	2.194113336	0.687607144	0.236046346	0.215663445	0.328976049	0.532415326	0.430270271	0.176750513	1.900374997	0.635352963	0.787353954	0.500989893	1.633828126	1.113136348	0.227226275	1.624845314	2.148589736	0.411771343	5.852973304	2.562047511	2.268575461	2.749533897
