EXP__FIELD,HMA__FIELD,LSI1__FIELD,NRAMP__FIELD,QHB__FIELD,RSS1__FIELD,SHR__FIELD,polyA__FIELD,X35S__FIELD
OS06G0472300,5.931446262,3.97105668,6.34407928,5.701759156,4.16250435,3.829571344,1.489999805,3.059534369,3.698057038
OS06G0472350,4.52527502,3.352480605,6.894228978,6.565480808,3.26758149,4.221208684,0.99684495,2.930413657,4.035924817
OS06G0472400,11.96424642,11.7711135,16.2483468,20.14111392,16.80299406,15.48433117,10.82788533,14.33778515,16.66732261
OS06G0472600,0.739337976,0.632512251,0.532554923,0.987680237,0.248417046,0.484377205,1.254304626,0.277569565,0.134736214
OS06G0472700,27.1980941,20.15722342,29.99388013,29.45442725,17.40546883,20.14136467,17.23464787,15.12619158,18.52452216
OS06G0473200,7.211538652,10.61398186,12.84725144,9.726626877,8.596527249,9.370423706,5.002077492,7.644115118,10.60278501
OS06G0473700,16.64234429,19.97434506,12.24338693,8.923907869,10.54664443,17.66785376,23.72371164,16.31965355,3.48082594
OS06G0473800,0.973421343,1.802919528,1.795903864,1.678537913,2.626766641,3.059511765,0.62808003,0.514946766,0.901236003
OS06G0474200,22.60996442,26.6254478,42.31460415,29.47874813,29.55806924,26.68211789,19.48455314,29.9572692,33.72845145
OS06G0474300,1.303027732,1.92404461,0.210993824,0.600748758,1.147144876,0.966712026,1.140093583,0.288038546,0.137755834
OS06G0474500,7.020417052,8.056930523,0.633448404,3.094875503,6.052279336,8.183289396,9.448730902,3.686596981,0.745837458
OS06G0474866,3.049539263,0.851457038,4.220541302,1.707123771,4.666633663,1.755630348,2.838361945,0.666680469,1.768600661
OS06G0474900,12.37574074,9.16281003,5.996864326,5.089737874,7.035958162,8.763530331,7.683883017,5.317138796,4.111928679
OS06G0475400,10.44369115,14.47363794,27.39762788,2.551508532,8.860075967,14.84476268,15.91760951,11.81808638,19.48985138
OS06G0475500,21.35638879,13.8665458,3.175873022,9.727224841,8.139857258,10.53712036,19.95478964,5.473053608,2.996482259
OS06G0476400,16.2930535,5.402926436,14.5890654,4.788387742,3.538289081,3.038758945,1.401630088,2.46038099,1.35808394
OS06G0478600,1.342374663,0.519506926,0.784596976,0.760768767,10.85661639,1.281155916,0.998568803,1.029343969,0.432201967
OS06G0479200,37.92630236,31.77415904,29.21389048,31.09091359,22.94332562,27.81050589,32.02679128,23.84570691,16.46126469
OS06G0479400,4.058941318,5.295196779,16.33262149,3.550353276,2.702961635,3.319425377,8.883742513,2.519890166,2.57421054
OS06G0480000,5.919257371,3.314278755,6.382360364,4.205709685,2.698505794,3.490596265,7.721334866,3.837017469,6.228509135
OS06G0481200,18.61213214,19.3228244,1.239721285,6.187558357,6.28860617,29.49658398,18.06257347,18.38361825,22.35670599
OS06G0482200,12.43636653,10.38732999,21.98880721,21.10977123,15.67224276,12.35897143,19.59051133,10.52459285,14.46733596
OS06G0483200,2.962110192,1.483410631,0.235636517,0.474821765,0.459737652,1.398741634,0.168168227,1.311436976,0.505462588
OS06G0483500,0.85453343,2.228281484,2.065957874,1.511226186,1.263036355,1.719462695,1.341960616,1.013617364,1.153452919
OS06G0483900,2.46798183,1.750989273,0.698044995,0.755188558,1.045475876,1.140855874,3.798636137,0.26855483,0.340241622
OS06G0484450,0.289608425,0.301272661,0.527173258,0.891617016,1.010787801,0.319036198,0.313224327,0.407748296,1.797962257
OS06G0484500,0.895895802,0.42591178,0.745269416,2.762347546,1.171374963,0.451024245,0.442807953,0.790926039,2.963546645
OS06G0484600,18.81182031,16.87002271,20.41909726,34.64977361,27.79549921,19.79829704,17.21961114,19.15868319,14.84575725
OS06G0484950,13.09384349,7.74714066,7.905363097,6.216995215,5.184297902,10.42924564,10.58746586,5.482601611,3.519201547
OS06G0485100,9.58428707,11.54386845,13.78083802,14.48536582,13.13168559,11.50812126,8.7137952,9.175542849,11.02038977
OS06G0486300,0.350828881,0.78533908,0.80706081,0.41353091,0.457870122,0.707613731,0.268378411,0.353588342,0.68166413
OS06G0486400,32.40461837,32.58018896,24.16664214,18.40891017,19.3394161,30.66662075,27.73382935,25.79280704,22.94069955
OS06G0486800,44.50211245,33.53461317,32.8371003,106.0655518,32.26892426,70.15647948,38.33756173,58.9441822,92.93930146
OS06G0486900,0.39099726,0.799835136,0.581152762,5.915091528,3.492891325,0.110137119,0.553329731,0.170853316,1.929999828
OS06G0487300,1.16595841,0.747310813,1.713256648,3.21926472,2.89688133,0.526043945,3.032718295,1.885447026,1.770399604
OS06G0487380,0.828169564,0.530808016,1.216910483,2.955734009,2.057628238,0.373644189,2.187849588,1.339215729,1.289942252
OS06G0487620,1.643297144,2.614203806,1.10105807,0.427674586,0.435046508,0.37283307,6.068053327,0.679225408,0.542366293
OS06G0487900,88.82195713,72.28038606,27.79016565,31.64707355,31.07112955,19.97878571,138.9391166,21.28596741,16.55281378
OS06G0488050,3.359971267,2.568698703,0.638592881,2.938139605,2.072255064,4.122017135,6.065260457,6.06762915,1.239715703
OS06G0488125,3.391809764,2.247772357,0.724312357,3.10377088,2.189260068,3.598221233,6.879411322,6.214360206,1.354128552
OS06G0488200,8.555736978,5.124123783,3.288884025,4.527812626,2.136164724,3.560073837,5.21108016,2.246887958,2.234526728
OS06G0488600,51.90110165,36.71943102,32.66422825,15.90189342,17.6568878,41.95358977,44.26633912,28.24861914,23.34238404
OS06G0489200,12.46057359,11.63926314,12.14719621,8.968688977,7.544387789,10.1872462,4.784619583,6.327518928,9.050597746
OS06G0489500,8.640245178,7.92613793,5.312238721,10.6665676,9.610782114,9.271425887,8.121202874,4.781595704,8.357608657
OS06G0490000,1.230112665,2.363610659,3.420956801,1.484025642,2.230719208,2.862793206,1.631791525,0.8766699,1.210973638
OS06G0490200,4.730194914,6.267301175,0.660140795,2.954505096,2.683880065,5.908929836,4.900543141,3.92752436,1.042780167
OS06G0490400,3.492796988,1.548518746,0.313958811,1.093981806,1.022443882,6.8829599,6.454419913,3.9926351,0.204980681
OS06G0491300,5.149918134,5.301390391,3.557615723,1.486338461,4.085747106,3.789545922,4.406920079,2.316008437,1.545018961
OS06G0491566,1.524531212,2.413936329,2.683051798,0.650940513,0.408680625,0.321193391,1.017412822,0.304320113,0.16771358
OS06G0491800,5.975012702,5.154368278,9.265743205,4.637631149,3.816610621,5.561128713,6.586477145,3.182838824,5.333283301
OS06G0492000,1.961638243,2.367573256,1.390067168,0.782923674,1.222624921,1.157716824,2.364568475,0.960387834,0.465649437
OS06G0492700,11.9999733,4.604628312,3.537459659,3.981896443,1.909681061,2.938795216,1.691513617,1.66175073,2.686110139
OS06G0493100,28.09977663,13.94932172,9.327160163,152.7934445,50.68277882,4.010407061,39.12511846,15.91055409,81.48345763
OS06G0493600,1.160002357,1.426339666,0.474480544,6.482987932,1.027802754,1.469752281,0.888500893,0.614169797,1.471010415
OS06G0493700,1.750759267,2.920683585,1.105697362,9.228589535,2.806994277,3.530681131,3.049716218,1.387763665,2.058760883
OS06G0493800,1.964226641,1.383889561,1.16622393,1.572916271,1.042196135,1.895976474,3.932495682,1.233252559,0.863897558
OS06G0493801,1.361543874,0.891128684,1.877547861,1.37325068,0.726778954,0.688662239,0.800127674,0.930083247,0.823615061
OS06G0494000,26.90081492,22.00649433,35.47766327,10.53168358,10.52037994,21.30744818,27.33329958,24.38181927,8.926923203
OS06G0494100,4.321283543,7.885578668,4.322592658,2.400161192,5.912934691,4.67473307,6.54926533,4.702026604,6.660647203
OS06G0494250,6.163606414,10.47566444,6.208256525,3.409685183,8.318782286,6.557622459,8.589245098,6.672306878,9.537244578
OS06G0494400,1.007992906,0.683146169,2.71510216,5.419607024,1.145930298,0.435314201,0.674065941,1.373477388,5.472101692
OS06G0494701,0.113581572,0.735046053,0.264434355,0.080306977,0.073588183,0.470880742,0.611063019,0.102610957,0.073086056
OS06G0495100,2.152345899,1.258928675,0.81760107,30.54480063,0.772663749,3.827522494,1.372020954,1.200848074,13.23420625
OS06G0495500,2.623230586,1.676053966,0.780708554,1.878970066,1.262723538,1.504238597,2.704775136,2.289629161,0.600321602
OS06G0495700,26.90734599,27.58995781,31.24624647,20.92202944,19.8837673,22.4007126,19.36377609,20.07422984,20.33164946
OS06G0495800,44.5655221,32.12962187,3.428724355,8.928160812,12.67840544,29.56537811,42.09474826,19.40278117,2.637122177
OS06G0496000,35.72151611,38.07777343,51.26656666,44.76920458,39.25047166,39.93339101,50.32782372,35.97830666,43.7144144
OS06G0496400,0.262145557,0.272096418,0.276805378,1.140367167,0.564647399,1.226664006,0.581682863,0.325377806,0.122721659
OS06G0496800,75.97278666,93.35852597,10.62894213,22.6198567,31.4390213,74.8669727,59.347092,34.51507487,36.81455608
OS06G0497500,0.470259279,1.15272371,0.864590174,4.446861216,2.098028597,0.924084165,2.839769122,0.476882886,0.765469381
OS06G0497600,3.501823328,3.602158574,4.480239234,1.853375185,1.35398988,3.637058198,5.434569825,2.553929048,1.229141491
OS06G0498000,2.163563929,6.387323865,12.47673939,8.265711944,5.033913835,8.166759612,4.851498757,5.309698952,6.769777737
OS06G0498400,32.32072144,30.35987971,26.44415759,21.8966386,39.56859468,39.56538493,26.72694767,18.82378567,26.72114765
OS06G0498500,17.76846766,12.08693184,9.510832255,10.24120855,8.62410941,13.88769242,14.54164829,6.823762136,9.429406988
OS06G0498800,0.425569632,0.532733108,2.787211015,0.523796195,14.22702591,1.482385413,2.545476511,0.478422407,0.502626935
OS06G0498900,8.109810731,7.619151219,7.378525287,6.101762447,6.558828405,6.014809515,9.248051818,4.592145512,9.241963579
OS06G0499000,18.91185934,20.99898458,17.38997595,12.9738083,9.704681701,23.44831487,15.01495148,12.23099872,12.17115883
OS06G0499100,25.26920548,42.03466217,103.0768949,13.76256189,46.25743471,51.44679194,65.31945261,53.40125404,24.9568533
OS06G0499301,2.690255736,4.247410106,5.78726935,3.795298938,3.807889886,2.46879061,2.376639389,2.467251447,4.210343718
OS06G0499500,3.848395332,4.478652589,10.1967994,5.664268406,8.506341665,5.895668206,5.584553007,5.718112992,5.993724922
OS06G0499550,4.578960773,4.813884571,11.50295632,6.469439461,8.561803357,6.091996836,7.015521232,5.963905431,6.815476292
OS06G0499900,39.41582404,28.03257235,37.53483763,32.88906352,22.89356074,32.76849947,15.65561653,22.42902231,28.91272583
OS06G0500100,2.309197753,3.085418217,2.283186924,2.506542883,0.943260532,2.160858022,2.408302117,1.621675475,0.52434116
OS06G0500300,42.91571281,51.11405297,9.911414014,335.7651196,14.94145626,43.76339372,63.9833889,21.48859167,84.75950425
OS06G0500700,24.68449104,34.75284223,11.04609288,53.15667055,22.1647106,34.29879653,27.19864232,39.20785954,44.47711733
OS06G0501900,0.199343105,0.132083626,0.210490859,0.223240812,0.115475056,0.515733365,0.215598389,0.077469784,0.12827082
OS06G0502900,5.730705675,14.99588379,20.03176314,14.19887623,17.64261815,13.86217848,8.911524917,11.53462184,20.13535683
OS06G0503100,12.48600312,12.75728708,2.048471403,3.696897343,6.816674325,23.18977828,16.01729419,15.91188051,11.61266792
OS06G0503250,11.76162191,13.65060313,2.154198959,3.309258839,6.521181409,24.03498654,15.28854034,16.54222644,12.38007428
OS06G0503400,126.1663073,158.2930766,464.301233,150.4100594,116.165953,142.3746854,123.2092658,134.6704742,171.529228
OS06G0503600,11.39050373,8.911605251,4.167898756,3.971547683,5.053748114,7.995832959,8.651522262,5.382313191,1.476831829
OS06G0504450,1.188810497,1.948218754,0.566068847,0.807211362,0.606900915,1.364232558,1.287192465,0.322281211,0.213744615
OS06G0504900,8.740546663,3.679738551,3.02266469,5.413869456,2.365329506,6.615896424,26.17326363,3.751776735,5.797306308
OS06G0505100,18.6416828,15.63744618,17.11285878,10.99650606,15.30939373,13.43920116,20.05329687,10.88303725,14.42647862
OS06G0505302,1.324000327,1.944416754,3.749826555,4.837704567,2.077159665,2.643476848,4.848347862,2.374815611,4.294468245
OS06G0505400,9.370685514,5.930142147,13.13992915,4.896051209,6.633952019,5.695205936,6.107306174,7.765539287,7.335555005
OS06G0505700,17.74050026,12.25651675,5.256535064,9.905068774,45.89253557,15.01550893,38.72169555,35.29400824,10.52849392
OS06G0505900,6.115114018,1.728526566,3.218845602,1.312493989,1.241702872,1.573333514,3.637273749,1.657150579,1.413964513
OS06G0506000,5.554350274,1.76303556,4.646764785,2.032870043,1.296043055,1.620590008,2.90904014,2.410819237,1.717223613
OS06G0506100,1.345508025,0.684913247,2.206294978,0.589198816,0.531251993,1.46712458,1.408568877,0.360958486,1.064557388
OS06G0506150,16.57091338,12.86340558,3.105793578,5.854847381,35.76294933,15.84266631,7.227068784,11.837192,8.004807589
OS06G0506200,31.89560378,27.90517216,6.698596295,11.8400116,85.34323793,32.60210221,17.69516078,27.37293291,18.19376112
OS06G0506600,15.44187705,24.93436142,31.24793816,23.55932812,23.74013721,18.92787445,19.11934147,25.7036018,35.35079036
OS06G0507150,16.13918447,14.13608295,14.51729875,11.41648462,9.346101967,13.88278562,12.24042552,7.760940734,5.761178576
OS06G0507300,0.413470619,1.623762814,0.962619499,0.292341219,0.239514392,0.254853755,0.447186771,0.334710642,0.767111528
OS06G0507400,20.08436809,14.87980862,22.81393071,25.88762933,17.09127256,19.35149128,23.36482508,14.53734934,15.33162664
OS06G0507900,4.366413258,2.703490207,14.14007481,3.243572328,1.902073081,2.437189739,0.867732285,0.813242424,2.949042083
OS06G0508700,61.64096603,99.01623956,186.4853508,193.5876741,161.0096372,119.512182,95.58818717,104.6829128,150.0277742
OS06G0508800,13.18259467,4.152653766,6.311793015,7.355332859,8.507527116,5.525447264,20.20545714,6.592940026,1.991434589
OS06G0508950,1.668317254,2.587708972,3.498956828,2.917956331,1.499641416,6.715163269,2.261522442,0.725112585,1.307099059
OS06G0509100,12.41457011,12.06651553,3.86464856,7.165090563,5.32353787,13.27219797,20.77006843,5.264801106,2.545854246
OS06G0509900,1.710806437,0.63633351,0.569683326,5.184391712,0.432908223,1.017231991,1.377532076,0.517152873,0.534980437
OS06G0510200,0.564667194,0.359085063,0.476177181,0.170024476,0.139300606,0.167905666,0.260082026,0.168411265,0.112575728
OS06G0513050,26.91717849,13.05966177,2.081095489,47.58374296,6.81400456,30.16404705,15.79116197,28.10748451,1.822633817
OS06G0513781,32.964738,15.5160171,2.37652864,67.70398117,11.76124671,39.17124979,26.27896202,46.73456737,4.608734094
OS06G0513862,35.39722743,19.59662362,2.511747989,69.69313071,10.69696808,38.10533231,26.82710385,45.30141955,4.671325395
OS06G0513943,34.29374869,16.15451512,5.310176102,78.66200292,7.922864908,46.13796913,22.08630717,44.77588911,4.221546934
OS06G0514100,14.88847485,7.906893748,1.058930631,40.74439774,3.80274407,20.6649478,14.12847617,17.01879444,1.508095501
OS06G0514700,38.03642296,41.53577899,10.59523006,12.53613766,12.13169882,35.87281686,31.88258583,21.81600377,5.038454875
OS06G0514800,26.60098932,10.16766491,1.058930631,56.43545733,5.64515254,29.69451427,14.12950209,28.1270299,4.349388532
OS06G0516800,5.352912822,1.807499365,2.458430311,2.874661976,1.181477099,2.15463607,3.155389362,0.849818011,0.717491019
OS06G0517500,1.938215875,2.469618082,1.276779657,2.034965,1.5580026,1.500759704,1.241013275,0.68932514,0.541057738
OS06G0517700,0.428843244,0.284149133,0.452825208,0.303210316,1.322271768,0.264329087,0.463812945,0.166659356,0.200760048
OS06G0518100,0.128421824,1.144209185,0.109148227,0.099204645,0.082261676,0.214866469,0.488414916,0.08531904,0.13627677
OS06G0520733,3.361714023,0.591030197,2.509195881,5.403654292,35.60752975,2.201172029,7.474100498,0.528661724,2.028257633
OS06G0521400,0.739340273,1.166578369,1.044889521,0.834175721,1.432839504,0.20825928,0.365428381,0.85198889,2.008149331
OS06G0521500,23.0715013,24.29163136,8.077095318,5.552054333,10.62328161,21.89731951,25.91460282,26.70391104,11.08869511
OS06G0521900,4.996329032,6.158335398,3.699997697,9.844543012,2.659283757,4.480578587,9.910815149,4.721815367,9.717552203
OS06G0522300,1.961934513,2.185406879,2.578203548,4.036643726,1.577652284,6.008241238,5.395390525,4.161441438,3.4749079
OS06G0523100,51.36386027,51.42726313,26.3683406,23.80762777,29.34786596,37.95041396,39.84916422,35.08496533,37.18004173
OS06G0523300,6.011277582,15.08076167,4.377635564,33.13750292,35.06609749,18.28037491,16.21991207,25.9608873,20.75440884
OS06G0523400,5.852470661,6.797857467,8.337378263,5.954985204,6.253128285,7.202871985,7.024936601,5.115276931,5.724824703
OS06G0523900,2.790113593,0.963033112,2.364694488,2.627988768,1.643582308,1.823421259,2.718104042,0.878655305,1.600129778
OS06G0524300,3.084597424,1.613390612,5.986550047,1.607852004,1.193582898,1.694077914,2.162810817,1.774640508,3.410824214
OS06G0524400,12.10706836,8.411198659,1.610348455,8.935155141,3.183545878,7.960070735,5.963664075,6.485219694,11.89785145
OS06G0524500,1.461186487,3.005489104,7.486785067,5.209470499,3.255714271,2.089104172,2.301044449,4.349038792,3.976325276
OS06G0524900,0.767407066,1.01820649,0.377551461,0.586164418,0.455383264,1.000654801,0.262480691,0.735972509,0.123112888
OS06G0525000,3.072598022,4.808503284,10.13488862,11.26622819,8.87409585,3.506647544,3.550056602,3.87816231,5.845845503
OS06G0525200,3.329489789,4.49416791,4.852363478,2.169411091,4.073387943,3.187381187,2.193494274,3.127988518,6.701430857
OS06G0526600,20.76105243,8.750056415,10.51247434,10.07313954,7.37271124,12.10704,11.40176663,6.683130865,7.20064635
OS06G0526700,5.667264297,3.550052888,8.122282048,4.22532606,1.10993555,3.861937196,2.503905759,2.539122531,4.071990745
OS06G0526800,5.8234855,3.446012734,3.392102261,6.792228309,5.536638195,5.690421641,6.97326468,3.67582299,7.199798702
OS06G0527100,17.54633038,13.90030776,17.41591048,10.90452254,12.40954907,14.87727068,13.45371046,11.78931799,15.55457159
OS06G0527201,7.243547519,5.220832978,13.82804903,7.194599899,6.749209757,6.166313877,9.076742502,6.912536182,9.546148596
OS06G0527300,2.08024226,3.199169105,1.304783809,2.281072336,4.75910234,2.514324456,4.963088297,2.338013601,5.374826032
OS06G0527500,4.658491154,2.873624862,3.663628154,1.987965892,2.079734833,2.549991032,1.665135262,2.602190853,2.166806802
OS06G0528600,45.96724923,51.0429817,11.70744166,21.04229852,29.96851254,62.32682346,36.0137012,57.44384151,93.91678943
OS06G0528700,0.413316768,0.255636118,0.672450413,0.433989272,0.388336973,0.601408203,0.214321148,0.306829497,2.067538457
OS06G0529800,12.07902816,11.97187293,23.41952875,56.50321986,27.35276662,16.37049289,16.37795199,15.09856895,30.51302394
OS06G0529900,10.72859493,20.08558347,4.600805868,14.58502318,23.45144096,22.33591833,23.93053134,24.16210704,7.198831088
OS06G0530200,39.05204677,40.06954162,63.84340148,68.85963878,51.29122357,28.85482918,29.42466065,78.15450687,40.55763032
OS06G0530300,7.361464331,11.53814848,22.22006207,10.7556471,5.830665219,10.95555666,11.64168867,8.56917642,10.02696227
OS06G0530400,0.776572792,0.197398796,0.356248479,0.575305331,1.051333039,1.077908574,2.138699765,0.649146111,0.180724964
OS06G0530600,0.955340284,13.04227928,1.790250977,3.846600683,3.583842834,4.501451855,5.665952581,7.484978398,13.3835012
OS06G0530700,2.372507757,2.509760816,4.112960676,3.151774645,2.538391447,1.213292204,1.723281066,0.824112646,2.592103004
OS06G0531000,4.987399566,7.154689197,1.126778887,34.98980797,3.104452103,5.65088085,2.430247236,4.920152334,10.7718773
OS06G0531200,22.68967914,22.32729522,35.62697446,64.98934961,34.02254352,26.59944573,21.97426641,25.1331803,51.79810925
OS06G0531400,0.852694428,1.631973981,0.497642719,0.17768899,2.66010216,1.63784927,4.454599131,0.763385144,0.495501132
OS06G0531500,1.300061975,1.604040549,0.947585778,0.338346275,4.191970264,1.727401747,4.139908324,0.491350778,0.533273048
OS06G0531600,2.053781362,1.105077185,13.66358872,8.05169294,1.214925647,1.210445167,1.605822634,1.363659814,2.407092492
OS06G0531900,39.61097435,32.86527919,2.466824925,15.36632264,16.95094743,36.1830227,29.18478207,32.59571977,3.496201485
OS06G0532101,46.78038747,35.49178943,2.961642917,19.31670006,19.34426328,45.26533273,38.30264624,40.13942719,4.207357573
OS06G0534200,4.187278487,2.496977676,0.473463354,0.887399908,0.730165312,1.749078689,2.509603477,7.362764693,0.764834448
OS06G0534800,4.529269702,7.504079406,1.716054992,2.405213158,2.82817085,4.746786302,5.925178414,5.859372462,3.046461303
OS06G0534900,0.509128966,2.374362668,10.189714,2.807374089,11.74115593,1.212087726,3.26075587,3.057105077,2.985960694
OS06G0535200,1.825802333,0.474737303,28.46730627,0.924722565,0.627805395,1.505994884,2.976896617,1.775617085,1.473402109
OS06G0535300,10.29243182,12.88228161,11.24645658,7.631941753,8.776589117,11.71197232,8.677436571,8.030668592,11.07734732
OS06G0535400,57.6832015,56.42140662,58.59075306,31.09840564,37.21763373,65.30605917,63.70645314,61.30485642,27.19584594
OS06G0536100,1.814932505,1.802414609,1.511298531,0.389134036,1.134748774,4.257501868,1.042781077,3.977877784,1.06807629
OS06G0536200,4.162920886,6.527370459,2.19423717,7.21976761,2.723692185,2.771581546,5.450599921,5.69349926,1.48636748
OS06G0536600,2.639121304,2.694754025,15.32439277,1.31886088,3.076727042,3.308437756,7.559054627,3.497883131,1.627944114
OS06G0536800,13.86209073,33.29801838,27.24913528,33.27386575,18.5574965,38.20571179,56.97054669,24.7853426,18.6052028
OS06G0537600,6.597716161,5.651239889,0.843331181,4.236266814,1.885304896,7.549667991,2.793035469,7.351970222,2.81851194
OS06G0537700,10.90399602,19.77846347,3.511475955,5.464564413,9.368601308,14.29645025,9.001947234,17.55290889,6.755623444
OS06G0538000,58.67913929,39.6003926,50.17329839,55.18507957,80.15888648,53.20789673,28.02109673,47.90525125,63.95139875
OS06G0538200,15.63091118,17.53330428,19.41644981,17.64016918,18.33789639,18.78729649,14.1664851,13.12728617,16.91474564
OS06G0538400,12.49454212,11.48694006,21.77459457,40.48298893,9.84637351,13.69311624,7.178831917,14.05831691,15.6811228
OS06G0538900,96.7727401,104.7593035,115.7248033,310.8774632,146.1229702,83.52434876,93.67272916,143.5804125,133.20598
OS06G0539066,14.80099115,9.985180218,4.605813458,5.364443195,5.683410818,7.846952594,10.82793525,5.132400311,4.005725132
OS06G0539100,23.67502298,11.86127365,4.638100411,13.5162551,7.952742323,7.898635484,17.9046455,5.826222813,6.150034811
OS06G0539250,9.366017654,25.11373779,2.171899099,1.484471274,1.21173478,3.356512701,11.69055305,2.088533899,0.586121721
OS06G0539400,2.796735187,2.712216619,0.651408136,1.44148629,3.489882374,2.929791731,1.565656176,3.898409411,5.174830142
OS06G0539500,62.28970723,81.81682163,121.7293952,15.75910541,38.61329014,103.0773996,82.48609117,107.7495774,10.35404238
OS06G0539801,8.343965067,0.783073212,15.10486021,0.893302892,0.629151717,3.414706784,1.043798127,3.014203648,1.031670347
OS06G0539975,3.301050446,0.236034424,3.289872793,0.585514213,0.505090898,2.076554983,4.871190956,0.600099089,0.345625338
OS06G0540050,5.837450788,0.417394207,5.817684657,1.03540084,0.89318334,3.672100055,4.24833314,1.424704209,0.611190569
OS06G0540200,0.655715277,0.820529823,4.737769512,0.242071695,0.664117276,0.76638457,4.037675458,0.654334763,0.213101551
OS06G0541600,1.248820533,5.191207419,1.081748568,0.221445736,0.225262845,3.068678181,4.341721372,1.776153726,0.844868562
OS06G0542000,1.615736189,2.392549382,1.208817792,0.894584001,0.309499207,2.315701367,0.806315929,0.365203609,0.419605515
OS06G0542100,61.62986479,45.86458733,136.2735883,99.59462001,55.4327878,46.88040056,32.47524257,47.06875571,62.01015914
OS06G0542200,10.03466368,7.372231823,12.56240049,6.049677562,9.396102721,6.437146683,6.436021683,5.463383561,9.039774046
OS06G0542300,44.2247595,21.7123673,33.73901154,13.5027678,18.43234559,37.63661791,28.53445124,46.75189419,52.26431636
OS06G0542350,8.749101929,3.747487385,6.769938856,2.403155702,3.344608514,7.000173838,5.486848011,8.708553602,10.15992384
OS06G0543200,13.63577092,19.49956461,0.968947327,3.456900566,5.845054151,15.0986846,15.34908612,15.26178737,7.637647856
OS06G0543400,46.60874115,49.76509822,5.363004343,17.01557342,16.24188238,48.28873484,38.07503243,35.6515036,27.45891336
OS06G0543500,52.0978487,59.49909574,7.097935597,20.7508558,21.10462225,59.53521313,46.96253995,44.18998835,36.25534997
OS06G0543601,12.05661183,1.935903976,1.058878169,1.482710985,0.423468348,0.438491128,0.951035149,0.281507538,0.174848445
OS06G0544100,10.76499879,16.40407153,26.96647027,5.873536747,70.67992619,10.74079296,6.34772461,12.29846194,2.335454874
OS06G0545900,48.66429186,52.09685784,23.24868958,14.01728346,34.6607464,46.5392103,46.43246714,31.89120098,17.8289304
OS06G0546000,61.54362491,66.26295391,31.70957666,18.5048478,46.38177973,61.48817198,59.80885502,38.57505646,21.35478318
OS06G0546400,7.088645363,6.039122241,10.79216129,12.84370715,10.96005781,8.217248192,10.22512141,6.843549486,9.740656724
OS06G0546500,19.35407038,16.19837308,1.145948636,3.288225418,11.80911187,19.39748894,12.45888998,20.20105799,1.969895961
OS06G0547100,0.339936718,0.949618248,0.358946811,1.445650251,1.352798442,1.010799311,2.60739017,0.256975958,0.481311983
OS06G0547400,37.45057142,42.92830055,3.912043316,24.36225958,46.57363774,80.1489097,80.37880363,68.34605766,17.36084385
OS06G0547900,47.71195662,37.50913952,27.94325995,42.86696585,37.69451895,50.28750107,33.20934337,38.94488662,27.04749216
OS06G0547933,36.61925097,20.8073053,27.12772575,36.57350158,29.72930868,40.76118048,21.12723746,30.34750668,25.61313592
OS06G0548000,39.90601758,27.94388656,103.3022818,51.70676908,30.07077734,39.7937826,42.16747624,40.90566152,36.53879959
OS06G0548100,9.030215959,6.652419034,12.60442792,10.50408996,3.638630057,8.255236748,3.766037071,5.684273309,10.37256738
OS06G0548150,9.818145849,7.770769958,14.53459718,12.80179827,4.193990034,9.939043587,4.651219649,6.411238464,12.10156255
OS06G0548200,15.84598168,37.18351222,86.48099617,6.872250424,27.95941614,14.67435587,77.8573133,21.88643766,26.46661356
OS06G0548350,18.79819461,43.39646053,102.0951851,8.509192386,32.9824201,17.08495141,90.77947542,25.44807384,31.46339619
OS06G0549300,14.22878378,14.79441975,0.879203773,4.556470868,4.522245782,43.22719409,3.379359443,21.00786366,14.95520677
OS06G0549337,17.6460581,16.07875255,1.131848536,5.865801578,5.15873333,46.42204943,2.869182478,23.08811802,17.02623468
OS06G0549525,5.906794242,5.226106211,1.25685476,1.256167612,3.336226155,3.951683691,2.923100165,6.242497144,10.70846285
OS06G0549600,4.313020562,10.8509534,2.134906488,2.284102801,7.684716526,14.87649957,5.482647361,13.95667115,19.87721521
OS06G0549700,5.84017134,4.489545337,1.460251682,1.656857079,2.017391926,4.845347571,6.042353794,0.798263146,0.636736194
OS06G0549900,0.485872127,0.635796699,1.409880465,0.428136532,2.538456137,0.73626822,3.341185028,1.692151569,3.569947403
OS06G0549950,0.737030641,0.856376463,1.849027677,0.649450185,3.213799259,1.008870515,4.296851935,2.301208173,5.178604616
OS06G0550000,57.53788862,58.89964974,9.752462078,55.63140981,102.2283839,63.12810156,79.11547186,103.8124232,56.46251435
OS06G0550800,56.84923684,62.28089875,69.36906346,44.33022884,55.67765428,57.71433591,51.09812346,43.44573778,42.0304055
OS06G0551400,105.6645922,102.786819,194.801358,141.9408859,156.3882586,105.9860563,113.9000526,111.7075698,126.6020039
OS06G0551500,5.08737612,1.122626807,2.145703754,0.574063152,2.173819353,2.168396969,1.889474258,1.758568829,0.434579196
OS06G0552300,11.31219512,9.723079921,17.86624767,13.21251101,10.11512856,10.6725056,9.117213492,12.76184808,12.24127819
OS06G0552400,7.346366209,2.922326184,8.58786454,5.117457829,8.383545438,5.686511729,4.522673842,6.169321511,7.543927286
