EXP__FIELD,HMA__FIELD,LSI1__FIELD,NRAMP__FIELD,QHB__FIELD,RSS1__FIELD,SHR__FIELD,polyA__FIELD,X35S__FIELD
OS01G0545100,2.333891478,0.708423225,0.858794235,1.750431489,38.37362414,1.526906627,0.610773637,1.957225621,0.252462465
OS01G0545900,0.97265184,1.021911894,3.676212982,1.920556661,0.636355618,0.911002525,1.146298855,0.809666863,1.887484751
OS01G0546000,0.203589611,0.429747116,1.764304991,0.143946468,0.375376084,0.125487941,0.220191173,0.079120084,0.095309091
OS01G0546100,6.938648829,12.80307879,1.383020416,3.441609128,2.207740601,5.066386429,3.632990451,6.405455143,4.073561589
OS01G0546400,6.312876323,10.78812544,2.206609347,10.47421701,5.746404935,8.274835264,4.497735815,8.279891694,4.010226573
OS01G0546500,6.25643901,3.417140233,17.82545659,11.85598456,10.92034311,7.301765316,8.501462403,6.470028217,11.93548004
OS01G0546700,1.053794124,1.964331695,2.198300729,8.080658713,1.738979435,3.456669654,3.379377941,1.789455332,4.303060022
OS01G0546800,14.18168622,22.73850692,20.82369284,22.48019963,33.18381363,17.40781598,17.67165444,14.24916583,24.76758193
OS01G0546900,10.32650841,7.16288515,11.70053994,6.865122828,3.645720932,9.470359848,11.64328433,3.453760339,4.35943141
OS01G0547000,4.490201484,3.781180937,1.639489044,4.034127553,4.141060373,4.785391527,8.502346272,2.552952738,2.848703592
OS01G0547133,8.610335048,6.20145151,2.306464162,8.704691375,93.419066,6.800586821,8.115442845,6.932216881,2.090034731
OS01G0547200,6.786251619,6.135873966,4.092403901,4.975696829,3.41379872,5.929772286,5.489555063,2.138442089,4.200901934
OS01G0547500,0.40514406,0.999860016,0.865230923,0.424442335,0.821599088,0.600149668,0.598161964,0.36639429,0.46209248
OS01G0547600,8.122070301,2.902147922,6.744484388,2.613857679,2.128484279,12.68520754,8.934743101,3.023287168,10.94518814
OS01G0548000,0.140250621,0.341868068,0.148093779,0.099163122,0.081244085,0.086447248,0.206121121,0.054504946,0.065657374
OS01G0548600,2.887513719,1.789488525,8.915309136,0.283918423,1.12022788,1.706894715,1.691980172,0.836827231,4.127772591
OS01G0548750,1.778803797,1.834393276,8.66051458,1.217236443,1.860278104,1.231904005,4.691932541,1.040140549,3.519442968
OS01G0549000,4.147208027,2.842646274,0.413103698,0.276612919,1.12005006,3.508695865,2.135804392,1.174861033,0.243509024
OS01G0549100,4.890845328,3.062876027,0.487177465,0.442794803,1.237552204,1.796081918,2.518776214,1.285180134,0.28717271
OS01G0549200,7.198627076,6.024946468,5.612524311,3.187189644,5.314113968,5.424110539,5.308521126,4.26916045,4.990925954
OS01G0549300,0.18022507,0.76598961,0.190303697,0.127426749,0.1044004,0.111086577,0.194921389,0.085351087,0.311795524
OS01G0549400,42.64510571,32.46009818,25.73651204,19.27377881,17.16515959,27.1912714,29.94642175,14.77697699,14.16228773
OS01G0549500,6.865178183,4.118044774,12.68056547,6.799144512,6.633922891,4.936009172,10.75023625,4.649680966,6.812072394
OS01G0549700,55.68131214,37.86039264,65.69559195,71.23393223,53.53445719,52.17577465,52.96824914,47.21370242,62.27595087
OS01G0550000,53.77334779,39.95635077,58.46522551,53.86046485,43.97950094,45.46256169,38.57020009,43.1784677,58.12372297
OS01G0550100,59.74580657,52.0901428,120.1125874,64.52512087,75.1323983,74.46985756,57.16909043,65.90688215,69.87334586
OS01G0550200,7.92117156,11.3935755,21.74028212,14.91453964,12.84589109,9.919078249,8.304469829,12.58439948,8.506276978
OS01G0550300,1242.236626,1415.598493,830.6020588,972.5546366,683.0545244,1133.57648,1374.04943,811.7505707,1417.378383
OS01G0550600,3.309751924,3.808606293,1.241648169,3.576363769,4.924831542,3.910687009,4.781788562,1.829474379,3.376768253
OS01G0550800,10.45552942,27.96232495,2.278838907,4.839518969,10.49870742,20.12385392,26.41034481,33.89629429,8.553164411
OS01G0551000,25.48910464,34.2696196,4.032203204,11.81499279,50.25957821,27.57176205,26.01990426,23.29002891,60.27034484
OS01G0551100,6.906420172,6.09024148,1.12917435,7.898344183,8.795986777,6.858656651,1.981995803,6.510363074,19.79639459
OS01G0551400,5.902533316,5.018448366,13.90212499,16.97640362,9.931213596,6.26383575,13.06763553,15.03281899,8.760397195
OS01G0551800,8.27987823,5.908495204,28.14607617,2.974007,14.71346388,2.97745454,7.239415043,5.915973179,2.460030213
OS01G0551900,16.73842144,12.04253811,16.13776182,14.31641444,13.24671022,11.23660231,13.56002136,9.785945985,14.84365597
OS01G0552000,3.184205114,2.088856938,5.02856969,3.176292963,2.227794622,3.187738603,0.632086915,2.665560026,5.322622028
OS01G0552050,1.525281401,1.602814794,3.403580528,1.186021451,2.367644617,1.544632142,1.249986944,1.731257831,3.408440768
OS01G0552300,3.464223174,4.194478205,13.95261683,11.17051347,5.176293514,6.252900751,4.4642002,2.934149348,10.2537984
OS01G0552500,4.229275756,4.396003666,0.710955756,3.4927023,1.824857379,2.324094231,3.283929763,0.901896448,0.512303041
OS01G0552850,3.629300186,7.119174014,5.101246577,4.584644138,1.66730448,3.734030517,2.834291216,2.552587376,2.172714386
OS01G0553200,5.154141947,9.557156766,7.393050748,5.550936713,2.158054336,5.707057473,3.044697155,3.780184256,3.318954921
OS01G0553400,1.254139388,2.774866309,4.508048222,1.48181674,1.487792241,3.24767135,5.240914354,3.358579622,3.296012215
OS01G0553600,8.559733482,8.092081513,2.250304648,3.378577891,3.061944951,6.288653042,6.781902566,1.957684249,0.647319154
OS01G0553901,1.139225517,12.3570651,0.350717604,0.335006522,0.086629625,0.277262592,3.593099908,0.115716075,0.173571126
OS01G0555200,6.610487268,4.842971975,2.008412164,2.088128957,4.654451932,6.561569557,1.595818212,4.064239246,5.614824406
OS01G0555300,48.13497046,56.23359618,87.78624436,36.30138303,33.80658731,50.27274696,64.21449867,42.03964539,27.1455302
OS01G0555600,7.999468446,10.76320955,12.93752981,6.464888063,9.287186054,14.14007407,7.547427581,9.705506881,2.064238161
OS01G0555800,0.632242422,1.543935692,4.100957812,2.558117582,1.267004101,0.467049655,3.803705778,0.900215512,1.416520873
OS01G0556201,80.75817717,92.83719345,164.4573065,108.708148,83.55797291,78.81737675,80.41300045,79.65752842,98.30518834
OS01G0556400,91.97323171,95.6530995,151.4786822,108.7101861,79.33410578,81.32652478,79.44585008,76.68486084,94.36286403
OS01G0556650,1.472578535,0.630622378,0.213287236,1.621705286,0.260711421,0.404068753,1.435995155,0.364477109,0.518116868
OS01G0556700,2.439487367,0.402975134,0.642188477,3.812443197,0.525725159,0.424648694,0.736890391,0.378234443,0.645786272
OS01G0557100,4.883252977,9.279056597,2.603593377,5.39628099,4.83080666,5.234752899,17.53594902,3.53239412,4.431634595
OS01G0557200,3.040212903,2.443132581,0.705544743,4.347011936,0.720376932,3.536212239,1.062715751,3.000638476,7.204848435
OS01G0557400,2.751279157,0.983072564,5.344649386,10.68722462,2.250762667,2.370377648,1.789621732,1.72988478,4.767904934
OS01G0557500,93.26360765,89.57356557,36.96162464,30.34270054,30.23106237,106.0713722,86.1303423,67.70360446,81.79614292
OS01G0557550,109.5017163,107.9043624,48.49245617,34.75844846,39.33071456,125.8507441,103.2542249,80.66527278,96.37222809
OS01G0558100,0.759367785,0.641867614,3.1546154,1.152915211,3.4300074,8.505678664,4.223684713,2.663183976,4.90907966
OS01G0558200,14.99072843,22.94543142,11.77389031,9.977704335,8.955495613,13.60101367,16.69805115,11.233048,9.529663547
OS01G0558300,62.18081133,45.70407487,132.7195419,103.8224927,80.75490911,62.01149704,47.59677472,73.58008057,116.0734735
OS01G0558500,17.72662243,7.809402398,19.3162814,14.27514085,8.612803814,10.03198444,10.18718952,7.097410743,11.29672796
OS01G0558600,275.0830179,264.2207853,420.6045957,265.8420262,261.9549773,310.0879125,255.3008442,276.7269154,282.814029
OS01G0558700,3.407735572,11.36180362,3.123762681,6.191971995,7.394724095,6.842953219,12.34818956,15.36306298,8.439657855
OS01G0558800,3.228780635,1.955633174,5.09536245,3.164365558,3.430454298,1.482556166,1.199375455,2.296242454,4.658909155
OS01G0558850,8.571280058,8.600115122,14.38488062,19.6273708,11.52376922,11.83045715,6.959218641,9.602336934,13.88995596
OS01G0558900,19.65636221,31.5107198,39.46032615,34.26928779,32.34745702,33.83976916,39.74210446,24.8764455,30.53816923
OS01G0559000,10.07420048,11.97600417,18.71570511,27.03482348,11.38480249,8.635818076,9.258579212,8.500246487,12.02640289
OS01G0559100,36.0862747,30.32440993,53.0579091,42.82652795,38.18575786,39.34734328,33.39191058,27.88257036,36.51787131
OS01G0559150,44.40785518,39.31633383,70.5025441,53.74473712,49.89933368,48.75319272,41.9591518,35.85493891,47.47329136
OS01G0559200,20.8677867,12.29758016,15.29297368,14.56987162,7.898417457,12.55612172,6.152344719,8.415392573,8.999912586
OS01G0559300,18.94353639,20.89967688,24.24654753,19.59657655,30.91056663,15.85501285,11.66531574,12.51523429,19.34596747
OS01G0559500,2.4206773,3.113234066,3.745743836,3.20778684,1.049988362,1.559919105,4.204574396,1.655178291,2.852787786
OS01G0559600,152.1482799,137.846801,65.31742422,102.9566472,101.2421973,169.9301033,89.77281138,106.2582495,150.894369
OS01G0559750,378.344898,463.1467384,131.3881369,275.8156418,355.4602119,357.4280563,351.901151,446.5971036,175.0508366
OS01G0559825,179.8781448,170.543174,51.50269284,243.207404,321.0754473,145.1499025,133.8193918,221.902424,101.8899128
OS01G0560000,59.83693285,55.82353751,100.3150939,77.78629937,87.61438657,71.54920973,78.04936629,80.03884394,86.53100756
OS01G0560200,41.12122291,50.21952443,105.4063605,69.30049661,99.56340907,42.080479,56.70652846,66.37746053,75.89945615
OS01G0561500,3.015339415,1.16135804,0.864704557,0.915341343,1.10967144,1.847257487,2.275440518,0.393143725,0.275179672
OS01G0561600,0.172599448,0.788515673,0.975863683,0.415497031,0.597583086,0.211171321,2.114049079,0.512440926,1.578251042
OS01G0562400,2.724557636,1.345185269,0.173649785,0.811211307,0.958563593,1.370423334,0.984732977,0.707285461,0.273456813
OS01G0562600,0.490977273,2.357105105,0.428490579,1.688455634,2.051564047,0.523347172,4.417781939,2.051345226,5.087725577
OS01G0563000,86.66059869,76.6546147,9.926482015,19.37648648,48.21381963,115.283847,67.68001736,70.72968473,118.2426969
OS01G0563500,13.59265854,14.43284701,12.76590133,12.99332045,7.684808849,15.45879946,16.06582185,9.525801457,5.187261118
OS01G0563700,2.622663748,1.630752081,1.921727625,1.299946795,0.728430615,2.140502796,1.949884479,0.947231536,0.670306264
OS01G0564300,4.499330581,6.031350204,1.739994775,13.02213108,4.75169411,5.934419966,12.17068512,10.4444808,31.22168939
OS01G0564400,3.530166623,1.593523449,0.962878303,2.588108482,1.344532518,2.846979926,3.303739228,1.067852129,0.960975075
OS01G0565600,88.88075756,118.8792377,130.4945598,230.6916442,115.7111686,101.3999473,77.76391244,120.4347762,129.4538473
OS01G0565800,0.60597415,0.401515079,0.639861707,2.476955389,8.814126801,0.547813551,0.835937427,0.460205084,2.740979956
OS01G0565900,8.656447611,9.855547695,23.19865083,13.89465967,18.89095724,9.654134432,8.595156559,16.83310569,14.55234135
OS01G0566050,7.519119647,11.78864194,16.92775464,11.86114623,8.775857979,8.573756606,11.68703137,6.424003801,10.3224906
OS01G0566100,14.52443322,3.554721455,13.21782951,5.805071122,6.651899639,7.089311958,7.804488834,5.734076289,7.09142154
OS01G0566500,0.484272635,0.31910779,0.578869964,0.872942179,0.828698912,1.00100257,1.570296536,0.192639862,0.461647283
OS01G0566800,0.337556982,1.78376675,0.252108253,0.758657145,0.367611133,0.194340054,0.258225623,0.492216462,0.21408177
OS01G0566900,223.6700605,182.7491839,130.234414,129.444435,128.1163589,180.0170344,180.200651,228.7881754,120.4675125
OS01G0567400,49.37239275,51.21393693,61.56240062,88.73801869,45.94244405,53.13923729,51.89963872,62.19798324,94.87322428
OS01G0569800,0.130273675,3.56360147,0.968133718,0.129060755,0.354629689,0.25413381,1.296022675,0.266486472,0.278777698
OS01G0570500,61.63138395,56.18242901,46.98290745,61.98570392,38.43201539,54.27670877,53.63916991,47.25830578,40.08317866
OS01G0570700,27.08038168,23.90271663,47.02549942,55.00062269,34.89347903,27.5088338,40.52240874,24.97736288,53.00819671
OS01G0570800,122.0286883,120.0249115,66.66182461,31.10071953,69.18539442,129.0971339,146.4184774,91.39433509,141.0779806
OS01G0571000,24.83205435,21.29528855,15.16784347,13.16597186,23.2022943,29.75310238,38.31084941,30.10075316,17.99863405
OS01G0571100,98.09838585,79.14837384,71.76498074,61.89746165,249.4235088,93.55410253,102.7937016,115.3913768,66.68553295
OS01G0571133,39.05718628,33.25788149,29.18262545,25.51614481,99.38637847,37.65595417,42.86461394,47.32189293,27.34231605
OS01G0571166,1.956809351,0.72394607,0.258001214,0.17275679,8.361743911,2.123025486,1.654005826,2.76170712,3.915505368
OS01G0571200,35.58605041,38.73640338,39.94215298,41.0183417,49.81787458,27.05014078,50.26731297,57.6549828,29.29889092
OS01G0571300,0.219055488,0.442255427,2.146679582,0.154881497,1.351239048,0.228783983,2.100922757,0.323073288,1.91762183
OS01G0571700,8.511506401,4.198565568,1.754248647,2.774703327,2.879414453,5.78724988,5.437674063,1.820098686,0.813896627
OS01G0571766,4.970579204,5.452263342,11.48191654,9.230669998,7.077825165,6.955021118,6.381017306,6.330665565,6.342722989
OS01G0572100,5.424936555,4.739932055,4.402329055,4.663821919,3.917368622,5.879087908,2.05500787,2.955117899,3.13695484
OS01G0572200,28.25432473,22.74615428,14.02699868,7.704381032,7.989641576,21.55416632,24.33872362,16.18437813,19.57033471
OS01G0572300,40.65615184,42.70904659,16.83920548,11.37671166,11.16283581,31.8550242,32.48159044,23.40364453,21.73103189
OS01G0572700,10.93750463,12.54225734,14.58707804,13.81953146,15.92395306,9.969131119,9.596218519,11.24010752,11.39698801
OS01G0574400,15.70988522,14.02743838,23.45529892,17.77393575,14.61703696,15.01832896,14.90046629,11.91849523,17.43687537
OS01G0574451,18.35830777,15.72131156,35.18768633,25.37209734,19.14402795,17.80683318,22.29298206,15.23903305,24.58759626
OS01G0574500,29.41963642,31.89903083,56.12115497,37.7681481,24.48216214,29.69420474,24.23902755,24.70022165,30.49533911
OS01G0574550,29.55190591,36.13267004,69.81474537,46.30279895,30.22953516,32.54309181,25.98176757,27.79981877,37.4577098
OS01G0574600,14.3490283,12.40372778,26.60018211,53.00987024,14.45118982,12.20098094,14.61014879,17.10205485,20.71366651
OS01G0574800,31.66509781,22.91417645,17.05511213,88.610429,46.87040361,26.86990143,44.62429641,33.87840109,41.67346394
OS01G0575000,102.4070619,79.40218916,163.7501206,111.0316176,82.5626191,105.7824692,100.12856,71.43863751,102.1447803
OS01G0575200,35.89731408,32.27521617,34.68565374,42.86886037,20.85708749,38.43289824,30.53003315,35.31870679,49.66900646
OS01G0575500,34.06878786,24.61805201,33.56736625,21.16653963,35.10474116,33.23165128,28.02026955,24.97743154,28.68584814
OS01G0576000,4.234954981,2.614427428,11.5132276,6.028958386,5.711597565,5.128878043,8.215395982,4.430625894,3.431411444
OS01G0576050,5.134316978,2.374292034,10.56327835,5.913267993,4.111466917,6.616120421,6.728330702,5.710543715,3.582369999
OS01G0577450,6.641875202,4.209840581,1.785512615,20.75080098,10.64469395,6.135337338,7.552700487,4.53810244,5.13254222
OS01G0577600,4.566594218,3.360714013,1.442096538,16.93251432,8.287040835,6.567561177,5.27419121,4.167457468,3.884446316
OS01G0578000,6.873024647,4.712658122,4.788896971,3.956432912,2.787296824,2.426847356,3.368911571,2.360322722,3.306326773
OS01G0578500,1.337378673,0.347275373,7.442661614,3.65073048,3.469134406,0.534176586,1.222959842,1.289690012,4.092965573
OS01G0578700,2.532780302,5.334192725,3.047191889,3.489302311,3.834347032,5.602977446,10.91816984,2.091734845,3.736979814
OS01G0579600,5.255541244,3.936579311,2.460737307,2.834451097,3.956138719,7.068959891,3.151026841,3.28430586,1.193970259
OS01G0579800,19.1156547,16.05290414,28.8219817,19.42833897,24.1359377,19.48540882,16.32795585,31.12830296,16.73742465
OS01G0579900,34.94601213,30.80738602,38.30335517,58.40949858,28.54796923,36.74714774,34.73480493,28.30946572,46.67283347
OS01G0580000,3.889904971,6.787651517,9.279952319,9.02755889,3.050892022,4.80624508,4.65830858,4.670213538,8.068562229
OS01G0580100,4.494514306,3.120530595,3.379848657,3.665243127,2.618779241,3.413322287,2.376440195,1.686110911,2.344791197
OS01G0580150,4.025620951,1.79635152,4.846401979,2.820635901,3.255154292,1.703912144,0.513675178,1.419235947,1.42806019
OS01G0580200,4.125037122,4.334645043,1.99605609,5.856806169,8.358476037,4.235554925,3.92965079,3.203227239,4.206705057
OS01G0580300,2.889535775,1.202419585,5.280190587,2.613853512,1.420075923,2.625822703,4.328392929,1.501311957,1.337033934
OS01G0580400,1.396218849,1.125216731,0.204755746,0.466801882,0.480791307,1.051801707,0.981820041,1.079762485,2.294987615
OS01G0580500,7.21005516,11.58317711,6.657623268,141.6496791,38.74465642,12.14202241,12.36672275,23.28128384,91.01169661
OS01G0580800,55.62783973,55.69288307,125.8886148,156.8932723,29.8569236,52.85965799,72.59266419,40.34621859,44.96393774
OS01G0581300,0.703629889,0.438127535,0.555852029,0.295431406,0.501272702,0.110788118,1.411714547,0.073268356,0.153552399
OS01G0581900,1.566614492,0.850773915,2.126805166,2.536774286,1.208324087,1.481614628,2.383426671,0.618163067,1.891445834
OS01G0582400,23.16140744,18.5290706,36.19622894,24.78892624,25.66523535,19.88276795,24.17990157,24.36208764,27.55500976
OS01G0582600,155.0606717,207.1777467,54.86131052,84.71240683,120.6443555,165.5420486,156.3506762,130.4823787,129.7519594
OS01G0583100,106.0752694,94.49609693,36.41016928,59.48370707,52.19829734,90.50179157,117.9778196,78.14555355,46.47432414
OS01G0583200,15.50690091,16.41020103,21.29534285,14.52902535,13.0711401,13.00833302,13.70866495,14.85881206,14.41800133
OS01G0583300,0.26508819,0.401249577,0.527437475,0.858153566,0.375639249,0.718244233,0.24273459,0.208833444,0.296448924
OS01G0584032,19.0070835,21.00040742,4.18219735,6.827467711,15.40815678,20.39036685,31.40615141,21.79772218,16.66046743
OS01G0584100,13.97788011,21.44293434,5.727021153,8.127339245,21.58357537,19.79479783,24.03511328,26.93850452,21.40728581
OS01G0584200,57.93911972,43.13450083,38.1202334,36.83726454,50.80486631,42.55196777,35.47921084,35.38203558,36.70282054
OS01G0584250,56.54344554,43.39820849,36.76534772,35.22073104,50.71505824,43.01830885,35.23462509,34.61906315,35.31774208
OS01G0584300,35.42922907,23.76952893,29.55241137,14.92994839,31.47052068,17.04901183,26.67020052,22.51793212,9.801439046
OS01G0584800,20.49027262,26.03643783,33.86413361,29.64977835,30.1668723,18.80664569,43.69145825,11.71053294,25.0932478
OS01G0584900,1.793506428,5.433351946,1.058943603,1.415639805,5.917719065,13.80622488,15.82286509,9.453141748,7.491036765
OS01G0585100,23.97159728,20.56397315,68.72477767,25.66110169,38.10549658,23.37744583,27.36736185,21.13241621,19.80428805
OS01G0585200,0.526041802,0.36110189,1.162080898,0.483847979,0.549603158,0.260983149,2.277950113,0.357229694,0.226577073
OS01G0585300,4.116896072,4.913472599,5.374731845,14.03860539,2.617524043,2.07331309,2.169554574,5.495073564,7.828435833
OS01G0585600,33.3038304,29.41964592,22.51769716,30.18539461,24.31616175,33.48253327,34.83943001,27.55636088,27.45680012
OS01G0585650,39.73115194,34.28861941,27.12071882,36.11275423,29.67507961,39.07943549,38.07240254,31.61130327,32.44101125
OS01G0585700,57.29064048,41.6762577,64.12915121,41.56958971,41.52090994,62.12350359,41.66071272,40.07993095,49.94345089
OS01G0586600,15.8103166,12.7507649,25.51721631,20.8436116,14.87900184,14.65727817,19.37689004,11.17702071,15.05161902
OS01G0586800,2.47822859,1.228816708,2.549220089,0.334517746,0.680339563,0.423833819,0.652669674,0.410834085,1.933673924
OS01G0587000,106.2493324,100.2509222,233.8160138,122.1104048,114.2898337,114.2826488,115.785417,124.9924603,107.4576316
OS01G0587150,3.122255259,4.089301455,1.332431402,145.1369545,4.178415775,4.767380435,5.183639222,4.020320457,26.9825893
OS01G0587300,5.083160701,4.601945463,0.938970849,123.1448394,3.638929996,3.842369618,3.755374216,3.556029109,23.00869001
OS01G0587400,2.371858801,1.426715608,0.65024844,26.39611632,1.268430627,1.541497821,1.416092765,1.297799513,7.767670512
OS01G0587500,1.220753999,1.734029876,0.530335829,4.150600452,2.62187024,1.004711494,1.477319315,1.971531173,0.79379095
OS01G0587900,3.590223553,3.563669156,5.150661037,3.180367052,1.210046025,7.637214892,2.821935804,2.186224416,5.802465378
OS01G0588000,1.592380808,1.153437835,0.968577365,2.168759409,1.607194689,4.315190638,1.832627233,1.911928501,0.565170188
OS01G0588100,15.51548843,9.359184064,3.510779282,4.541494569,2.263697516,20.58606659,24.28993263,6.731110851,1.010328002
OS01G0588200,24.95449118,31.54744734,29.85401755,36.38606847,56.18765321,25.59542579,28.30260111,45.46310777,32.32701437
OS01G0588300,25.03544727,31.44642725,35.21062568,41.70419305,57.79155468,25.59726253,31.97638561,47.05816927,35.82071298
OS01G0588400,18.62440698,21.00785664,18.87282075,5.068083922,8.576473243,8.98485978,9.680004595,18.9374868,22.33412183
OS01G0588500,27.27574804,22.87732384,18.82523543,25.64628829,14.65389021,19.47476135,22.31050892,17.86406305,16.22050364
OS01G0588550,35.53246051,27.59653151,26.4257489,33.89798988,21.69687487,26.21958316,26.32985766,23.99159073,21.3669296
OS01G0588700,24.21026129,23.31361211,45.68623738,42.40543639,27.52401093,32.71708505,31.37313967,31.13933743,32.93845944
OS01G0588800,11.87822756,10.28170836,18.89190018,12.51016599,11.80427703,11.25061714,9.127973373,11.16177114,9.926091921
OS01G0588900,13.16839115,15.39431539,11.21070434,3.153235925,6.334204529,9.470593513,13.48811216,14.01033513,18.59935348
OS01G0589000,7.713793997,7.467223092,14.55411944,9.641217417,8.233554992,8.138832964,5.743042374,7.632568625,6.976033318
OS01G0589100,24.66115755,22.72054226,18.94980084,17.84476785,18.34541828,28.5029176,19.45562614,41.16545595,9.392014797
OS01G0589200,16.91609671,15.52864945,23.30505628,5.797370149,13.38891412,10.75907587,13.7669937,5.391170106,6.486466016
OS01G0589300,38.32451361,29.30229377,42.44857493,37.44239809,28.21637912,26.7344582,29.28863773,29.31020787,25.34420647
OS01G0589400,2.964349596,1.242125137,6.540002232,3.895230481,2.309787003,1.481977489,2.839354206,1.347105869,2.132333733
OS01G0589500,62.41367908,70.85710029,130.0031982,79.04781041,69.89041227,76.97162775,74.00187998,98.67625592,84.88243471
OS01G0589700,30.89586013,17.17559091,19.32657074,14.28331797,19.80846352,19.47885408,19.89007249,24.88458659,10.44138623
OS01G0589800,4.452239477,1.142088913,8.305739798,4.376578312,1.226399391,2.153107501,3.679505832,1.725294737,4.274659103
OS01G0589900,0.7753854,0.617753111,2.264022848,0.887678191,0.639725146,0.57599793,0.295681539,0.296770591,1.514079193
OS01G0590200,30.5021109,24.60772706,39.55422741,38.59706905,39.50437799,28.9249185,22.20363159,15.33910764,32.08445091
OS01G0590700,7.85376822,6.054579441,2.941137464,10.36522288,5.93340645,4.63499737,5.928057063,3.022583839,5.961622008
OS01G0590900,26.55954984,15.06470525,9.449419041,10.88641156,9.835892076,19.93978118,21.52044005,7.70152929,7.337833569
OS01G0591000,49.07165124,37.94654389,94.790054,21.30422952,41.88738077,67.77785559,39.33477813,39.76694088,34.74175033
OS01G0591250,49.42481636,40.1539411,110.1740536,19.00108578,41.93474505,67.89539609,45.23674569,44.2825596,37.46062307
OS01G0591300,59.86807095,24.80370003,272.2601165,7.940031562,15.26645556,31.44113881,45.31373861,22.65569394,10.93694436
OS01G0592900,4.736879963,4.641812978,4.172652686,5.686574634,3.922925996,5.180294855,9.77044423,2.285522451,3.409790411
OS01G0593000,26.25130871,22.80062627,25.01878734,16.09486575,20.42594242,15.06656126,21.90215961,11.64051477,14.81500047
OS01G0593200,20.10718382,26.2155254,25.48659143,68.09001902,29.2237157,25.78676231,8.189190836,22.76329934,39.35210205
OS01G0593500,7.862636396,7.187723703,19.48065068,16.6676722,11.85014987,7.31852876,11.06400845,9.991491023,12.71860524
OS01G0593600,20.22119675,21.254373,19.26042273,12.6643956,17.7733327,15.4294769,13.35998115,26.07518328,10.88261495
OS01G0593700,0.177141101,1.09900004,3.659406084,0.100811614,0.329191534,0.142386149,0.617151041,0.229233495,0.151399169
OS01G0594300,28.88613177,25.51547159,1.976735447,15.83947192,47.29561827,36.89938739,26.72708823,33.1219127,10.08556952
OS01G0594600,2.102191777,6.212094293,0.925116488,0.616783352,0.309943381,0.85517352,1.682388332,0.440918511,0.291597061
OS01G0594800,28.71803843,75.24265666,3.762903565,16.11793138,11.1354916,54.66698681,32.53807709,18.96635867,8.807565064
OS01G0595100,26.57133143,28.41345118,26.18384637,20.38191075,31.36813074,26.92651499,27.96697574,16.96875348,21.4570919
OS01G0595201,17.01662028,14.13589092,13.74409142,5.148996311,3.851605169,13.73620381,16.36669863,22.53925836,1.54761403
OS01G0595300,1.323629257,1.127282243,5.796120281,2.374170181,2.635612213,1.751216118,0.642202798,1.805958793,2.226621055
OS01G0595400,68.20322092,73.37734457,152.8011714,40.25168918,70.58731209,57.5265808,93.48290224,91.71520515,65.97153788
OS01G0595600,1.394239863,0.195618997,0.687342608,0.337369729,0.869228353,0.55633164,0.708906369,0.268025989,0.537418192
OS01G0597600,45.60449594,76.41910654,8.762788485,19.21171908,99.51498749,82.26541646,51.40772829,85.04201985,208.3861794
OS01G0597800,1.045717479,1.404363441,0.396921088,1.34957634,1.814739376,0.89302993,1.014235631,2.469951258,1.906951799
OS01G0598200,3.718734975,4.636385024,30.80695745,1.277295605,1.136642301,3.509623872,3.90827923,2.604083188,2.445388872
OS01G0598400,0.248903859,0.988811696,0.320465849,3.184366817,1.464991526,2.211227026,1.683320753,2.765003778,4.047898452
OS01G0598600,18.73017999,25.55148108,1.594673305,21.45172853,51.83918733,37.59072862,17.37527929,22.05567458,10.28964295
OS01G0599550,0.130867657,0.139291389,0.138186096,0.09252897,0.628629872,0.211182542,0.141539162,0.065109824,0.061264803
OS01G0600000,131.3817641,149.3391441,154.6842939,177.4645601,162.0879117,157.3151981,160.6314824,218.2906157,132.5192303
OS01G0600200,63.50322402,51.47438353,52.57103695,42.98130401,43.76394365,53.40432931,56.13159089,41.25368164,33.83314426
OS01G0600300,25.57392581,24.61696099,48.53989669,30.46273499,33.36361647,23.02562464,23.8767634,17.70712994,17.93345751
OS01G0600400,6.201114736,7.101818567,4.772042166,4.839679044,10.24689485,7.717511599,8.387744127,6.393653381,8.08718397
OS01G0600500,20.15572953,20.48692591,10.6951752,15.10236257,40.46972156,24.20960107,24.51956059,23.53948997,22.94064692
OS01G0600900,13.36416989,2.989532188,9.5404662,73.32319834,27.30253417,3.489295739,18.02853386,1.987390856,5.497673563
OS01G0601200,20.57957014,8.336431035,13.21756603,2.759351141,6.211281758,8.540702049,4.858816227,10.87642172,4.720146764
OS01G0601625,0.969004475,0.562263272,0.32035276,0.537213112,0.063815429,0.233619873,0.106529475,0.065973916,0.127032821
OS01G0601651,0.425320087,0.566995316,0.396718887,0.539197743,0.730824313,0.20943486,0.686138932,0.381770847,0.432113964
OS01G0601675,0.128859852,0.944771563,0.241475713,0.167857846,0.21802387,0.186959272,0.112178015,0.068796991,0.161230577
OS01G0601700,0.690725567,0.56701997,0.19826933,0.545629847,0.272019433,0.546175324,0.612903694,0.52517816,0.511618925
OS01G0602400,1.56683943,0.342407965,0.570568464,1.295299782,4.218482681,0.407872528,1.123861381,0.889391634,3.972272479
OS01G0602433,1.711252944,0.373967254,0.623157003,1.414685846,4.607294639,0.445465599,1.302521326,0.926903022,4.304630772
