RSS1__CON2,RSS1__SUB,RSS1__SUB+R,X35S__CON2,X35S__SUB,X35S__SUB+R,polyA__CON2,polyA__SUB,polyA__SUB+R
OS03G0831300,5.888007893,8.527961915,2.716701886,5.029146709,6.338051602,5.851220351,4.854031948,5.12726971,4.86421733
OS03G0831400,6.508892549,7.367193796,0.719803256,3.676504252,6.060608579,4.736332553,8.981681545,9.557893413,5.927810805
OS03G0831500,41.37900479,42.72517655,64.85082302,33.75604244,46.08696412,43.26091725,31.82799131,32.40001934,41.73876245
OS03G0831700,8.77305803,4.731600941,7.90759138,4.902232373,1.356964625,3.047976475,8.029827318,1.919890714,4.22732982
OS03G0831800,40.11786364,16.2517439,46.60060434,33.76041659,21.7401995,43.45424969,27.3853447,13.36185783,32.62263593
OS03G0831900,55.87794873,49.34579683,64.34819656,49.02914569,52.4166495,59.898979,56.44134216,58.95094559,64.80473305
OS03G0832200,23.16020297,1.805421891,29.26454958,3.504184299,0.703947799,18.77402345,12.19812316,0.76588387,14.19093385
OS03G0832300,78.11906767,35.94852368,93.90369269,59.08526424,49.25423068,69.84669925,115.8243162,79.51134345,143.4555177
OS03G0832400,10.00284444,7.893584703,9.332891544,6.777883106,8.708953298,4.559385181,14.45361508,16.56512541,11.57000222
OS03G0832500,1.963539979,0.354493657,1.764870316,0.917899649,0.398147719,0.635465815,0.906122147,0.398364622,0.742033735
OS03G0832600,70.43746066,79.27278889,52.73382262,62.44534117,70.98618175,45.73520648,43.40960579,56.57133183,31.350052
OS03G0832800,0.057239377,0.154281614,0.034862888,0.099241593,0.031853921,0.03276138,0.027430232,0.027280228,0.024251051
OS03G0832850,0.22365161,0.60282507,0.136219879,0.38776701,0.124462932,0.12800865,0.107178239,0.106592125,0.083129771
OS03G0832900,24.60139667,25.29591597,21.20070807,28.2536085,29.89417436,23.76404701,22.16515478,21.19833822,18.93412297
OS03G0833100,11.22450506,26.29084911,11.54599782,10.36814154,35.19400556,15.60692713,9.009760376,33.46157924,13.9738805
OS03G0833200,3.005210516,7.592574786,4.175171207,3.684792634,2.639229467,3.065952752,3.451015248,2.856748996,3.315502569
OS03G0833300,24.5070878,26.66175188,26.49791523,30.11853429,25.05278088,26.38800638,24.5437165,24.50016203,23.68653765
OS03G0833500,5.093153385,22.64684782,15.03613705,6.530108443,28.27309239,12.254714,3.948342912,20.70976937,8.932951067
OS03G0833600,13.48205684,64.39713091,47.28101707,17.18199079,74.39836692,31.67547058,10.86028713,56.50173487,26.63227321
OS03G0833700,16.27492197,36.20318049,23.56638449,20.85441911,30.05907072,22.52766265,17.36935017,23.87326353,20.372578
OS03G0833800,11.34872321,8.537756045,14.11582973,10.12482732,9.181345818,9.610087427,11.52236759,6.731217811,9.861189444
OS03G0833900,16.16498418,12.6902713,14.79217297,18.87539078,13.50723371,23.41385313,16.20201196,9.159023868,19.51552937
OS03G0834000,7.587046831,15.14688877,10.42793465,6.660298741,11.86994244,9.54037921,6.910098863,12.09036997,8.101099706
OS03G0834050,0.234290052,1.560913994,0.49557798,0.166792003,0.514884118,0.218851483,0.11210604,0.332648648,0.18852909
OS03G0835100,4.361061266,4.349028556,3.211898773,4.958666434,3.714943558,2.932559176,2.871994554,2.8475664,1.588066087
OS03G0835150,22.74757803,43.23592147,41.24765064,40.35768412,23.1937191,32.30284558,42.79841403,55.49930524,61.35209293
OS03G0835300,17.19493614,20.66242881,9.787406905,9.931216044,16.52487777,9.526461602,7.622287402,16.41933508,5.412427178
OS03G0835400,29.78223763,30.22015195,16.40858244,18.64476678,28.67704056,16.80627573,15.5001492,27.60164799,12.13604
OS03G0835600,53.02128951,33.26537259,54.97634264,32.84528282,26.7669483,43.01373821,35.16200914,17.99306053,34.31075496
OS03G0835800,13.67833422,14.23398703,14.34494166,8.599464899,9.250985167,8.045021122,11.70005583,9.248739649,9.10888694
OS03G0835900,199.6358292,63.46378082,151.7278733,131.032825,92.631625,160.6451601,211.9112557,76.6897762,157.4759896
OS03G0836000,48.07377285,23.34343957,60.13876719,49.20089348,32.81164122,64.3706512,42.59108163,24.22966405,49.65546153
OS03G0836050,53.14238974,25.55635388,66.12101389,54.57311953,35.90344283,70.48034846,47.08822487,26.51417032,54.8971692
OS03G0836200,57.95900002,56.41625835,82.69279149,63.83309847,50.09044353,84.36398907,60.09506501,43.22770085,85.46657778
OS03G0836300,89.03000083,100.0302687,96.17264797,67.32827693,101.9040907,98.37836521,60.99560511,88.40807341,78.95800013
OS03G0836500,12.80485305,24.60445777,19.72415054,18.3015029,25.91146971,18.19120995,33.73662253,71.91169754,52.99598869
OS03G0836600,0.066002666,0.760083471,0.428824158,0.236816436,0.56635428,0.307884382,0.133153984,0.485933554,0.214456413
OS03G0836800,627.8363644,5.641756624,22.57850776,23.83528092,1.053912201,11.62842451,171.8073082,0.446739898,5.609741813
OS03G0837000,0.298491615,0.218731059,0.212924913,0.397300657,0.139977676,0.48571543,0.182931757,0.149991777,0.361507613
OS03G0837100,90.76596943,30.51000487,99.34388807,60.41178004,9.658925258,46.38795517,59.10398163,16.1827116,44.82494397
OS03G0837300,21.13537626,10.71602681,21.63803776,18.27423661,8.306082877,16.86294645,19.86511924,8.443062137,16.47292342
OS03G0837800,0.967117301,0.382830506,0.680363176,3.610921312,1.551752751,1.896486181,1.511693479,0.291361908,1.141800605
OS03G0837850,2.320927643,3.23082425,3.050440743,4.249892088,3.716127472,3.724889443,2.031691805,3.463361367,2.994738276
OS03G0837900,1.784316155,2.714026184,2.596734672,3.497254902,3.120817728,3.237153523,1.645948786,2.774558977,2.692114313
OS03G0838100,25.62913168,34.45293018,20.67196096,33.16733795,53.88268693,25.02423461,21.16807665,35.139139,14.44001155
OS03G0838400,32.92251887,15.21671613,15.84341619,10.70515676,6.284493177,5.498274818,23.07321102,9.773899832,7.500661263
OS03G0838450,37.41683079,17.50977345,18.02051244,12.54418089,7.005246061,6.34633396,26.40816698,11.46436137,8.902093723
OS03G0838800,8.876862113,1.697790852,3.976652022,6.620557573,2.678909981,4.424613259,4.934729799,1.960406646,2.039063286
OS03G0838900,9.909030207,8.518487327,21.09755905,14.44878617,10.74468033,26.70411426,12.08939546,8.427358979,21.17609862
OS03G0839000,16.98031866,19.77106812,19.10849364,25.8164285,27.25747324,26.74120975,24.79432897,32.61754887,26.67838333
OS03G0839100,14.1793882,9.423073173,10.89447246,14.14696997,10.00789638,9.282896581,10.05667975,4.652993547,8.139305812
OS03G0839200,18.24445906,21.2805353,27.97853329,17.76945173,17.47429001,13.00639604,19.16707569,18.92171276,17.95417666
OS03G0839250,25.42836027,28.8898574,38.69604229,25.21937405,25.30882308,17.89462234,26.79537167,26.59608902,23.56686889
OS03G0839300,9.160513567,28.98065463,8.175318835,13.01729605,20.62996563,11.00709993,33.23425459,59.0412165,28.61725627
OS03G0839700,5.802977306,5.086615129,11.88043342,5.605282598,6.294888812,5.772679174,6.393518008,6.611285364,7.044396921
OS03G0839800,2.625059533,3.19443432,2.930502088,5.357396788,1.706264697,6.18816738,6.170218462,5.259359851,8.216686946
OS03G0839900,20.46631509,21.40832392,26.23719744,21.01733026,18.26045448,17.50047604,21.99847867,18.02319211,19.30824328
OS03G0840200,27.70853476,17.4690214,23.42926301,31.75689555,23.45868518,28.29087722,13.65113106,12.66886972,12.27912553
OS03G0840275,32.77356104,19.7164298,28.22482278,37.10508258,27.96679095,33.29104645,15.77046722,14.71728966,14.30951237
OS03G0840500,1.776945711,8.212072474,2.797221502,3.767403567,5.758991247,2.777177446,1.39119954,3.012946597,1.12426133
OS03G0840900,66.23307293,13.42976882,53.4634009,29.26219845,21.20440684,39.66345621,73.86979246,23.47730591,62.43275234
OS03G0841100,0.575609522,4.301956039,1.008072259,0.964567888,1.928366321,0.911847737,1.202827398,2.844329421,1.207577218
OS03G0841600,37.22089394,16.77637632,9.995028435,32.38561447,37.3336207,21.85736778,21.28687772,17.18833998,9.800391529
OS03G0841700,21.01460574,5.47901965,13.85055118,12.68872686,7.928629915,13.22941889,15.9647205,4.054641331,8.399729465
OS03G0841800,21.49986395,10.19471957,24.08402857,16.94572723,8.258639179,15.02112678,23.54166352,9.456593443,18.43339155
OS03G0841850,16.89419934,7.179288827,19.64152114,18.09081908,8.509686809,16.7893335,20.72900489,7.682252282,16.37493079
OS03G0841900,0.449897692,3.715380376,0.874970002,1.255206835,2.095406118,1.174868889,0.364858534,1.95664908,0.796349589
OS03G0842400,1.223926951,3.975381819,3.957309229,1.3314249,1.619190171,1.748144188,2.33387726,1.854235558,3.534173218
OS03G0842501,0.774845771,5.317118343,4.87692131,1.673957695,3.947082698,3.131638186,9.658572745,15.8768673,10.23173765
OS03G0842700,1.610957436,15.04108919,3.059620807,1.159122153,2.932218594,0.968955006,2.298819268,11.45974068,1.639838426
OS03G0843100,39.91794811,54.2452493,37.55825398,69.01874845,72.26272103,61.71107833,53.3683004,75.12649779,57.00177295
OS03G0843200,3.650151103,15.24749018,6.427633633,3.655175261,5.262238375,1.826263429,5.676758792,10.67587636,3.965823416
OS03G0843300,157.0094603,145.4204531,148.4474182,97.63790116,115.5807502,139.6388504,125.7094261,108.4649773,135.6202973
OS03G0843400,2.093525134,6.659408781,1.141299626,5.011166314,7.680033382,7.874882284,1.702148099,3.867873868,3.335808569
OS03G0843500,30.39352139,133.2449246,72.17200604,20.87313205,36.1757745,22.79070854,34.93281768,66.07379657,39.15431413
OS03G0843600,5.944333412,11.6854518,7.649317825,6.365717054,9.640099315,5.514543821,5.556402363,8.462213642,4.438919587
OS03G0843700,8.654117928,20.9280949,10.37649703,8.406441416,12.26053531,8.841570373,6.377656535,7.945077759,6.046947692
OS03G0843900,4.345418172,6.072646772,2.688701926,3.368213414,3.642051438,3.516587958,2.754326863,3.180031407,2.988939229
OS03G0844000,0.137347513,1.50589727,0.261581491,0.224508534,0.212540818,0.225161019,0.167993181,0.394886126,0.157710576
OS03G0844100,35.11598294,45.86599295,30.1821907,20.32600601,25.11819423,26.57429524,24.31356447,30.09558271,24.12253074
OS03G0844301,3.069870351,15.36748643,3.323585942,0.460533076,0.65579634,0.898510372,1.286328144,8.100861916,1.014578034
OS03G0844450,12.10149057,4.797230306,14.06262916,7.560955562,6.319965593,10.96594768,7.31932471,3.457892649,10.29088273
OS03G0844500,9.54627518,6.235191646,9.427867272,6.086262064,5.326786489,5.955153851,10.21263488,5.632709064,5.497745591
OS03G0844600,0.389189442,1.25339075,0.26193535,0.399399649,1.017256758,0.446675519,0.299044828,0.244740067,0.14670407
OS03G0844700,11.10615806,22.20971944,11.36378457,9.088902113,12.59327231,11.47384861,7.617330767,13.28158934,9.025097651
OS03G0844800,7.036650765,14.98446004,6.561340612,5.501178815,8.105267451,7.658987584,4.744935082,8.563350819,5.919666958
OS03G0844900,0.320682602,0.7009086,0.329536542,0.153159078,1.133476815,0.395075418,0.214830958,0.129443523,0.256517838
OS03G0845000,100.1626003,226.6218428,75.57629134,83.0923042,94.89813779,89.83970319,67.1478578,87.07792537,58.75681112
OS03G0845500,9.825595705,10.28424127,9.020933881,6.259415381,5.906880344,6.754472679,6.469505067,5.525992263,5.184947764
OS03G0845600,1.337233086,0.250917113,0.231127362,0.096089904,0.150618407,0.111762304,0.457194812,0.166350847,0.312758024
OS03G0845700,5.627868577,4.727758869,7.12313449,12.06879421,16.25139062,11.69545817,11.22645225,18.65352979,15.53563276
OS03G0845800,2.055927261,2.396430705,1.45714881,1.956469558,3.621066253,1.714206248,3.294895089,5.18979112,4.97495534
OS03G0846400,16.93529495,35.5312958,27.18990421,19.25218388,25.38182918,19.02426105,16.89547875,24.29990753,18.83341295
OS03G0846900,1.579923884,0.692155939,2.168952433,0.933726352,0.578912297,0.809462694,1.365940898,0.625512847,1.200101626
OS03G0847500,1.651026782,10.49344837,5.814177905,1.05380373,1.349154253,1.039352804,1.642831173,4.629786147,2.563261806
OS03G0847600,18.38338872,41.68357509,23.08199617,17.11333663,28.03664639,16.54898083,36.94467395,49.67586163,26.87376379
OS03G0847800,13.91477751,36.53058748,26.2815081,9.886034575,17.32267568,10.38214207,12.67405106,27.79572015,12.56302101
OS03G0847900,12.14664956,7.323125845,16.90124156,19.97129596,3.581271932,16.95078834,19.57642011,3.103938938,11.6695977
OS03G0848100,0.268326238,0.289627319,0.166383896,0.091071351,0.157598191,0.347304104,0.082366716,0.124934305,0.115325587
OS03G0848200,4.098509994,2.58076795,1.860900317,1.336488535,1.523219658,2.308492279,1.167635988,1.142414058,1.767167643
OS03G0848250,4.896194662,3.111365361,1.856473602,1.49414681,1.819584408,2.639213766,1.277608446,1.321959996,2.10181527
OS03G0848300,11.49214233,10.97178439,10.35767558,7.947882087,6.854603211,11.83293416,11.15061059,5.632826313,10.70527161
OS03G0848400,16.95765727,10.09141935,15.24430962,11.98527612,12.39569746,11.81862337,15.62376437,18.92425123,16.16626787
OS03G0848600,66.2943674,64.3439448,61.12375482,50.39069896,63.47331963,53.4170276,59.82895666,63.30778464,53.41529343
OS03G0848700,0.81126028,1.001737767,0.727820469,0.949447666,0.294070753,0.624075789,0.336116624,0.137688333,0.279071456
OS03G0849500,0.893786259,0.254675897,0.226604128,0.101118432,0.263825465,0.075190299,0.340783487,0.288816705,0.122273955
OS03G0849600,18.10574228,5.183144671,21.06337231,12.67521026,6.162772968,13.71852723,16.48445022,4.022827962,16.27752893
OS03G0849700,4.854448248,11.33255025,12.58073191,2.26769443,3.404274588,2.570837845,1.180920842,1.34636567,1.437186585
OS03G0849800,115.0706806,28.73225093,57.12838791,39.64349484,12.10948299,30.25217758,53.86711839,14.45294233,28.6640552
OS03G0849900,27.96869008,5.731196723,13.62126151,15.44176561,0.816514686,8.883706024,25.74744898,1.994190745,9.349017166
OS03G0850000,14.19821305,7.84352415,13.80164889,18.5755257,12.35881631,14.63371436,13.67522178,11.13313563,16.58577647
OS03G0850100,4.980761164,1.258660411,5.076948867,2.171876665,1.390440766,3.019823403,3.731033971,1.125712219,3.755266594
OS03G0850200,0.999242566,0.546389601,0.444400015,5.284170177,2.547074212,3.261100233,0.502182173,0.766310011,0.735579298
OS03G0850300,11.63088278,8.088550281,7.457786904,9.816805317,13.09120663,12.88454366,7.711258493,11.18625076,9.370002527
OS03G0850400,17.20306806,8.58822262,25.09226781,15.38135369,8.999652623,23.32050602,13.67844046,4.6412149,18.21726837
OS03G0850600,3.234965947,1.953545238,3.346022132,8.128664324,5.556111724,6.888692704,1.606062526,2.452310003,3.177723666
OS03G0850700,16.68511079,1.137319316,11.98478665,4.719327354,1.681130265,9.827729629,11.24180627,0.403868406,12.10181221
OS03G0850800,13.03966005,6.789766826,11.772548,26.53290167,25.23486716,23.16077587,15.55653986,16.89134644,14.80561585
OS03G0850900,16.3336611,53.84892221,5.780872617,4.45278045,3.444124338,3.498564676,38.89450619,5.003923221,13.10963827
OS03G0851000,79.05011682,17.87939595,72.09346214,29.56918069,23.45734683,42.62215459,123.4223541,21.44027759,88.33895288
OS03G0851100,95.00687044,38.60206861,120.1625369,46.38826161,42.90059925,70.31543185,82.61160031,32.11542292,83.02488325
OS03G0851200,15.04359389,6.232762544,13.84856433,22.24268723,13.99161666,21.84035738,17.13031529,9.21604007,14.25229791
OS03G0851300,92.71259116,83.76710371,93.00438422,62.53747251,66.00068296,68.70675262,82.81660469,71.85404542,72.10109601
OS03G0851400,1.178691182,2.014621449,2.773564767,1.059078422,0.938490108,1.360364425,0.946893483,1.48520874,1.262578335
OS03G0851500,26.21467476,9.259512728,19.51169556,20.83691207,9.793923201,24.88215979,25.68977194,8.256846264,23.33917804
OS03G0851600,3.18581671,4.280397832,3.101148483,3.115580456,4.182189748,2.707754984,3.362407407,3.582485458,2.497111706
OS03G0851700,26.99050969,15.85607573,12.41257654,64.09296327,32.64157368,46.97029272,18.0486258,13.69724178,15.85665308
OS03G0851750,33.09067329,20.22298743,15.20651681,78.97011969,40.75479309,57.21749963,21.09801864,16.58168606,18.97356149
OS03G0851800,27.96164753,9.804532252,11.72843021,12.3442327,16.13230714,13.2480995,17.34292506,11.07779986,9.401826114
OS03G0851900,6.233558993,10.5352628,5.564689823,14.58033702,10.94203688,7.65446508,8.147879987,6.84695031,4.51310017
OS03G0852000,1.544583189,7.472860848,5.284241177,4.745308311,6.840872233,6.281855734,2.899743777,8.203026713,7.94567865
OS03G0852200,34.81003259,46.54563773,36.34315695,36.26287392,45.33971697,41.13942833,32.35191793,36.61543911,39.04421379
OS03G0852300,5.335563563,13.28240891,6.330483525,3.654305578,5.39723299,2.180767745,3.951421374,5.356009265,2.59552088
OS03G0852400,45.93419408,1.593296403,26.42713206,11.64323804,0.797092565,9.51070124,40.64184317,1.198556384,22.26154406
OS03G0852500,34.00951383,12.38434279,35.31478111,17.39992692,15.34158692,27.11733475,36.57443612,15.86667819,43.99717145
OS03G0852600,0.427157459,1.401979105,0.924098925,1.667665311,3.137990843,0.942724945,3.477730046,5.064909692,3.327219366
OS03G0852700,0.462575106,1.172050697,0.465861572,0.869500167,1.262728063,0.878071508,0.295477237,1.24269701,0.783697135
OS03G0852800,2.275630966,2.001923926,6.378913089,9.605643819,1.938460713,5.633054032,2.750839296,1.272811379,1.758545169
OS03G0852900,17.74698955,16.29530205,16.53313187,12.12226652,10.52717999,12.73331368,14.07473493,10.49882363,12.24123906
OS03G0853200,10.14237683,10.29323307,5.656487195,9.02826394,4.648540236,7.863777289,4.709912376,5.783508844,4.13273091
OS03G0853350,0.87173694,1.424916841,2.05515224,0.449078135,0.536849268,0.550745547,0.402719235,0.497855817,0.482551315
OS03G0853500,2.177780476,4.663936065,4.535932719,1.318851065,1.424985064,1.423188555,0.994672439,1.077571944,1.288388095
OS03G0853600,3.66704946,2.371534833,2.042195315,2.587533543,1.329538129,2.45134507,3.353627648,1.666468984,1.963298423
OS03G0853700,6.758314853,10.83305895,7.556036936,6.228057053,7.143511721,6.174730787,4.243547046,5.12363732,4.273006984
OS03G0853800,13.49083828,12.01992292,11.40361143,12.32751252,14.93234643,17.13427377,13.70182568,14.40998863,15.18170982
OS03G0853900,8.221965367,4.683819956,10.16720089,9.549138474,9.565063258,8.946748986,8.426813014,5.367155039,8.20970225
OS03G0854000,27.88508434,26.53318746,42.71197505,54.56777416,23.23219749,37.10424647,45.95590421,24.99229049,45.62356814
OS03G0854100,94.90339229,28.99801796,90.92286005,63.67582757,19.56285479,66.31397686,97.23819464,15.30400764,68.66107149
OS03G0854200,15.66583986,7.521582934,27.93942839,11.4927997,14.64146832,15.129032,17.27107281,9.267762508,21.37881377
OS03G0854250,10.8302685,9.124914463,13.81363462,7.532256056,11.28086288,10.12974596,10.35581333,6.94431551,13.19335483
OS03G0854300,12.32739937,15.58898792,14.26357888,13.56333784,21.71768406,14.22057291,11.99589118,14.10132581,10.35636364
OS03G0854400,5.381902583,20.82784807,9.94365445,7.046906893,16.2191052,10.71423511,3.816671431,14.8452911,6.161305344
OS03G0854500,20.11250361,29.61384336,24.57307179,32.7063959,37.01177384,27.77881578,24.50867797,29.21437792,24.25995969
OS03G0854600,74.21283417,24.71718364,67.12443673,25.47974595,13.70299127,26.23074186,28.85983043,13.80123747,20.29107378
OS03G0854800,24.86884239,85.92477639,35.94154402,25.12874767,32.67287794,24.77005539,33.99796232,62.54119599,30.71911031
OS03G0855100,0.103619712,0.25215392,0.135665377,0.179835772,0.151360826,0.086170028,0.104177234,0.127035023,0.083137921
OS03G0855500,8.666854786,13.24164453,11.42868167,11.12276323,9.456455372,10.3845384,10.29419942,10.38953649,10.65017253
OS03G0855600,59.58705149,31.35214098,64.84928732,48.09218583,40.70655814,47.44484375,78.18110506,42.69076264,54.95846556
OS03G0855700,9.597118336,17.81574111,9.523293805,17.362969,5.362842556,8.886477303,16.20594302,10.06976455,9.94210048
OS03G0856000,41.22977639,48.35943652,34.04730474,66.68407656,73.52785019,60.8984889,33.81322931,43.51049361,29.0303992
OS03G0856100,2.573863053,1.590854974,5.009792527,1.747582077,2.344756622,4.058133778,1.376460708,0.987952423,2.084016284
OS03G0856200,25.20860316,11.56150304,23.61843785,19.31713537,9.853589398,20.94361061,24.9033936,9.262497125,25.02961998
OS03G0856300,33.9376456,1.778270634,18.52064429,4.713698375,1.198102334,2.044909552,25.6196338,1.305115996,9.687777377
OS03G0856400,28.49248058,27.39471481,33.75545149,23.20361597,21.20868154,21.87274434,31.40782623,23.07437571,26.55100324
OS03G0856500,20.01536951,72.50545037,34.08728045,20.91916669,83.94698421,31.07804904,6.883047838,39.28878066,12.01685009
OS03G0856700,9.915913657,19.09045899,38.88450361,44.75170074,33.02408057,71.03459849,11.40652983,17.37845569,27.04073812
OS03G0857000,1.804699288,2.850969512,1.516543236,2.046019212,2.402984891,1.074985508,3.026807534,5.189710933,1.813223806
OS03G0857100,12.82618191,2.918307026,10.38263919,7.300967122,4.577266633,5.894480359,13.15709663,9.369237502,7.833134632
OS03G0857200,2.518803893,8.391654438,4.76882663,2.542998212,2.605913441,2.579164496,4.254772178,7.749276557,3.778250352
OS03G0857301,0.850993023,2.077619162,3.969191201,1.830784571,2.620534343,2.191419259,1.360190872,5.708260488,1.216303122
OS03G0857400,2.127617733,2.194743337,2.619171219,0.88032572,4.793290155,2.186014517,2.271957612,1.102732781,1.546168856
OS03G0857500,21.35694395,4.648852889,14.89017354,0.910980991,0.709049325,1.205036041,18.88694105,0.643040723,5.883260075
OS03G0857600,18.99021651,2.769313996,12.47610928,1.277973896,2.785812387,1.19308556,10.65244279,1.646714504,4.390117554
OS03G0857750,16.3236177,27.46337203,22.67085522,25.78024945,27.43727383,36.72106556,29.92612068,34.90344668,35.90101231
OS03G0857900,14.56805646,20.58130813,14.77933871,22.18446789,25.15751533,25.90266038,17.2683783,33.76326898,19.91398348
OS03G0858100,17.96191413,14.36211849,20.85842111,10.68019279,10.4255683,11.13519824,15.54869933,10.98913259,13.181503
OS03G0858400,43.94878645,41.06821819,54.11355718,29.61675555,39.21345963,31.23079667,32.91793583,29.8350169,28.98514282
OS03G0858600,8.666629578,3.788979703,8.040471858,5.619393138,1.457515768,4.639312086,6.87422601,1.195677409,3.092957045
OS03G0858700,10.37042038,52.38264369,53.22015677,9.438432012,26.96767274,31.12143262,17.35743042,73.75043607,48.39218227
OS03G0858800,4.490236196,49.14861782,36.36757857,9.807818637,23.70248474,17.0690639,10.4073482,46.02649082,23.67172263
OS03G0859100,2.821899988,1.199175765,0.567050496,0.118410923,0.510146265,0.251891291,2.308542389,0.774581856,0.275916228
OS03G0859300,25.4969115,26.91371954,35.43681533,18.82439303,21.78381545,22.63155343,19.13428412,19.31676614,20.2013042
OS03G0859500,5.563286699,24.03239847,6.267728843,3.521564065,6.233413183,3.37059098,5.14553734,13.65791576,4.291634333
OS03G0859600,133.3401396,77.83037517,138.8273558,88.66842982,67.06001447,113.7664325,79.62351026,44.77283973,91.11996342
OS03G0859700,113.8271181,50.63681763,92.89180588,60.02077722,50.34321099,70.5279167,56.73536542,33.57570523,51.06397873
OS03G0859800,9.269070231,33.68940844,17.14676229,11.88820467,20.3280565,14.02617236,12.65802271,31.9648511,13.48269509
OS03G0859900,10.62714084,3.443867828,10.7785254,20.64143363,1.156366853,5.694748416,21.46342667,0.83238109,7.224763002
OS03G0860000,10.50384727,20.05046067,14.47059969,12.46287694,9.268899299,9.983285848,15.46114112,18.42040405,12.02779995
OS03G0860050,1.446054094,10.15468231,4.632399646,1.674668104,2.864389286,2.165924505,2.000861152,9.428082738,3.275150305
OS03G0860100,1.379633556,7.742099346,1.232144149,2.768226391,21.10130841,5.210390722,0.490220485,15.86672575,2.275163436
OS03G0860600,8.796582563,10.98323094,7.392445731,7.670182401,11.28738874,8.668123634,4.964701896,10.28164923,3.99984094
OS03G0860900,14.17454546,9.714148697,12.56453061,10.11585764,10.3634185,9.80019965,9.449202123,8.612298683,8.591192776
OS03G0861000,7.888972831,2.432073523,6.668281834,5.092908939,4.475455962,5.060232881,3.317953318,2.621467704,3.219584527
OS03G0861100,31.70973279,9.190933698,17.09715005,9.962282079,2.017525362,3.657282838,27.45597196,3.772601553,9.495305113
OS03G0861200,31.59795641,16.04018086,11.79017594,10.03744806,2.110287405,3.52867666,25.60182932,5.215048916,8.249485942
OS03G0861300,1.911430187,0.372380174,1.226244499,0.168146843,0.161269531,0.127255647,2.914319283,0.187604953,0.294017041
OS03G0861400,30.52524971,1.506777659,8.111454603,1.425512139,0.708186336,1.426237318,18.54598234,0.787442899,6.619052087
OS03G0861700,1.795192314,10.87768785,9.009625681,4.05416024,5.577842992,4.458268554,3.414509942,7.276121314,4.359425582
OS03G0861800,39.53789545,64.55090107,61.13948097,40.61125077,37.71839301,33.5162378,66.3199527,64.02590997,49.4383454
OS03G0861900,1.058537251,4.71124381,1.324376188,1.114272032,1.690215631,1.357119098,0.864385951,1.577378144,1.494802063
OS03G0862000,0.788802067,2.071558404,0.734770971,0.559673083,0.748967759,0.657547225,0.59430049,0.783049104,0.80053102
OS03G0862100,36.58000057,50.73234362,39.14874379,42.34309733,39.38461809,41.57658501,30.76980969,32.9081714,29.62698952
OS03G0862200,2.896723753,7.930712094,7.719687708,1.722657695,1.338469188,1.979917609,3.127360489,1.166988708,2.480796966
OS04G0101300,5.428307045,4.7939851,5.817659861,2.2171331,4.90485217,4.289478214,3.434917234,2.317167919,2.37449912
OS04G0101400,52.86794659,9.21294896,43.52873991,97.51117536,6.61120425,48.33011623,62.18749334,4.217665506,31.25975516
OS04G0101550,64.96389157,10.91835894,53.00382726,115.6165824,7.91940841,56.09035474,71.2898193,4.607255639,35.16790401
OS04G0101700,2.653857852,1.783641494,1.155434658,0.311766397,0.207197968,0.382027876,2.446796633,0.398819286,0.41787434
OS04G0101800,32.38574086,20.27465239,38.24316574,20.00165758,13.73098944,22.98768597,18.8112164,13.56815222,16.31684178
OS04G0102500,38.53113216,22.13663242,34.90119532,21.89463833,21.72408196,24.59682212,30.27166051,15.46036553,25.09162185
OS04G0102600,44.78648787,28.03963534,57.41369665,44.9725121,40.33281551,51.77668484,46.30022927,41.34900711,49.01194613
OS04G0102700,97.11937363,51.20152211,57.87649148,64.55526967,40.94897172,46.70311902,53.75790097,29.49928557,30.35093699
OS04G0103100,18.07723087,13.93389317,12.42733381,12.58339266,10.10618079,11.42389333,12.07039501,10.08540509,8.123151195
OS04G0103200,77.71829845,47.77010823,114.9561665,53.73507235,46.02029509,64.84820561,69.99052001,37.637619,74.77425847
OS04G0103300,223.8223663,92.28051261,228.3431663,179.972197,96.7873128,177.1298411,229.2523484,73.98662022,162.1192453
OS04G0103500,3.461085248,6.105267451,1.70630247,4.041859883,4.517096942,4.055856469,2.598013308,4.454505975,3.325870243
OS04G0103601,7.152401544,21.84711479,12.05007961,8.115719457,13.57145479,13.30655686,9.871277849,23.88508482,22.15731035
OS04G0103700,0.613986798,1.000352942,0.351388668,0.136351139,0.701991458,0.204241952,0.718345134,0.844754033,0.268959978
OS04G0103900,0.114267614,1.018726888,0.136891953,0.895892316,1.68218837,1.947258342,0.136320823,1.024993728,0.139701045
OS04G0104350,0.220735392,0.538904629,0.264439745,0.743041393,2.190923026,2.514919158,0.251812729,1.098418198,0.226196455
OS04G0104900,0.157616904,0.332449887,0.306911556,4.503624675,20.73840987,9.498614119,1.309755305,5.457132054,1.365865431
OS04G0105000,12.76385316,10.97258794,17.54188035,8.165464527,10.29641418,10.32424429,9.124934696,7.692925391,9.931844339
OS04G0105050,25.58894355,21.76173225,34.91518944,15.79960132,23.10368863,22.88751775,15.10080962,13.09880597,22.56437986
OS04G0105100,8.017649946,12.00483818,4.52358419,21.06584467,24.05750703,22.13062321,8.014471333,12.76039076,9.602584732
OS04G0105200,47.68010419,5.05471366,37.01194187,6.279717447,3.550121897,2.799079336,72.24021968,10.99222678,25.49615494
