RSS1__CON2,RSS1__SUB,RSS1__SUB+R,X35S__CON2,X35S__SUB,X35S__SUB+R,polyA__CON2,polyA__SUB,polyA__SUB+R
OS02G0127000,31.45890646,21.00115017,30.55329901,20.7967111,20.09699249,25.75966862,22.52846208,14.31624675,21.30599395
OS02G0127600,2.886321413,3.185623538,3.889889183,3.240524729,4.726156997,3.28530293,3.192822098,3.445940691,3.747806124
OS02G0127700,17.32934572,16.90789527,16.27646724,17.8567219,17.67276875,22.87940304,11.58358706,9.986523782,15.50579902
OS02G0127900,6.682530135,2.417162443,5.389539638,4.637312524,4.970936785,4.570317542,6.967388392,4.264335375,5.59485021
OS02G0128000,18.70152768,10.07038331,10.93495299,116.329963,14.63996414,71.79770122,15.64409585,3.360204841,23.15979995
OS02G0128100,8.318986578,4.919393199,5.63367867,5.425639328,4.08431656,6.908848107,5.696480714,2.635734234,5.16183851
OS02G0128200,12.48638541,24.75615717,17.95883942,12.51538697,18.85960772,12.94433629,16.26100907,23.69244824,13.82689309
OS02G0128300,3.310526618,8.500963551,3.694060573,4.501608282,6.048839926,4.308811623,4.197556415,6.339039392,4.127594593
OS02G0128400,1.123226146,12.54843381,3.895721942,3.222352596,9.201706844,4.53858067,2.057522564,6.936476026,2.553690502
OS02G0128500,0.941996728,13.98369685,4.826738329,3.898917201,11.04165099,5.972625345,2.436718973,8.507252632,3.0698156
OS02G0128600,35.32078246,15.46222824,19.72484737,26.93383888,18.19793946,22.77816418,31.53573824,14.61812842,23.38542766
OS02G0128800,10.52987328,6.424334933,12.86729821,7.965233556,6.166073879,9.221561453,17.12989605,9.480595705,13.11177559
OS02G0129000,0.079468116,1.342975992,0.126943983,0.064213139,0.060510486,0.062234318,0.048648837,0.068685859,0.04041543
OS02G0129600,5.421220034,7.465511554,7.92200079,5.823135055,6.548662888,6.029254973,5.466593787,8.432633093,5.546679236
OS02G0129700,3.111105397,25.81736445,7.887161632,1.092887041,6.221649562,1.488505689,3.139459542,22.66683919,4.457963575
OS02G0129800,38.58465314,13.41251997,14.41228373,17.27962196,28.76457236,13.24971341,26.83988132,16.19463448,19.55104827
OS02G0129900,0.434081434,0.446764696,0.597238963,1.260507178,1.245016832,1.398537054,0.475894765,0.554951177,1.146049679
OS02G0130000,56.73908967,33.30583864,87.85527311,36.10359884,26.33872034,59.81716956,67.68986114,25.20157655,89.49875143
OS02G0130100,9.842031206,38.19471612,9.349622373,8.09422654,23.00813456,10.65425454,8.435886474,25.37979096,12.59932159
OS02G0130200,0.478540344,0.44237657,0.365341243,0.112294708,0.127152496,0.072388176,0.542710084,0.140676238,0.274969786
OS02G0130250,0.485011008,0.909225035,0.206358625,0.230801465,0.188548101,0.148780804,0.412435264,0.289134566,0.354891822
OS02G0130300,12.83243273,15.30228207,17.13204165,15.37394853,16.37030982,14.69178242,10.32695276,12.37843435,11.32264975
OS02G0130600,4.687403969,3.278508174,7.059446065,7.585995935,5.668790344,4.411843418,4.223621792,3.096738997,3.208841184
OS02G0130900,2.492569933,4.694940841,3.353685503,3.649495755,4.491117901,3.944194544,1.876294167,3.248319136,2.039873136
OS02G0131000,1.498316794,1.965771403,2.8172396,2.11303741,0.898071524,1.19027305,2.380540206,2.50357154,0.813701872
OS02G0131050,23.2234919,30.23918676,21.1197359,15.24376453,21.60293344,14.82237357,23.16521769,22.12307595,15.3051671
OS02G0131100,107.1428801,98.74293204,73.79780557,58.93769585,77.19495042,66.85261107,95.28536202,87.71314747,87.7493202
OS02G0131200,25.28925421,18.48466793,19.08698161,18.94493892,14.85745949,17.59454932,19.28385552,12.87793788,13.81397215
OS02G0131300,214.3641428,134.2210443,189.9614261,152.4722626,112.1031564,164.9906006,255.9197412,128.2787421,182.7089181
OS02G0131400,34.20607595,1.705070878,41.29216068,0.595014747,0.656904199,1.989855594,23.66435197,0.41212751,13.59940203
OS02G0131500,37.27526759,1.840823256,44.35836526,0.621845563,0.73094726,2.177499935,25.26006991,0.367852825,14.46213168
OS02G0131600,22.0850288,8.6882891,13.24133928,20.71152525,17.20568331,16.79333873,36.39510912,22.08493838,31.76331541
OS02G0131700,81.92742795,89.27634313,123.1394881,58.82594778,73.63041139,86.37799991,65.77765444,70.10695564,88.12110602
OS02G0131800,76.36444678,5.348144802,135.4142419,43.81682688,2.073880505,52.51322761,39.65790567,2.384643391,48.36852927
OS02G0131850,89.02601359,4.414461608,119.8538751,44.74179232,1.880093489,54.26978913,38.75305094,2.076412963,46.02673698
OS02G0132100,1.971742356,2.979088424,3.125602301,1.895411862,1.726555381,1.970537515,1.774483113,1.267159335,1.839791236
OS02G0132200,6.825543415,3.768449393,6.261130262,2.861217006,2.505765726,2.391480779,5.540841807,1.771315906,4.037433837
OS02G0132300,2.362369154,4.016429103,2.924141548,3.093129392,3.28153413,2.694454978,3.621152983,4.142531023,3.937110358
OS02G0132500,79.83347333,27.30402384,99.31318112,92.37915877,26.85464236,42.46290672,96.5939917,26.6166786,58.65060029
OS02G0132600,4.486342358,8.817880017,7.598715246,4.141017936,6.319860556,4.139788603,6.48804786,7.875365894,4.475667621
OS02G0132950,6.299886942,20.11456616,11.13836085,4.826469743,7.171082835,4.878054354,8.040460983,13.19679833,9.103123078
OS02G0133000,11.72043162,37.33895416,14.8696373,9.685425126,14.02098243,9.197919524,13.01370264,22.94048722,14.90897782
OS02G0133100,71.57748863,48.35380903,45.37087292,41.71972587,33.11813387,32.09188723,61.48124774,34.2753173,30.14438144
OS02G0133200,0.417862137,0.233549295,0.137013382,0.080450474,0.076824974,0.060621567,0.259427624,0.065838498,0.051312004
OS02G0133300,42.57793915,93.72889767,74.27404642,41.04686669,56.77598684,42.09431553,38.42017989,57.68107219,42.1619908
OS02G0133400,1.162955512,4.198016315,1.294345021,1.174131733,2.358893314,1.504996876,0.55206713,0.520469969,0.854885383
OS02G0133800,159.5255701,59.23387102,151.8242466,109.134019,73.10752569,131.1654611,136.0207013,53.20459013,114.0689631
OS02G0133900,3.85432044,0.397343822,2.066325498,1.731392038,0.376886586,2.056769622,1.725305023,0.390351226,1.242636416
OS02G0134000,39.26109478,4.846179315,12.13919755,64.90274986,19.27712795,41.93144292,46.61230395,11.1824901,24.47257525
OS02G0134100,7.312703179,4.501381461,7.739126492,9.709429666,3.015549219,6.727404657,9.8111694,4.38865375,5.661821283
OS02G0134200,116.0589018,246.9855187,119.3321073,208.7971059,336.7176457,316.6894143,135.5320571,304.7535529,209.2438505
OS02G0134300,3.224525968,19.97638883,5.073922363,22.10980923,39.22111299,24.48216615,15.18970375,47.34571704,25.05504532
OS02G0134400,0.725385319,3.362773993,3.441156155,4.623605916,6.629455718,5.434375664,0.511858733,2.212119436,1.823686979
OS02G0134500,15.58134562,11.95887135,21.95437852,18.80490067,20.97163808,21.82807389,15.51148539,17.84110545,18.66569085
OS02G0135200,0.994195813,1.596352151,3.124526616,1.669011666,2.370622491,1.21082053,1.259499777,3.087178811,1.394521455
OS02G0135250,0.567621271,0.777642845,1.749664303,1.186907909,2.566344522,0.673673958,0.780789061,2.570272512,0.885046606
OS02G0135300,4.662415954,1.454398443,4.412040699,1.006445783,0.888753559,0.388154816,2.188723769,0.498811393,1.583943697
OS02G0135500,263.1047583,194.3739006,250.149255,171.2941372,143.8705268,142.6565126,156.7117125,126.8364248,113.9393947
OS02G0135600,21.52325072,17.54243528,21.56982153,26.5030135,15.64562148,24.61347144,27.94368361,18.79433397,26.17537681
OS02G0135700,5.108816361,4.887565415,8.924236506,4.241156259,4.17507783,3.905324174,5.335978177,2.626111527,4.589191228
OS02G0135800,38.01057704,28.24024955,34.30575781,26.43510083,25.54082915,36.49568299,30.27893189,18.85861024,34.93992085
OS02G0135850,5.891091219,12.13623694,1.416892016,10.63063458,17.3031041,8.764654709,9.580532232,12.00271018,6.289254439
OS02G0135900,3.204891944,1.30553957,3.053874464,3.187666065,2.808961501,4.700561481,1.945853994,1.094013054,1.436129804
OS02G0136000,1.766054737,23.2810499,4.460254725,1.239078016,21.61936111,5.046758637,1.283373153,23.01750324,4.935444413
OS02G0136150,1.798530261,13.76572192,3.365044761,0.293669688,2.789552921,0.789599034,0.631233873,11.37913307,1.336697932
OS02G0136800,9.533551892,14.33842569,17.60091027,9.68735622,16.23900793,13.90111967,12.30704946,18.56449317,13.20082138
OS02G0136900,9.09352581,0.985868841,0.94791704,1.971273279,0.197217077,0.585948159,9.250452355,0.58796863,0.709977169
OS02G0136933,12.29740026,7.41533228,8.547099697,6.39482874,6.877289419,8.260310577,8.002332122,4.74635712,4.814340927
OS02G0136966,4.743328976,3.909811558,5.309287115,3.180395564,2.33796772,3.326036823,3.614998488,1.653447011,2.400283675
OS02G0137000,18.89914074,9.179673474,23.31909571,9.908462144,7.484079512,12.91926326,15.91512927,6.740167551,12.78568464
OS02G0137100,18.67795484,29.14072996,15.66970018,17.02882874,37.69321703,16.49179275,15.77387575,32.35795407,17.24292335
OS02G0137200,17.0284477,16.91661515,10.11853959,14.5264265,17.83485584,24.65217421,7.069649199,7.932825162,10.34898098
OS02G0137400,22.53923548,30.3487239,34.69245088,17.69035717,26.11917644,22.38826692,14.86471651,16.13137664,17.04154582
OS02G0137450,5.033488479,30.6976833,5.802051508,9.671612389,13.30476406,4.045037463,3.408093046,9.570213989,2.077312137
OS02G0137500,20.29453571,48.95464162,24.43275392,26.6417446,39.27294446,20.83422709,19.42703258,32.01980538,17.95354239
OS02G0137600,0.409630589,1.332903791,2.307412698,0.666274737,0.859214488,0.80417884,0.611763253,0.268394747,0.716380928
OS02G0137700,0.108377893,0.701854464,0.302991464,0.293415126,3.48137088,0.756791116,0.094552704,1.051560937,0.101952748
OS02G0137800,6.434168523,9.008552833,6.612200669,6.115787497,7.926747381,5.380260243,7.727166227,8.722666791,7.509283752
OS02G0138000,69.73211354,3.709935605,35.06409325,1.042354129,1.220762814,1.843691799,28.48809045,2.498371278,9.036794826
OS02G0138200,8.840639264,10.20846636,12.49715271,10.02084988,11.82708705,10.60197919,6.507470608,6.679171345,7.766894422
OS02G0138600,16.38700197,40.91315311,21.67230576,15.13156867,26.56394042,18.49465495,15.21787658,33.90459805,18.5549753
OS02G0138900,0.429642457,1.291750925,0.789086826,0.38143767,0.690437651,0.529449437,1.38058297,0.781530412,0.278871379
OS02G0139000,2.767939082,21.91245604,3.671333207,9.342811398,22.75610987,6.518163866,3.192178007,19.44664539,4.085047925
OS02G0139100,65.68643164,87.12362141,59.96950545,51.6072656,57.49792311,48.79408878,57.90723502,65.00454346,58.84342617
OS02G0139200,18.76399871,10.08717228,21.3733553,10.21378882,12.80390504,13.25658477,15.22410109,8.568420556,16.07637826
OS02G0139300,15.44241883,8.899104905,19.18813275,11.73466471,7.120276212,11.24691956,11.86031419,6.125267872,9.916177669
OS02G0139400,14.20715473,6.414935495,12.32297172,4.702827081,1.829443333,2.194239283,13.7125685,4.449003468,5.978111061
OS02G0139500,0.107281412,5.208640886,1.455812764,0.09081157,0.528696399,0.214665924,1.037232808,4.032797788,1.077286962
OS02G0139600,96.97733179,24.61998244,93.98499315,40.97220184,20.05228316,50.95360665,57.43150036,16.7182357,51.48736495
OS02G0139650,137.7711109,34.42733307,131.3864408,56.88643532,27.75667249,70.84373393,80.01587512,23.22260832,71.76239969
OS02G0139700,37.04946471,33.48767285,32.496335,21.17828171,22.30843309,17.41062878,29.97936594,20.08210099,19.82272082
OS02G0139900,0.305182905,2.464993764,0.68213806,0.295616362,0.450589615,0.216240783,0.124216554,0.552377823,0.345076309
OS02G0140101,4.238401941,19.36541473,5.210435332,5.258281944,5.809702615,3.510169901,6.041240337,10.33122833,3.839197185
OS02G0140200,2.408025671,5.270568838,9.970714389,0.714248486,0.77798781,0.896840097,3.58702366,4.978636253,4.956238557
OS02G0140300,28.02597339,13.16251057,25.03139699,16.98722438,21.32658776,26.50899806,19.65871492,15.9655621,23.78880524
OS02G0140400,0.274130761,1.441905168,0.283311236,0.079348666,0.202481913,0.157097439,0.131200455,0.27961279,0.111193554
OS02G0140800,0.17741682,0.839294858,0.173921728,0.209531636,0.341968331,0.11046916,0.115528875,0.187210986,0.093504577
OS02G0141000,7.205241164,1.775302386,2.25530508,6.567374218,3.447218825,4.194714862,6.703622143,4.364886858,3.857405238
OS02G0141100,2.040567958,10.87366847,2.842443079,2.21055188,7.710857078,1.912994222,2.178636713,4.05171809,1.781088927
OS02G0141300,14.66807107,31.43926215,10.03122833,19.85169044,34.93761358,11.16968265,9.563319993,19.98946114,6.043783253
OS02G0141500,6.04306075,12.35674211,10.23917732,10.40377791,12.0641021,9.925840572,7.656067602,13.33102933,8.756770347
OS02G0142060,1.720116571,4.512701895,9.658667591,3.605472084,2.25335415,1.994508144,2.905541126,4.147905308,2.985024604
OS02G0142100,1.555185144,8.284519939,4.130763339,0.617408729,0.59164148,0.325142875,1.893373651,3.784582887,1.063993329
OS02G0142250,1.63484647,4.088403771,1.877878955,1.373424207,2.761069833,1.496454984,1.015212219,2.181146076,1.289659096
OS02G0142300,7.909470327,14.33050948,11.77743273,7.629668862,9.872138211,7.274130124,6.327363628,11.57842257,6.412638001
OS02G0142450,6.587228087,3.838546057,9.308714977,4.412826244,3.85844789,4.941595905,5.372260269,2.504600602,5.955179848
OS02G0142500,12.82594918,6.417424143,10.64382412,7.602855521,7.385476534,10.39238353,9.182454642,5.001997935,9.87410921
OS02G0142750,0.317861023,0.461287864,0.431629707,1.07648282,1.774925924,0.806130062,0.181273027,1.639281562,0.355356658
OS02G0142800,0.711739645,0.41098007,0.466027829,1.88460835,2.618166935,1.39842327,0.42919026,2.690826029,0.892729642
OS02G0142950,1.919013531,3.444790092,1.032730226,1.763862076,2.463876703,2.396477902,1.024772619,1.040470753,1.478722895
OS02G0143100,30.80329198,10.62091238,24.49492148,23.67314882,11.83106445,19.11812768,20.73937387,6.616263378,11.67664597
OS02G0143200,3.522390137,0.874596378,0.919004379,0.728889551,0.514469919,0.441190317,1.808271206,0.448795022,0.685011476
OS02G0143300,15.15137633,48.58234586,20.12995298,23.51346682,67.65373282,25.56031326,13.54371715,61.32941992,18.86973444
OS02G0143350,25.04613799,1.213248456,6.250492686,0.406012492,0.350960822,0.276938527,12.29891264,0.255972267,1.47544528
OS02G0143400,37.84440857,1.55900883,9.194088649,0.521720887,0.45098019,0.562669566,18.55934594,0.328921106,2.586893564
OS02G0144200,2.065087008,0.793566883,0.37913388,0.409643081,0.942597815,0.590322707,0.413388864,0.172791373,0.214816761
OS02G0144300,0.588196874,3.515624088,2.205646148,0.30519138,0.978256527,0.630338093,1.453521669,2.11393685,1.049346866
OS02G0145000,8.200078193,43.45093095,26.76603818,6.017166859,8.110753031,6.26762953,15.72763752,32.25517834,20.41851747
OS02G0145200,3.805163054,2.942632535,4.152489541,3.648830975,3.154259234,3.657890526,6.713598208,6.120513451,9.821902937
OS02G0145500,1.047332915,3.058172813,1.871498138,1.195666068,0.878071057,1.315419871,3.378236951,3.359978268,3.881473991
OS02G0145600,8.53729422,39.90835398,33.46154324,5.068389507,5.563744109,5.528343814,15.37409902,29.86166851,13.1824512
OS02G0146400,18.69355152,20.41158255,23.32709761,14.67082073,15.28460209,15.76049842,11.69384698,14.74532319,13.53759676
OS02G0146500,5.944548838,15.18408532,6.411168741,5.498147347,6.955897741,4.668770051,6.478279211,11.71600395,5.869547817
OS02G0146600,134.0672714,90.92881238,164.8275026,89.78764321,106.1734859,136.3671999,94.61144824,64.1961341,103.1744646
OS02G0146700,84.28785521,36.66565022,65.52677134,36.20345108,28.91941538,35.13733036,53.684507,20.94702726,35.8801852
OS02G0146900,15.2339387,13.62393478,16.30657933,10.88441286,13.93524182,12.62554598,10.63829917,10.0933556,11.81645606
OS02G0147100,7.845174906,10.83300776,9.420120874,10.32310666,13.01284516,12.1459514,13.69862969,16.8333566,12.24200908
OS02G0147200,2.973714496,13.3992149,5.299927363,2.441709656,3.591484246,2.304832252,3.3383068,7.884369753,2.982423096
OS02G0147300,9.396419566,18.02287382,12.01398345,8.17743175,8.602182551,7.097065539,7.027731648,8.049103965,5.799934633
OS02G0147600,10.73243238,12.33262743,18.32656648,10.31117863,11.06896319,12.3661207,9.271573365,8.944844977,10.09592425
OS02G0147700,13.98694322,20.16486066,21.34850209,17.10031926,18.87801323,18.50021933,26.80604544,25.65169644,30.51113018
OS02G0147800,13.85946244,32.46994495,25.53931776,12.70019115,20.32991526,11.64662355,12.59879419,19.41455647,12.67755264
OS02G0148000,0.096731134,1.296989579,0.199641573,0.10929569,2.306254556,0.366156358,0.060301655,0.812703535,0.065190566
OS02G0148100,23.87813119,23.38645364,20.45976499,34.45150137,24.80816284,25.16371502,32.47020636,20.88464828,22.17255064
OS02G0148300,10.20266518,18.54801645,10.19027316,12.81433272,11.61347858,7.12294362,17.14389978,13.57806017,11.09812124
OS02G0148400,2.382180136,11.83957653,6.175263582,5.65095191,11.78107082,4.835738511,3.489837512,8.386057214,3.376977763
OS02G0148500,28.49922546,19.64419551,27.37436389,22.77240134,24.20745003,24.08183057,21.90891358,21.40064387,23.83114603
OS02G0148600,1.17305444,0.542050526,0.3348648,0.289535725,0.178305045,0.227507619,1.26973748,0.183823622,0.442411984
OS02G0149700,4.788268329,7.109322739,2.294027708,1.334470471,1.699736079,1.687890444,3.625850955,1.489141864,2.341986681
OS02G0149750,5.096660172,7.500877742,2.454829448,1.373254612,1.720931341,1.702144404,3.854819605,1.550159437,2.478232923
OS02G0149800,56.20170737,144.6817561,60.84125146,78.57808838,119.5071204,58.67909423,57.94258072,121.5735379,61.12386869
OS02G0149900,1.119698113,4.817293778,1.312908636,2.858516549,19.42997778,7.558224123,0.747493476,5.269404443,1.174660662
OS02G0150100,15.34810547,22.69932879,16.93963578,13.44049614,17.42703087,15.124072,11.69100138,15.79683042,11.85912318
OS02G0150300,17.97915295,5.654884253,11.83297036,11.86552274,6.676085305,12.11629931,15.10712739,3.744432902,8.305122365
OS02G0150450,0.756895676,1.580384415,1.533811631,1.021547685,2.527571118,0.40768623,0.646064963,3.061640798,0.453365009
OS02G0150600,0.575478096,4.224868539,1.35192713,1.056220783,2.055002767,0.62842958,0.85019986,3.803665943,1.534207338
OS02G0150700,30.92478645,24.60307435,20.16524073,12.8624945,20.69659383,11.75923096,17.78293944,20.8108529,9.722949937
OS02G0150800,9.475421201,16.22976985,12.49096155,11.24018878,13.49041634,9.436332853,19.75478138,22.58247215,15.2779549
OS02G0150900,18.94752571,18.26247747,13.99447573,24.18168618,13.1499945,16.4917985,17.7342221,8.584947832,9.885151839
OS02G0151100,0.444001476,1.942130137,1.673293873,0.729054905,1.6158451,1.039572471,0.915461572,2.943987385,1.031567802
OS02G0151300,22.32873701,3.565309357,17.78684268,40.48659825,6.376957843,17.97383854,33.13934355,3.347159502,15.03197192
OS02G0151350,26.08509469,4.009818729,21.04678405,45.86496693,7.528607488,20.60124635,36.84704065,3.949155625,16.95220239
OS02G0151400,10.38673304,35.77028476,30.24831743,6.873977164,9.891729552,6.535504209,17.50043359,31.32688366,17.38740391
OS02G0151600,11.51476111,45.0657034,58.39920982,2.556945178,1.535219529,1.985717503,20.13930447,22.12330231,26.34804006
OS02G0151800,16.9768687,157.9254472,93.03369468,7.420785764,14.60076759,9.074736748,30.76455371,90.10214495,37.10355128
OS02G0152200,1.758376664,4.493347487,4.06901445,2.970430788,4.586471908,3.386693697,1.647879542,2.68267664,2.295839082
OS02G0152400,23.93735897,20.17006039,9.351126892,13.86442825,19.60197506,13.84181353,8.726580131,11.35141273,7.7594899
OS02G0152500,26.49577807,22.68608538,28.79418502,14.48907881,21.7012586,16.54577382,14.80784009,14.94413409,13.70023846
OS02G0152600,11.95849252,18.22351875,11.79661779,8.476714525,13.71350707,10.14613484,6.970828429,12.06554509,8.182235946
OS02G0152700,17.15526192,42.21253859,25.38525477,14.38717258,21.30313902,15.83681599,9.707361688,17.14843721,12.10260741
OS02G0152800,1.489721775,8.411416544,3.591927287,3.326583413,4.092362714,2.039526598,1.408170464,2.497881236,0.719905965
OS02G0152900,1.557922594,0.367696147,1.13628997,2.365532287,1.843414824,3.79804251,0.290955164,0.667234228,0.305812926
OS02G0152950,4.147323137,3.019069287,5.392327381,2.095801988,0.936724154,1.826088238,2.933551694,0.907233778,2.07198955
OS02G0153000,4.001017625,2.338958202,4.090883953,1.955013284,0.952971593,1.734111562,2.76659529,0.868313953,1.927141889
OS02G0153100,0.369273145,1.134210729,0.629362663,0.192594478,0.177025305,0.177669425,0.18292372,0.206013644,0.134905369
OS02G0153200,1.330683958,2.62444861,2.783209243,0.765026467,1.051245922,0.766664807,1.08046625,0.983786719,0.875625827
OS02G0153300,2.561704457,2.924606687,2.229434083,0.758616736,0.687101786,1.134993127,1.7667248,1.482581613,0.786106823
OS02G0153400,2.707162486,3.147562553,2.370933326,0.837252033,0.739482632,1.227105921,2.002991292,1.557131803,0.87836924
OS02G0153450,1.275392419,1.161810035,0.78841026,1.093539596,0.939824235,1.112258245,0.755099242,0.444099389,0.782307043
OS02G0153500,1.362665967,1.24131128,0.825949661,1.141351745,1.004135262,1.188368721,0.797109381,0.453977759,0.821923945
OS02G0153600,1.462848976,3.604760108,2.012575512,3.767464266,4.249318042,3.100222132,1.851920628,2.027522753,2.17927512
OS02G0153700,1.698639519,2.233638793,2.250291399,3.217811684,3.73615199,2.714644657,1.674701939,1.725054791,1.600212706
OS02G0153900,0.605242682,2.081860084,0.260745152,1.373707137,3.325964493,1.141936411,0.391014688,1.486519962,0.532475128
OS02G0154000,0.105973754,0.840159266,0.193866069,0.391655456,0.929912575,0.174462587,0.089646029,0.159156433,0.074894646
OS02G0154100,0.123073805,1.002187534,0.657589889,0.129972504,0.143505881,0.14899595,0.332209254,0.313744876,0.264299452
OS02G0154200,2.234442608,6.204325156,3.006060569,4.532712563,5.435977868,3.696391847,3.06494978,3.266593505,2.006520394
OS02G0154300,2.563685145,5.239312208,2.119141369,3.919538048,5.063175675,2.176464639,2.346864896,2.528532608,0.981939379
OS02G0154600,4.500592911,4.936939022,4.484170661,3.264329874,1.833432633,2.585957364,4.190171401,2.392771233,3.724591075
OS02G0155000,0.369594696,0.246717276,0.654996596,0.203430681,0.136405329,0.163514475,0.363130538,0.191894966,0.320523176
OS02G0155300,0.768189481,2.257192328,0.831485922,0.091524179,0.193462612,0.116858796,0.288216762,0.5230513,0.449277499
OS02G0155400,0.788629017,2.840568103,1.074725027,0.115178782,0.20870971,0.14706118,0.268315168,0.575577056,0.565394148
OS02G0155600,0.139412462,0.203604881,0.220071051,0.229995618,0.314412312,0.278026919,0.093715332,0.233409095,0.10516413
OS02G0156000,0.878235252,6.431990211,0.530975257,1.213636639,12.43689234,1.506432767,0.297020886,9.517806566,0.803167891
OS02G0156100,16.31094373,12.66224909,24.68776673,11.66465585,10.81207569,13.72490332,19.99276837,18.43594396,16.60260713
OS02G0156200,0.79189518,1.345747972,2.454981997,0.850654849,1.037958673,1.001056709,1.460947501,1.759753976,1.335797632
OS02G0156300,1.044256856,3.330649486,5.066773013,0.979648824,1.860529886,1.819154855,2.141714073,3.260670695,2.282228545
OS02G0156400,0.689686469,1.365775933,1.425422249,0.446739437,1.368667972,0.583942597,1.154935393,1.787636188,1.394009313
OS02G0156500,0.656424425,1.327692138,2.26789754,0.561739493,2.342815204,0.727433139,1.354817822,2.569429347,1.959104907
OS02G0156600,0.345398309,0.185683218,0.288134015,0.898464782,1.448335124,0.531963926,0.142926994,0.365735912,0.087339949
OS02G0157200,0.089951975,0.249790553,0.164374271,0.146924228,0.113889022,0.064837254,0.117430851,0.245625693,0.101610176
OS02G0157600,30.2456172,45.2607838,36.81042977,42.43374082,33.78514851,73.69647566,84.38123718,66.08831257,122.9110421
OS02G0157950,40.89705464,65.07830609,45.55316646,64.03476798,85.39592188,82.47830233,45.81497413,87.19291456,63.98508547
OS02G0158100,18.90588285,1.130161555,8.377657797,2.450154561,0.395232555,0.944347089,12.04653329,1.060824138,4.302146603
OS02G0158200,20.19954059,1.163502643,8.845293349,2.619543811,0.427426541,0.974630249,12.81847543,1.147234424,4.544316412
OS02G0158300,8.097387103,7.447535817,6.51422285,2.33338778,2.558976027,4.648478575,4.873325281,3.679742985,4.459025427
OS02G0158350,8.958426894,7.901823495,7.203054363,2.64068382,2.915316886,5.250513215,5.423448873,4.218994811,4.732127746
OS02G0158400,24.1833936,25.84462077,37.92899886,20.63487254,20.90160222,22.92867537,31.86411082,27.40006626,31.01652475
OS02G0158500,27.99460299,2.863202894,11.31722039,19.68078417,1.048269978,3.116153659,50.02860937,1.538360332,11.43478758
OS02G0158550,34.26954671,4.996309162,13.32028587,23.01895401,1.063932668,3.415391151,58.22193827,1.754716989,11.03860023
OS02G0158600,14.36785327,17.98239443,7.12163009,17.75714803,17.79591245,15.90773989,16.76896215,13.87806336,14.67668724
OS02G0158800,8.759574436,7.763200771,11.28714139,6.489374702,8.107618952,7.627744853,10.32760938,11.18164694,8.605293574
OS02G0158900,0.30164307,1.7321413,0.53794044,0.216228079,0.407357383,0.309267054,0.144351907,0.118164367,0.107372312
OS02G0159100,26.38908583,34.85672952,25.0614895,23.48945569,38.38296875,15.74068051,17.74903745,21.96463961,11.66076706
OS02G0159200,25.80260837,34.76754573,24.55643603,22.98446817,37.6554951,15.43068303,17.30346948,21.42030664,11.57066124
OS02G0159400,0.0895216,1.069812074,0.735191942,0.413148397,0.070639783,0.305150484,0.292789492,0.411052661,0.350807899
OS02G0159700,19.21650236,95.70087626,50.82139214,18.78241349,19.90636847,14.7244281,43.38252858,83.41477321,32.10291068
OS02G0159800,9.980883816,58.05740446,22.70028525,12.75400708,13.38627518,8.290065438,19.15219224,47.12358445,12.54041465
OS02G0159850,4.118626305,100.6172251,27.61990469,9.740924345,17.36668857,4.665792579,13.91896548,57.10891015,12.3507444
OS02G0160000,11.35709472,14.72026452,15.56131312,14.19170256,17.51925417,13.01727487,6.912750973,12.94300486,8.817770367
OS02G0160200,16.91798127,25.37784464,23.52324498,22.1818673,32.51014517,20.55515733,18.7735499,35.93918382,21.50357692
OS02G0160250,0.966065007,2.707020111,0.889839704,0.577183273,0.256426598,0.281143684,1.052926947,1.171509638,0.334445787
OS02G0160300,0.160320981,2.048670545,1.914092332,0.397024782,0.550136826,0.419672133,0.262248303,0.498923036,0.514619664
OS02G0160400,0.148546705,2.146697907,1.710306642,0.272796331,0.377999849,0.288357361,0.236769616,0.352692635,0.476396715
OS02G0160500,1.935414258,1.975528214,0.524338354,3.280002766,2.301280746,5.061712705,1.20817861,2.013888177,2.856742101
OS02G0160800,1.340120245,3.289313253,0.656103163,4.406588676,2.24479473,2.272179457,2.720394521,2.884627289,1.233196196
OS02G0160900,1.726322162,2.298229087,0.825021972,7.512067568,3.465449661,3.953141327,4.483698976,3.697313733,2.084212932
OS02G0161000,12.28173879,19.68216011,7.850213307,11.15191192,15.43993979,13.10387021,11.51814234,13.99614872,13.31194209
OS02G0161050,2.980646726,3.456765914,1.317069349,3.017536509,4.210960187,3.090415443,2.948022449,3.509730489,3.230309773
OS02G0161100,0.192801489,1.729030889,0.236669545,1.416964768,2.522259179,1.206649299,0.597260483,0.881033262,0.534655202
OS02G0161200,31.22696011,111.6604661,55.88815548,29.60690403,45.80237537,30.62729351,32.91839414,57.09077786,35.12702243
OS02G0161251,6.721594779,22.49941618,10.98741239,6.863989209,10.70396712,6.915424976,7.511895085,12.53195557,8.104936396
OS02G0161300,5.697253777,27.30922279,8.661609168,8.998672804,18.76883262,4.684593342,6.9391898,17.38210602,5.290619766
OS02G0161800,1.165832214,0.286787534,1.389342474,0.18144492,0.124201272,0.162132286,1.341701423,0.212309415,0.437303673
OS02G0161900,1228.813212,4678.83901,1225.041355,1495.520442,11743.33415,1718.566829,1207.838357,5870.617196,1004.666385
