CMZ__PLATE,QHB__PLATE,RSS1__PLATE,SCR__PLATE,SHR__PLATE,X35S__PLATE,polyA__PLATE
OS07G0193000,13.56122891,4.614385092,32.08647484,19.48399339,14.74613251,8.839998699,13.34028628
OS07G0193200,0.860172647,0.245303282,0.76694849,1.729975067,0.522329174,0.096440301,0.208657325
OS07G0193600,102.4255916,43.58550837,33.3988118,78.54112394,76.10845945,28.67669526,31.2000698
OS07G0193701,12.03767762,8.212761807,8.871837036,7.003014134,18.50511353,15.64793732,4.020668349
OS07G0193800,3.271423542,9.471236924,4.515953971,2.580509055,2.359937825,0.835198593,3.036050527
OS07G0194000,146.1203974,360.9258594,254.7231221,136.6449032,139.6345292,232.2601144,209.8854874
OS07G0194100,25.99792476,8.982311629,10.71390703,28.51975673,33.03313841,14.1849445,5.537713696
OS07G0194300,1.205998307,28.60736783,10.48973441,3.447915449,2.563272462,3.236492302,3.620006605
OS07G0194400,6.104440645,7.277712696,1.06436395,13.37836421,13.16217973,1.640955947,4.40888208
OS07G0194500,3.978730364,1.86049823,2.155594209,3.605373317,6.94320747,1.810488138,2.106007083
OS07G0194800,15.47805316,18.32856497,13.55650347,14.12680506,20.69747804,8.480480088,9.097425036
OS07G0194950,2.168070034,3.703208394,2.013466523,2.305205799,3.097559907,1.742960489,1.161894476
OS07G0195100,77.03997,57.59870058,72.53617498,73.18427899,105.6270305,53.98595789,69.15830339
OS07G0195200,6.881848401,8.591790816,4.893791507,7.675654237,5.056939788,3.392668355,3.649799677
OS07G0195300,0.496417656,1.448093065,0.144880683,0.612940275,0.402577859,0.153421482,0.123754891
OS07G0195350,6.075902201,0.885153726,0.954423204,5.421586123,4.474272278,0.384312323,1.98778366
OS07G0195400,35.44248226,56.55910135,38.49761256,45.68002579,46.60830653,21.27843666,30.3036735
OS07G0196100,5.975937795,3.866308865,0.829893515,9.882332061,8.146590873,0.417022272,2.686337193
OS07G0196200,1.713108602,5.520265469,1.86321131,1.455604716,0.539764634,17.65377647,1.633875919
OS07G0196300,5.733901845,9.560245834,4.38089312,5.592803734,8.201819001,2.557908154,4.32936591
OS07G0196900,50.84953416,22.16169922,14.14837364,54.22171671,65.0851792,11.86099393,63.0431738
OS07G0197100,8.207575686,27.24409404,13.6819485,11.30680343,7.187887294,8.599883165,7.400081539
OS07G0197400,9.179065971,2.644318256,0.922890497,10.72496012,11.49534329,0.157417286,4.428352346
OS07G0197500,0.302885121,0.080476072,0.338245291,0.127735074,0.181455141,0.080834767,0.22477522
OS07G0198300,37.26136423,38.48022089,36.70793935,43.40959794,25.79560048,51.59128259,41.31373865
OS07G0199000,1.000666518,2.886879152,1.508363177,1.344175076,1.093015794,1.629036456,0.441482591
OS07G0199350,0.943582009,1.511229382,1.272119439,1.294143156,1.36144132,1.668897851,1.935757659
OS07G0200000,13.70466026,25.48079959,12.560131,9.925774086,12.17286651,6.397664257,10.35659794
OS07G0200500,0.918173287,3.061866349,1.453363737,1.274671134,1.713854931,2.505126092,0.539737264
OS07G0200700,31.86193375,14.18046419,9.136017613,35.79976225,39.151685,14.1538577,15.85531508
OS07G0200900,2.86677125,3.800268924,5.241151784,10.39786527,6.007956609,8.428019284,4.274139989
OS07G0201100,81.07572742,180.1000963,94.26604857,89.13849736,89.48942902,49.7478455,86.95216264
OS07G0201300,3.008080795,0.407292581,1.850497069,0.956063319,1.72269903,2.065351793,0.418477253
OS07G0201500,24.22981501,3.334854765,3.945862284,17.53399015,14.61552034,3.101119968,5.215827319
OS07G0201800,17.2428161,3.958075242,9.162397915,17.74855832,14.79901627,4.007174305,7.194710248
OS07G0202000,2.238086265,0.941534249,1.647759716,3.83461626,2.838238585,0.261941149,0.813521564
OS07G0202100,63.91826361,100.2052097,84.76583303,53.87026919,57.78968254,58.5035136,56.00405577
OS07G0202300,22.70912825,37.85099711,41.01400674,25.15528436,24.64912935,38.79764201,67.15986641
OS07G0202900,27.02026561,32.15884122,39.06577849,22.38681963,20.24703625,21.0715906,29.90619742
OS07G0203275,3.365123067,8.502151341,4.637307126,5.998740676,6.013217342,3.222343391,2.745508331
OS07G0203300,37.93820674,25.2147557,18.88576263,42.96375123,46.42824111,10.72312399,21.02402324
OS07G0203700,27.02418592,21.95963591,21.70667216,23.62175955,27.20023762,14.48233361,16.05132329
OS07G0203800,17.51845051,13.04260093,10.04955063,16.67751162,11.82770499,12.73466309,6.289925583
OS07G0203900,2.81607443,1.699084597,1.095193294,0.637944213,1.697638652,0.333286303,0.632217397
OS07G0203925,2.981212617,5.920691406,2.574228416,2.778311964,3.962629528,3.869046002,2.718917167
OS07G0204100,39.21162728,23.40971675,34.33476108,31.33299907,39.55026995,43.69329628,29.50125526
OS07G0204250,53.35228623,29.58943106,46.5972499,39.44259576,47.08177953,56.38057811,33.1895406
OS07G0204400,18.58617272,29.66221969,2.593520318,38.68831762,13.66662951,2.288802677,25.26391208
OS07G0204500,25.85040959,52.95918386,82.88637672,32.08431591,41.0547212,77.08872264,62.77911922
OS07G0204800,10.33809088,5.559088019,3.083044779,11.67974082,8.36347375,3.068775775,7.726958877
OS07G0204900,29.35214753,24.63634424,33.06841673,31.36183737,30.70832448,52.40868754,24.54502913
OS07G0205000,14.86751716,44.1248637,52.44797149,16.40280247,16.39918228,40.93128328,38.69972366
OS07G0205200,13.69878781,7.256514828,4.404051416,17.59806138,16.40306601,3.147681058,6.201945623
OS07G0205500,19.01673912,13.85567488,23.65758555,12.28849973,19.96932099,11.46424275,15.41679718
OS07G0205600,20.57644901,15.71681738,26.57310831,13.19953905,23.17868878,12.86828638,16.8692173
OS07G0205700,16.97808868,6.881688003,6.059351654,18.76495395,12.16204993,11.29329267,7.264100274
OS07G0206300,3.023389286,4.264118267,3.820953825,3.87450566,3.68074318,2.690752627,5.05494043
OS07G0206700,92.76175819,110.164793,109.1290074,83.68573524,114.5115442,46.91110034,110.315278
OS07G0206750,3.894951418,6.881195755,6.435042792,3.325426731,4.937194867,8.828422161,5.696665317
OS07G0206800,15.00667332,27.3057631,25.73595051,12.72710044,19.45360419,35.22433119,22.45355752
OS07G0207100,8.69306134,29.65251853,8.206437801,6.203041997,10.24159449,4.94503154,4.304712673
OS07G0207301,118.7865537,138.8289695,167.2963455,77.4751588,98.61792836,57.71919933,122.0748585
OS07G0207400,75.56848198,83.13429783,99.84338739,39.9165357,52.2599079,34.80765671,79.88236212
OS07G0207700,3.022127375,5.269859583,3.845338516,5.245459045,2.946938975,3.515101701,4.483793082
OS07G0208000,182.118118,298.0510092,294.2963901,223.0353966,234.191669,143.9663208,409.5712554
OS07G0208100,4.934562851,0.960960533,0.435531184,8.44682345,3.547512895,0.40569275,1.669117527
OS07G0208500,283.0762807,325.7000677,321.5939124,235.8943603,301.5389277,149.360249,218.7901841
OS07G0208533,399.6656801,542.8946937,548.8070206,363.7303749,380.6728127,210.3227727,264.3882216
OS07G0208600,30.8261651,10.20294595,12.14563732,27.26645113,28.40459124,19.39934652,11.29944974
OS07G0208700,30.4086044,10.18528365,11.57508195,27.60411616,28.03862694,18.96138899,10.74273016
OS07G0208801,20.4162864,8.590029442,6.140548733,12.86868442,10.76411878,5.147000088,12.76185586
OS07G0208900,8.146126659,19.49834383,10.56282895,4.117588531,6.643479561,3.525253526,5.161575407
OS07G0209000,37.22936106,134.9356923,125.6486769,46.49847373,25.60545313,87.49323842,92.16303564
OS07G0209100,30.2243078,19.8885123,28.47233053,42.05891988,72.79857279,29.74388768,11.7015924
OS07G0209201,34.05169723,21.89210949,31.34450157,44.70026418,77.30347406,32.61737809,12.61646957
OS07G0209401,5.383583521,1.678833921,0.598212536,4.083403594,2.829072857,0.631780784,0.863260331
OS07G0209500,3.49455542,1.960047903,0.400445826,5.392154782,3.542505208,0.406082208,1.245199904
OS07G0209800,47.82771327,23.22762299,17.28522963,30.28227252,51.73547934,13.6803375,18.70497135
OS07G0210000,3.186674121,1.081643975,1.410941076,4.721295856,1.69147866,2.33332199,1.41540698
OS07G0210100,9.918237159,4.257983606,2.429674995,14.4097171,10.52796268,2.135209889,7.887535375
OS07G0211000,1.517973665,0.578134725,0.342457371,0.50513576,0.826618081,0.856069171,0.983699781
OS07G0211101,18.07534219,16.45887874,7.33480639,21.96648439,18.59869471,4.720137901,7.37206561
OS07G0211200,68.08073983,49.47517932,24.66921761,95.71218434,99.52558557,15.97201892,25.02443453
OS07G0211400,12.14088351,14.69052342,11.52872437,16.5559361,11.27161985,8.692587482,12.41417679
OS07G0211601,0.355458065,0.110319629,1.01756744,0.825427154,0.577324702,1.175560465,0.672176216
OS07G0211700,0.924367696,0.522538857,2.980329047,2.798781502,1.708551308,4.116119923,1.569237549
OS07G0211800,43.30860706,19.09920755,18.92891705,40.84504645,36.76322098,11.90840128,30.00098147
OS07G0211900,13.17339358,10.58837833,7.2935961,13.52348338,18.61709247,8.322758915,7.075763491
OS07G0212200,0.634477235,0.346266763,0.201693362,0.532746248,1.504157883,17.52958096,0.242463778
OS07G0212300,1.479579233,3.948195104,3.381766279,0.817566041,2.673324835,0.393434866,1.450373169
OS07G0212400,0.220551071,0.08055847,0.059158494,0.127865861,0.181640931,0.080917533,0.048877308
OS07G0213300,2.038681939,1.938194358,1.479727133,4.179486008,4.471585178,3.706369148,1.189335277
OS07G0213400,72.8569237,43.84578387,30.56403653,57.42774374,66.61703975,23.58996695,35.7866598
OS07G0213500,146.6653075,37.94064339,13.306827,141.9087123,155.8296729,13.28194911,38.36962204
OS07G0213600,0.631186725,31.80055872,0.474909479,0.623372665,0.88553732,0.271027735,0.29728273
OS07G0214300,2.945863526,1.011599659,4.880385221,1.675452011,2.391055718,5.871099024,2.171497748
OS07G0214900,0.281830031,0.175361306,0.122841259,0.278340989,0.39539965,0.121016099,0.10116962
OS07G0215050,0.404417081,0.251637865,0.176273277,0.399410418,0.567385852,0.173654231,0.145175169
OS07G0215200,36.22164452,15.0763216,8.316846609,52.33121262,42.63717348,4.713259124,17.99856228
OS07G0216100,2.059512699,0.312630885,0.998585936,1.356216973,1.168495332,1.494184161,1.567859412
OS07G0216600,1.713513854,5.025461826,0.316626702,0.547729491,0.778081768,0.238139867,0.195569658
OS07G0217600,1.425949799,0.866982421,4.365035546,0.792504832,1.586096556,30.15958462,4.80789339
OS07G0217800,2.920769581,2.329830041,0.233466973,1.725119099,0.67139572,0.381233582,0.6700701
OS07G0218200,0.404352521,0.195655556,1.047300416,0.499264968,0.800726518,2.821534414,0.226547155
OS07G0218700,1.960386938,0.645756723,2.196062459,1.268498319,1.042589352,14.15271747,1.026802799
OS07G0218766,2.431097472,0.800810037,2.662964445,1.573078762,1.29292656,17.09136544,1.199126208
OS07G0220600,15.12602821,5.583705189,1.505425238,21.04590461,16.56701557,0.842104211,8.701613573
OS07G0221300,2.667251609,1.713484964,0.238836243,1.017198861,1.999309096,0.170887548,0.459180751
OS07G0222300,49.27568494,97.23248268,82.54969963,50.89113017,48.04525846,50.18561115,69.07429992
OS07G0222700,4.129365022,10.21036271,9.306600761,5.294591983,2.824754493,7.160567837,7.324272011
OS07G0222800,42.96069414,103.6092833,114.7049958,44.32960968,45.16439942,68.29812157,109.5435915
OS07G0222900,1.391451363,1.197298278,0.432637437,1.942722244,2.297689449,1.339748816,0.82595385
OS07G0223100,176.9811437,273.5362066,242.5083661,177.7866345,202.3089569,143.7253955,247.3312259
OS07G0223400,164.937344,350.7789037,272.9203002,168.406412,172.3702356,189.0137319,274.0360181
OS07G0223700,9.80204086,9.082616116,6.280758871,7.263853248,8.519966807,2.006904095,5.603604967
OS07G0223766,4.863817159,1.851454711,0.258415392,7.024728442,4.904362824,0.277578534,3.62905214
OS07G0224000,96.70403413,179.973581,164.6730021,117.6572368,93.54528243,53.36734129,180.3670502
OS07G0224066,92.66919442,210.1377555,208.6417355,134.2410063,94.50629576,64.62226908,193.4592644
OS07G0224900,6.136418232,17.00375919,15.89102026,8.519035054,10.71336682,11.68468488,9.459269229
OS07G0225000,3.050895528,5.300340046,6.429692798,1.379410388,2.102607037,3.952274701,1.836524127
OS07G0225100,5.218351467,7.516173726,9.179447237,2.090771015,4.144853049,5.26172657,3.43203267
OS07G0225300,22.9036057,22.80295401,36.7213254,28.3389722,27.4759833,29.4562903,21.02938643
OS07G0226200,10.36855134,8.444216783,7.031732716,12.05965166,2.495416414,10.38437422,7.987707328
OS07G0227200,8.932167623,1.64165351,0.400242814,4.760261018,4.169225983,0.224737709,3.408437669
OS07G0227300,0.915706936,2.323935295,1.380848921,0.385637589,0.432882225,0.408052234,0.246394945
OS07G0227400,14.86626554,20.83046318,9.85792321,9.499130864,9.179253099,13.0259565,11.58228249
OS07G0227600,19.95016321,19.13935787,15.30135279,13.04030698,18.9519774,12.72188767,9.30523564
OS07G0227700,5.397718253,4.118781993,3.925863821,5.810330602,4.673417656,3.437927519,3.110223649
OS07G0227750,8.691358302,10.26200302,8.053482441,12.84556713,7.418309866,10.71220964,9.534767785
OS07G0227800,21.35196338,17.32168045,14.47733058,22.79831794,18.8245687,18.45663866,16.57512035
OS07G0228000,19.70918533,4.623806849,2.009454761,22.37535561,15.53508987,1.219183931,6.633987835
OS07G0228400,0.817399947,0.961884425,0.281518932,0.446354989,1.608984322,0.639703721,0.166103873
OS07G0228900,0.72550193,0.423260758,0.120622395,1.476006915,0.180104206,0.144315407,0.181952384
OS07G0229100,1.206756714,2.055392542,1.48396206,1.250649125,0.539052841,1.833367765,0.692688414
OS07G0229200,0.670259797,0.517176924,0.356928238,0.832567343,0.516518721,0.274846377,0.104397275
OS07G0229700,4.774795169,10.6038066,6.116209011,6.047123529,4.801269342,1.384815686,3.915530495
OS07G0229800,5.359455119,3.026455011,1.470897005,3.58029408,4.237782791,2.30939172,1.622727631
OS07G0229900,49.14401509,86.86058348,84.36674971,51.69727879,62.12377912,52.4200634,116.360467
OS07G0230400,36.59846363,33.9491266,20.52862655,45.01480219,35.89130733,11.19632349,16.46594311
OS07G0230500,9.631155896,3.528535909,2.4561084,3.444769433,5.556927542,0.58219612,1.066891167
OS07G0230600,1.927135825,27.78323589,3.43614479,2.120815067,0.923972099,6.02599562,4.594235568
OS07G0230700,2.062196349,11.03377198,14.45924677,6.886246441,8.36186433,13.662083,9.750743429
OS07G0231400,5.442533522,21.35060195,12.86325968,4.492783445,5.409646827,19.12148759,7.468577117
OS07G0231500,43.48496195,10.55936792,4.187640097,47.63712606,47.20373653,3.53364488,12.17293183
OS07G0231700,17.45467235,18.82136443,10.33256008,23.12147275,24.97392993,8.166274935,10.53221683
OS07G0231800,16.04984804,6.952461564,2.707721071,14.81469035,15.95979964,3.792720347,7.308327663
OS07G0231900,4.985564476,1.380660092,2.35285193,3.54352054,2.821571679,3.374917494,1.688878123
OS07G0232200,41.89407755,39.25981464,37.33772583,32.64669357,46.25154841,41.58209593,44.99699698
OS07G0232300,4.058128899,2.963215483,1.025471579,3.714143165,1.371252064,1.052148692,1.518830314
OS07G0232800,9.107388327,2.237611054,7.575056487,9.445698267,2.687961252,25.83102535,1.703197542
OS07G0232900,17.06799973,7.320004889,15.02521513,15.37105624,17.27392852,14.78185585,7.584652464
OS07G0232950,23.3440674,12.98882835,15.22299987,27.22012936,13.55419042,23.32338613,5.190895276
OS07G0233000,13.40737521,4.791097242,12.87325848,8.738054894,14.24354331,15.6286226,6.803178004
OS07G0233200,4.298187717,4.567619555,5.481724786,4.566881276,7.002357608,4.553836725,4.063310318
OS07G0233300,20.78926432,24.03230929,27.2357076,20.74504816,39.20313712,22.03668888,19.24103176
OS07G0235700,1.817999183,4.823050776,0.607356547,0.562234961,1.852420342,0.238329887,0.741949565
OS07G0235800,72.33248461,49.8653143,36.58033248,72.18136058,84.60923152,21.19103796,41.56060798
OS07G0236200,156.1088477,31.91697856,7.190015139,183.7429682,179.9468772,4.301413076,27.18183385
OS07G0236300,94.41595358,19.67015652,6.026255212,80.96776256,89.94481971,6.828226239,16.78025145
OS07G0236800,58.05653839,95.79606577,108.6411288,52.44815023,33.20520776,116.7375875,87.0663719
OS07G0237100,4.955434948,20.90833497,15.95946985,5.360127708,1.866690301,13.93105586,10.74589301
OS07G0237700,1.529948242,0.53280028,0.898775034,1.718026535,0.892966324,2.027815991,0.753998492
OS07G0238700,15.13608513,4.853108899,2.259570222,19.57621028,20.32988495,1.706641945,7.137035843
OS07G0238800,2.874944501,0.490698417,0.253611444,1.168475242,1.320316579,0.188373831,0.891412392
OS07G0239200,2.727332465,1.401638381,0.981039471,3.025874345,4.123661531,0.535388814,0.916151534
OS07G0239400,103.2684942,115.6641346,107.0736815,113.5417121,100.9230636,93.1660618,114.1808635
OS07G0239500,7.182712794,7.059897991,3.859368978,2.593149649,1.99935252,2.095134758,6.816339047
OS07G0239600,2.302695665,2.366687463,1.43632757,1.857496866,1.323259576,0.676815015,1.196461759
OS07G0239667,2.989340917,2.195253182,1.78255855,1.038345865,1.597577308,0.627201848,1.148877003
OS07G0240200,0.237534892,4.68332373,0.103534336,0.234594222,0.333254808,0.101996036,0.086033416
OS07G0240300,27.2571632,27.25052192,34.57085241,24.02177087,25.55674632,38.16162954,22.88712675
OS07G0240400,2.837611584,30.54842826,10.73461711,2.70636836,7.052193799,10.57200484,4.956286816
OS07G0240600,0.996449459,22.05055908,1.89741349,1.950535429,3.174941699,2.024365784,1.165131032
OS07G0241050,1.670039036,0.737848736,1.12310103,2.490705185,2.585437321,0.146613563,0.394556997
OS07G0241500,17.30405313,7.215823982,10.45611764,7.374927912,10.57510811,24.15610368,8.800322096
OS07G0241600,8.512342223,1.017406925,1.481498912,1.819044677,3.033932327,2.485437506,2.212137105
OS07G0241700,6.956729509,1.938636127,3.754357977,8.919757578,8.286788559,10.00850076,3.511478187
OS07G0241751,3.41444867,1.299081723,4.231832486,3.216706132,4.86257062,14.642541,3.060278668
OS07G0241800,15.18939398,6.094915353,12.14202997,16.62063833,17.0213256,14.73634028,6.407522292
OS07G0241866,17.05884555,7.973495257,14.09153246,22.17093798,24.45788871,18.96175639,7.417767329
OS07G0242400,2.154337783,3.923726784,2.171708573,2.116538444,4.156126114,1.069007245,1.402454131
OS07G0242600,9.151807734,5.692440926,3.707378799,8.193652863,12.30943593,7.146129321,3.642342892
OS07G0243100,16.96695481,31.24998813,29.96787865,21.73555122,24.94670891,16.53089943,32.99231575
OS07G0243150,1.759383398,1.441640233,2.562158566,0.750795535,4.218536382,29.07634515,2.8838159
OS07G0243200,2.09511284,12.87317905,6.712322181,3.064265513,1.85714835,0.59955199,3.971138775
OS07G0243800,0.886447488,1.21492426,0.243870699,0.552576655,0.784967447,0.240247299,0.197300363
OS07G0244100,0.491377231,0.305746526,0.214176599,0.485294005,0.689388509,0.21099439,0.173276743
OS07G0244300,5.078421989,6.743534978,5.927754207,6.091013384,6.560103922,6.659691275,4.53586167
OS07G0244350,6.316963796,7.188466676,6.327087244,6.397736176,8.141406061,7.643048474,4.841130523
OS07G0244400,0.566340833,1.149797295,0.825659666,0.343549707,0.700768693,1.760779428,0.576073876
OS07G0245100,21.44038432,21.0467293,46.61287044,15.86622102,24.42387424,29.30322028,42.27057975
OS07G0245200,8.517859968,17.61626048,13.96049507,6.882192227,6.910018832,19.45212572,8.172314301
OS07G0246001,2.932494622,1.777467908,0.430166828,5.734135504,4.497472297,0.224814132,1.222373842
OS07G0246200,438.8952202,1090.399466,1187.518505,469.8933257,483.3476207,802.3516776,1249.90944
OS07G0246300,32.01111735,153.5315349,74.8652837,32.50695935,32.13075046,48.62623903,49.11356714
OS07G0246600,7.478745309,11.48523594,7.316868559,8.351855534,11.18959623,10.54743083,5.207618623
OS07G0247100,5.801989303,2.666735784,2.294048664,3.778913577,1.286960725,4.237352174,5.197449345
OS07G0248100,0.130625824,0.086825309,0.03812346,0.511196529,0.370841396,0.065738864,0.103172371
OS07G0248800,28.93664109,13.67145518,11.17153311,34.50187591,20.10749839,14.39173901,17.52113458
OS07G0248900,11.27846333,5.910878822,3.179508228,5.925452888,7.924661548,4.05995821,6.55654215
OS07G0249100,9.202839611,4.44621225,3.411116947,7.713626807,9.271571282,3.276398472,3.883632459
OS07G0249200,12.35937631,61.1984209,31.21532745,9.988241185,15.45073564,24.92650876,17.70672287
OS07G0249600,6.563275612,25.90253605,13.10550722,7.369658481,5.160049605,13.30620902,8.498313837
OS07G0249700,63.9149316,42.01508329,61.07096275,65.11128224,57.9260191,89.23959784,44.31048603
OS07G0249800,0.357197008,0.22225642,0.380219832,0.352774926,0.50113741,0.330991338,0.238168606
OS07G0249900,0.829635199,0.740204296,0.62282364,0.508340532,1.197033888,6.12505998,0.284116198
OS07G0250300,8.162844452,4.260170848,4.577439238,9.534945956,7.715707714,3.089748777,7.847317415
OS07G0250900,3.015484689,3.555919671,3.705713735,1.367961342,1.674137306,6.415606758,1.527966555
OS07G0251200,2.898251267,5.378170929,17.85331696,6.499122929,8.31983715,26.59396861,7.724217301
OS07G0252000,25.25743327,53.17074819,44.8349867,34.18542027,31.35263147,40.16083095,29.92671139
OS07G0252200,1.314216788,0.770912957,0.801762356,2.859941022,1.220262101,1.190968271,0.592674973
OS07G0252300,1.717104256,0.805713738,0.878940715,1.897381926,0.865764451,0.827872599,0.597142667
OS07G0252400,242.6808148,122.5189697,129.6614549,208.0107005,244.0090678,57.00802812,104.4930908
OS07G0252800,9.629845633,15.31863096,2.100959863,3.650904764,10.17746902,3.567636793,3.774409316
OS07G0253000,4.815791498,6.844002536,1.885857142,4.186615653,2.153331913,0.507233479,3.18666598
OS07G0253100,3.931378553,0.74181208,0.273597275,2.220009684,2.731221256,0.192521494,1.549035752
OS07G0255200,6.708000647,1.564697855,1.052970171,4.71884659,3.059019122,0.75288432,2.012943101
OS07G0255300,13.36150037,13.98052151,9.179471937,22.23282925,7.986593612,12.86543334,9.195449093
OS07G0255900,1.721438668,1.521610693,1.520983818,1.889104733,6.078366211,0.363548114,1.057667072
OS07G0256200,1.699311994,3.472210118,2.755609481,1.262956976,1.457627456,4.131951096,1.737422914
OS07G0256700,9.586283926,3.801920529,3.587545785,11.11591985,12.08665382,0.334454486,2.668353162
OS07G0257200,13.21299589,3.038966239,41.48018946,15.69993747,16.33406467,28.33801951,18.3533507
OS07G0257400,11.20493746,3.897040811,40.91504446,16.70847893,18.13456804,27.22316041,13.66531731
OS07G0258000,1.828423138,4.20581404,4.823479081,2.673894337,8.008461707,6.398213674,2.427378347
OS07G0258100,15.65087186,5.439711617,1.460395199,7.999683785,9.515267244,0.653777294,5.109878022
OS07G0258400,89.72715467,13.18769177,17.3206407,89.64028873,89.5043138,12.63514218,16.08968745
OS07G0258501,65.58984275,9.378108924,13.10844906,74.44622895,53.07633871,11.28273764,10.34075297
OS07G0258700,11.13697842,12.98514817,9.813531834,12.00160153,3.770478949,11.59829315,10.97483083
OS07G0258800,2.867003061,3.044387627,1.828445028,3.559423266,4.48371345,1.94143529,1.651420228
OS07G0259700,9.393352273,29.39148552,17.46337,16.51678396,11.2990958,15.13034497,12.04415027
OS07G0260000,3.552242199,2.802827973,1.436669278,2.704088963,3.77701808,1.872168906,1.221913062
OS07G0260300,3.16011933,2.843825754,3.748692067,4.007284983,3.264550436,14.5489385,2.926664829
OS07G0260400,2.206412687,0.864353876,0.417594328,2.466008122,2.316763506,0.243462522,0.35629206
OS07G0262200,53.162125,89.75747984,110.041484,48.41445967,49.79347503,61.43052907,105.4927381
OS07G0262800,0.886136695,0.103207835,0.134138873,0.627558483,0.499454731,1.969240228,0.149894385
OS07G0264000,16.5309275,3.214933584,0.961603311,20.24783767,10.42543353,0.54370378,7.338429854
OS07G0264100,35.84995643,35.43170712,55.3824836,35.69722962,50.3564664,42.37470577,51.29964226
OS07G0264800,9.240380454,5.557338106,3.782805926,7.388265157,5.771724679,6.846836801,2.562790431
OS07G0264900,31.4396712,13.69315589,6.170283867,25.3792293,24.55972221,7.38810538,15.99097999
OS07G0265100,3.509351682,2.328221923,2.175300387,2.998342187,8.670375156,3.812085983,3.989340299
OS07G0265600,23.42966724,21.14445216,12.30181413,31.9155918,21.94063884,6.791288842,11.1105755
OS07G0267200,1.727531203,1.95248922,0.980430319,3.623099915,1.897618695,0.483985699,1.481150073
OS07G0267300,5.912913822,6.240424788,2.947948275,5.949783891,8.698933331,2.245840446,7.157245089
OS07G0267400,13.51364813,19.80082548,13.80618213,17.75507895,12.09539829,10.42057609,8.335067706
OS07G0268800,1.50847608,1.611186967,3.54505412,2.14955351,0.773394426,14.2981828,2.457342212
OS07G0270900,23.20738453,34.6280354,34.31737382,40.53407862,22.93834678,25.98088708,34.22886328
OS07G0270950,10.27569046,5.749470537,4.296017636,6.146585117,9.679148502,2.813118932,4.248916435
OS07G0271000,1964.441159,973.8326666,280.3223028,2053.804504,2016.891356,71.31328929,8.841619878
OS07G0272400,6.219984317,11.24658568,6.014530603,5.054836395,3.915839646,8.247078209,5.571611232
OS07G0272900,2.650300602,1.484436797,0.801569291,0.906383717,1.672264669,3.940563342,0.859790969
OS07G0273000,2.623502617,1.548525666,0.836176134,1.270677679,1.744462794,4.607417635,1.263227966
OS07G0273301,0.879905062,1.355248471,0.327342793,1.050942215,0.284755446,0.679594627,0.36967271
OS07G0273600,3.844111945,1.68739324,2.334266461,2.392051077,2.703523474,4.709093129,1.254300464
OS07G0273700,1.383447474,2.28000739,0.98983087,1.309270277,1.162866428,2.599630148,0.950308199
OS07G0273900,4.146236537,2.493353175,3.551151289,3.061021821,3.117998632,5.264035891,3.354748888
OS07G0274100,7.797765316,4.280359997,3.076792011,6.426091577,6.190276391,4.219725349,5.186423022
OS07G0274700,191.8595175,203.0049252,195.7582343,223.0553039,234.6877853,100.4171052,298.2613597
OS07G0274800,8.896689763,17.97906816,12.93957705,8.428740162,6.615883524,17.68474364,12.51511592
OS07G0275100,2.846351727,0.703743875,0.52099997,3.942889216,1.630321281,2.391357897,0.865638188
OS07G0275300,8.971826836,8.941126564,11.03933282,11.90310509,11.21472315,11.85616406,11.15341366
OS07G0277200,2.881551462,3.13767311,0.987378794,0.51962132,1.802467598,0.56594375,0.885496181
OS07G0277600,4.596973201,1.639703972,0.971009293,5.584493578,3.430048965,0.538770893,3.310465111
OS07G0280200,16.30087502,21.22176504,17.30241195,14.26188921,13.12132931,10.0913819,10.4108051
OS07G0280600,17.00450992,21.47852258,17.76819588,13.64352901,12.2618706,10.31193746,10.60770366
OS07G0281000,7.522536637,20.38201694,15.55062532,6.529037413,5.149179232,16.42523098,10.21961339
OS07G0281700,20.54744275,4.424358565,19.94000053,12.88867053,6.593553255,9.960926186,8.003600152
OS07G0281800,84.85255552,15.09872339,70.46360183,71.60323752,55.44007071,20.2923964,48.61453589
OS07G0282300,12.9622245,3.822375138,17.22029138,13.07386305,13.60900656,5.89030642,10.54238394
OS07G0282401,9.214008158,3.776114408,16.77447414,9.128643694,15.20820918,5.323595526,7.712459693
OS07G0282500,2.595694831,1.702615483,1.396541871,1.420006126,6.150809397,0.72257193,0.909424072
OS07G0283050,0.183612402,0.114247976,0.184536659,0.392210573,0.552881398,5.256458413,0.123135463
OS07G0283200,19.80405963,28.0872027,13.32712223,19.48644922,17.41252424,9.037965312,13.72322648
OS07G0285200,3.880537903,2.193041841,2.763212735,4.209272112,2.836854531,2.265366102,1.857818612
OS07G0286000,7.739299729,1.493927729,1.143069127,4.141498838,9.447757357,0.683416713,2.690369157
OS07G0287000,1.023129297,3.776522192,1.885777226,3.543458115,1.303894419,1.055873827,1.498748412
OS07G0287100,2.157842238,1.681433971,1.189660671,1.157687727,3.772376031,5.395699334,2.074680066
OS07G0287400,140.7207527,31.1797931,618.3861093,103.156743,116.0997843,848.5938901,550.7120876
OS07G0289400,11.35558804,10.78298967,6.839636019,15.56850304,12.28137259,9.017329763,9.181900265
OS07G0289600,6.290930079,3.165153456,1.858581701,7.359391126,4.577083803,1.581669117,5.176985994
