CMZ__PLATE,QHB__PLATE,RSS1__PLATE,SCR__PLATE,SHR__PLATE,X35S__PLATE,polyA__PLATE
OS02G0503100,2.538387636,0.850996797,7.812288173,3.44614997,1.668318468,15.99002999,2.098192356
OS02G0503400,356.8071177,224.6665118,211.0098579,330.1057892,291.2286417,85.68546125,360.3855062
OS02G0503500,0.591228956,1.328082136,1.573984017,0.981054749,2.384824862,2.784119452,1.839492481
OS02G0503700,4.281162731,1.599098747,1.482486096,4.148289451,7.644446651,0.417295591,2.323102712
OS02G0503900,159.5898633,29.14927806,133.6255941,160.8903206,155.625785,125.3227738,80.6278243
OS02G0504000,26.60279402,4.698915796,5.502513826,23.78626605,17.65323063,11.6920721,6.411203958
OS02G0504050,3.333963414,0.799367991,0.328337181,1.682837153,3.645455251,0.283508494,1.230084996
OS02G0504100,5.015850511,6.16450488,4.672868965,8.656748699,5.104592915,5.294821389,3.668513963
OS02G0504500,164.9024443,185.179246,153.4139572,187.3718502,151.1986134,125.0558673,133.5432755
OS02G0504700,1.701534933,0.736158331,1.068214922,0.517468193,2.064923501,1.070567337,1.711095609
OS02G0504800,0.305921953,0.190351869,1.608323447,0.302134655,0.711462883,0.576905365,0.520750879
OS02G0504850,0.376332562,0.315028737,1.721537575,0.371673583,2.195548828,1.086632161,0.509918094
OS02G0504900,74.64343435,39.28253661,40.61829628,72.59602286,81.97358292,36.63932841,73.18164607
OS02G0505066,94.91291493,51.88989499,51.81247081,91.04450107,107.5007529,46.44527812,91.50176279
OS02G0505400,2.406765295,6.492994506,4.180018089,3.543824986,2.631674388,5.276098458,3.582318768
OS02G0505500,0.369370226,9.400346503,7.809046434,0.545263896,1.814125776,2.231476213,1.467610521
OS02G0506100,25.02504959,11.34903228,16.1486785,27.39915039,25.65583347,6.611276725,8.062662578
OS02G0506400,1.534456649,2.570054017,0.730501321,1.776788912,1.458485336,0.345979654,0.319172677
OS02G0506500,24.31405627,45.02115408,37.29109281,28.34959719,27.43563054,27.36632864,36.52044304
OS02G0506600,11.51755384,2.803859823,19.80789328,12.64515437,14.9149137,40.94169465,20.43717593
OS02G0507100,0.96883754,0.353877538,0.699302813,0.561689613,0.797912937,0.383482987,0.25744561
OS02G0507400,21.38481801,11.52962348,4.524841166,40.717536,37.87370724,8.443229737,13.84547419
OS02G0507600,0.699850645,6.919168247,2.158366315,0.773919089,1.421296865,1.434103687,1.129425023
OS02G0508000,24.12212721,58.72785045,58.90414779,23.0177447,30.90091798,39.91295653,47.09603964
OS02G0508100,34.89998403,54.30431117,36.84501971,33.35668973,12.02983894,26.71173812,54.22304798
OS02G0508500,1.304576435,2.555612279,0.532344669,0.878267536,2.095748574,1.472533131,0.716472901
OS02G0509500,34.74854696,18.37120001,27.28205475,40.40936136,30.07302662,21.05893974,35.77197624
OS02G0509600,3.89700455,6.046389196,0.958374142,0.553893196,4.340479537,0.622185678,1.18370741
OS02G0510000,19.25143131,17.81151963,16.6697055,15.29839998,16.68202795,13.73296189,15.68026075
OS02G0510100,59.17350148,50.37173582,47.33553477,49.12733986,37.3788405,29.4475112,92.26148705
OS02G0510200,27.70077632,106.9344748,114.6406918,18.42106032,26.5026025,116.0652133,53.91612528
OS02G0510300,12.20743101,15.18683715,10.18344516,14.56805725,16.71695272,7.77772473,7.700145386
OS02G0510400,2.4144173,0.983623747,0.571603868,0.799980031,0.760297042,1.128359358,0.364036135
OS02G0510600,15.95463857,13.82860788,7.362069712,13.68226503,16.51215852,5.936937588,6.46633809
OS02G0511100,0.571658659,0.387769248,0.434919618,0.705842372,0.768479073,0.563351507,0.213242452
OS02G0511400,26.61673257,8.077944717,22.21383124,29.62561759,22.51412183,7.380834729,13.33832423
OS02G0511500,81.90903456,89.44406741,89.61743611,93.64737443,79.92974897,50.77539781,38.62561524
OS02G0511600,2.509844104,7.853420086,0.557369245,2.229202387,1.31086772,0.301371767,0.782475424
OS02G0511800,12.12677563,31.62943651,19.31688436,14.9893651,12.9297988,10.21621883,16.70867876
OS02G0511900,5.355997196,5.478114149,3.568693778,1.879116112,4.411132929,0.93294408,2.043115129
OS02G0511901,6.152364943,8.182062489,7.976761053,7.677974422,13.74350147,1.557944345,4.038352061
OS02G0512000,98.53801934,25.5968365,93.28906572,129.8069379,142.5789568,61.94397039,147.1547497
OS02G0512300,10.80651518,6.911597161,3.870475839,10.09688755,13.36421379,3.139471294,4.731549797
OS02G0512400,1.956159697,131.9393746,9.250647321,1.97133448,2.682152589,0.835676781,4.607365262
OS02G0513000,30.36139935,29.13302142,24.73083989,32.91434202,20.90355172,21.98496751,20.12099409
OS02G0513100,0.242857376,0.203296394,0.155416513,0.239850814,0.340722106,0.616909357,0.117819378
OS02G0513700,0.231038484,1.820941458,0.059114885,0.200209518,0.19027813,0.058236564,0.047826116
OS02G0513800,2.273645035,2.285988785,0.542903041,0.904147204,2.88572588,0.216211928,0.675320954
OS02G0514326,10.10246885,6.732027101,5.681210363,13.18856643,15.62499087,10.39526136,9.055228538
OS02G0514500,18.58168336,12.54195507,11.50073089,23.93688979,17.80447075,23.79202914,17.98888071
OS02G0514712,1.387539588,1.29502361,2.382242322,2.013056614,6.083974615,4.161711914,0.964194331
OS02G0515000,31.61278096,13.08822964,8.372084411,29.08621117,32.5327831,5.502742373,12.1595702
OS02G0515100,1.859540561,0.816066606,1.239336598,0.807461754,2.001246161,2.706107375,1.354203409
OS02G0515125,2.321017413,1.166996011,1.374569564,0.494284202,2.861832932,3.399208662,1.676265892
OS02G0515150,1.570248377,0.49567057,0.508509084,4.096086743,2.186614207,1.231039269,0.568792408
OS02G0515200,19.53523465,5.282889003,7.585161624,22.28596786,13.9319045,17.90446174,10.51915786
OS02G0515600,11.21164816,41.70659482,21.95082281,15.25301399,20.90950489,33.38184399,19.58140582
OS02G0516301,5.200030364,6.288742183,2.696982202,6.936280991,3.000727808,3.715761575,0.909340411
OS02G0516400,5.795341953,1.883297461,1.432319758,4.772670445,3.085015671,2.149456097,0.508251241
OS02G0516600,34.76701174,32.23575635,30.99495211,41.72375804,37.81849678,32.09939339,28.35779234
OS02G0516800,20.08673215,7.24529437,13.18979427,18.88230749,16.91517911,8.243411155,4.998528573
OS02G0516901,8.774528752,4.755583702,8.391615468,8.747278079,10.41414711,6.571239096,2.549570321
OS02G0517300,21.13322222,19.06146917,16.3429667,17.2339412,23.92714728,16.34518978,19.13456947
OS02G0517333,0.488802113,0.77399802,0.461063119,1.494365065,1.040028557,0.396571939,0.433373411
OS02G0517531,129.319822,60.15361086,59.81110219,116.2779156,127.1412782,43.63573876,55.33384756
OS02G0517700,3.517644707,0.996125361,4.560052086,1.175948113,6.92140051,3.887502044,3.86926386
OS02G0518000,0.251054416,0.455682742,0.354173591,1.631809779,0.352222322,1.310142595,0.378285202
OS02G0518100,41.1561397,68.01479953,28.7440912,26.36891298,38.26994956,17.93160286,27.76709688
OS02G0518400,5.002982124,0.947398446,0.566256573,8.391323035,4.443231054,1.226885058,3.27139227
OS02G0518500,1.970935133,1.182842554,0.660090625,3.563856813,2.581249043,3.264387237,1.632494757
OS02G0518600,0.77933692,0.507635413,0.564898165,1.231735856,1.701453399,0.951353162,0.286669489
OS02G0518800,9.954294279,2.841931359,0.79010615,8.98219292,6.955714439,0.491372659,3.336993319
OS02G0519300,16.51261189,7.334374818,5.108035881,20.34783413,18.12199889,4.112936172,8.245712149
OS02G0519700,602.6638881,199.5870122,179.3469106,680.5274812,660.9462792,150.9398477,1198.370109
OS02G0519900,228.783332,367.7650218,375.3455534,217.5065146,236.7998759,280.4608713,354.7146977
OS02G0519950,241.2298285,388.4817778,393.1673567,229.8567941,250.2456555,294.2030093,367.1188234
OS02G0520100,18.36070998,5.706185315,9.725120187,17.13977665,23.40014269,5.723441573,9.840917432
OS02G0520750,15.20390084,40.30321304,40.53249028,17.19198849,12.37399307,36.22560409,29.14160727
OS02G0520800,59.92706614,158.6964593,161.5113737,63.74902297,82.54794566,138.908222,144.9545704
OS02G0521100,2.895067906,1.693588975,1.522074312,7.492097946,2.568736451,3.708203124,0.850166966
OS02G0521300,75.75216087,25.89456435,27.06294451,80.40444095,81.6932265,22.77106108,37.89476477
OS02G0521700,5.195556028,6.323309003,6.235906669,7.948687142,4.41596165,7.311310348,5.149207196
OS02G0522100,4.425053769,3.493142313,2.08176344,4.256206743,3.312446975,1.561564992,2.129390757
OS02G0522300,10.40114461,3.370395343,1.759624767,9.786477084,9.5006639,1.610775563,9.480982814
OS02G0522700,21.77877631,6.877976924,2.610354401,44.79301633,38.61108642,2.461648807,19.74871869
OS02G0522800,10.28648668,2.462684546,0.956038896,15.54005701,10.89840082,0.367506922,4.288768089
OS02G0523100,0.825678212,1.875806349,5.410466585,1.079257454,5.65017596,3.564601976,1.374868219
OS02G0523300,18.00058211,22.04035721,11.79022821,15.39319634,16.99281569,10.34040341,11.94225954
OS02G0523500,179.8275739,209.7169687,184.4739916,157.8745071,193.0716571,117.5453294,139.8619046
OS02G0523650,1.421439322,0.528115512,0.057910241,1.873147866,1.382885605,0.207523078,0.302378302
OS02G0523800,8.580662096,13.28231377,10.85405721,3.336808874,9.857704132,14.22637249,7.500838402
OS02G0524600,19.85924229,18.88363432,20.46169739,29.66504617,14.72847145,18.88966004,13.52197946
OS02G0524800,3.356556928,1.791643927,1.259079764,2.786829123,4.367670492,0.683874514,0.753575237
OS02G0525100,119.1226868,26.46601769,32.23659514,104.8150843,117.9543066,28.3546499,81.26753284
OS02G0525400,19.03267127,12.23492814,11.79795353,16.59332165,15.55576261,12.5987443,10.76289375
OS02G0525600,300.9954323,405.3394176,325.4321776,373.4074715,430.0133167,577.8455441,321.6880666
OS02G0525900,253.9907886,279.4064783,333.3032454,250.6901952,283.5952209,262.2897124,279.118487
OS02G0526000,7.247230401,26.76691357,8.326400277,7.120734174,13.19277519,9.076203683,7.13875847
OS02G0526400,26.68353775,10.46887274,14.35769525,26.04292154,27.52700668,35.48684286,11.98018143
OS02G0526500,23.29376263,13.7683759,10.7394281,26.42482934,22.82519439,10.76029365,22.0089961
OS02G0526600,2.898174057,1.479333103,0.97352018,1.13167127,6.128156243,1.112936308,1.229990762
OS02G0526700,6.12176793,16.61848728,8.469932634,6.590971567,6.058855491,2.424924837,2.881435301
OS02G0527100,4.867050091,12.66878545,6.432998328,4.13793032,7.343069868,5.274921295,5.148467004
OS02G0527200,13.85360882,11.59001165,9.496645326,41.86301196,40.6887165,10.42351861,11.96962718
OS02G0527300,0.53435209,0.92804483,0.297593331,2.995666884,2.856517978,0.588478255,0.962631806
OS02G0527500,4.445774251,5.373525102,8.422048183,3.242766008,12.00169071,0.699555309,1.150261912
OS02G0527600,39.55322291,14.15610109,11.66290013,43.30379637,46.8199389,11.08395836,14.97107874
OS02G0527650,2.822371281,1.014261368,0.561740189,1.349199448,2.45517277,0.63031963,0.485835722
OS02G0527700,2.430026999,1.222299733,0.553090639,1.328424777,2.417368569,0.684334296,0.574848481
OS02G0527900,14.2457006,6.270670858,29.90142823,11.87534235,11.29186556,28.45211257,12.68072621
OS02G0528000,23.54788485,10.82652919,6.971129929,25.98541275,25.83686689,11.43661283,15.39235677
OS02G0528100,30.32558596,306.8554055,10.81067613,29.70185441,27.28695812,2.542067542,13.69129014
OS02G0528200,16.53148202,88.12654856,22.24171797,26.856088,29.03767703,19.53480217,14.84160218
OS02G0528300,13.91702864,46.07135281,11.49214769,16.00970487,16.66309216,12.02424902,9.420055082
OS02G0528500,4.684093783,3.814077697,1.688735791,8.364669947,8.040629764,0.255592573,3.567453276
OS02G0528900,145.863759,10.53103521,36.25172025,123.1527533,130.3807514,34.99452303,55.97044797
OS02G0529400,13.54468696,14.53682322,13.04572075,16.82766256,11.84623306,24.25788691,12.02188584
OS02G0529600,18.67026247,44.5460889,39.82667808,18.1826935,23.24531237,19.48952827,29.47734765
OS02G0529700,35.97411666,129.1244634,109.795209,42.64672655,28.38337653,20.30174071,128.6084153
OS02G0529800,0.246007278,0.153071542,5.793283375,0.24296172,0.345141329,6.198057818,1.471535997
OS02G0529850,0.271735832,0.169080457,6.149483851,0.268371756,0.381237772,6.521589018,1.509617451
OS02G0530100,24.16320341,22.98941144,58.01915766,37.88827908,34.52940298,156.8780528,189.0001919
OS02G0530300,17.03564668,16.83232198,19.66636341,11.37661279,19.19018132,23.37823666,18.23068883
OS02G0530600,5.349045647,13.99443498,1.656413332,7.94488716,9.468040036,1.811151338,1.900242924
OS02G0531200,1.772529314,5.330818429,5.669210307,5.693708938,5.451455181,9.92598371,3.83125618
OS02G0531600,14.90120897,5.392343661,29.23863381,9.533210868,16.51124121,53.31818671,15.65012884
OS02G0532300,22.32805677,25.10248687,32.52729227,1041.57527,13.77703861,80.84942236,15.94714419
OS02G0532500,15.61175688,199.8913292,36.22357152,6.905803025,15.38703485,78.9095177,27.80121383
OS02G0532800,9.608157346,9.739082095,9.086866868,5.929539024,5.319660026,27.47299948,6.558138844
OS02G0532900,4.740926808,6.111435928,6.020030657,3.968428018,3.135532061,6.428947891,2.754156983
OS02G0533000,22.52762211,14.61881896,12.29697237,13.09911008,20.18266426,22.16859131,13.7025853
OS02G0533300,1.160017243,1.358362001,0.207435065,0.812601516,1.805336407,0.268713272,0.210821494
OS02G0533700,2.50159412,5.703135628,3.099682013,4.814900557,1.403818453,9.085586227,2.48328629
OS02G0533800,91.18337904,36.68074527,46.28342893,112.5015131,65.18499955,85.38611658,99.77039832
OS02G0533900,90.84954317,67.36783558,144.8479267,93.85287492,106.163289,117.567683,150.9245771
OS02G0534400,53.61347504,20.96936514,107.4136062,49.99934338,71.60376457,96.29424168,64.39282701
OS02G0534550,52.73809671,21.21666281,112.6855693,46.87827822,68.22991492,101.5353814,64.27787868
OS02G0534800,180.7431472,216.0725861,212.8451481,186.9066746,192.4159474,94.55602891,275.4336642
OS02G0535000,3.650414435,2.29789413,3.845835077,3.26594585,2.338667087,12.57324974,3.413043351
OS02G0535400,27.79782988,44.52703728,31.98959472,29.36890099,36.26718375,23.33522123,28.32449652
OS02G0535700,14.16501514,22.54177392,18.60634677,14.72244218,18.60271859,20.31126028,17.54872597
OS02G0535801,22.29745658,37.69327964,31.36207215,22.9579236,28.31331633,34.17788465,27.51569912
OS02G0535901,11.51739332,4.700192106,34.65509732,11.9310278,10.8674643,40.94017635,13.18898699
OS02G0536100,5.121770777,4.589477713,2.140665563,6.520050054,6.150237692,3.381757751,4.286845564
OS02G0536400,7.380489263,5.225655082,3.773887238,8.046937816,4.49319245,3.18030615,4.990428763
OS02G0536500,4.726556265,0.756737015,3.342329089,1.036198265,2.691879354,11.53386724,2.510573078
OS02G0537000,0.472996536,2.432001045,0.885604868,1.045641852,1.100017426,0.252896757,0.223091753
OS02G0537100,2.627273341,1.881499323,0.487873678,0.657275389,0.933698121,0.28576784,0.279949693
OS02G0537200,3.374843793,7.124298164,2.367819878,4.316882717,1.455021748,0.99156755,1.930773603
OS02G0537400,0.38305379,1.348435915,0.122072825,0.652609187,0.339201994,0.224036202,0.10968255
OS02G0537450,0.523985524,0.646993383,0.166985408,0.488217979,0.463999938,0.271645397,0.136741152
OS02G0537500,7.45671128,5.903001649,5.026999049,13.58992005,8.011100605,3.252236938,4.388145449
OS02G0537700,27.0312851,72.62735033,70.8286806,30.47303373,34.62100817,202.8230981,55.32919632
OS02G0537800,3.016334185,0.900941274,2.937678334,0.569317559,1.014938638,0.571775426,0.365266971
OS02G0537900,59.83810737,113.3843998,85.38467611,48.23778891,44.02804482,62.99081135,73.40527652
OS02G0537950,4.901440207,4.597470155,5.662852647,6.625456221,5.93202699,22.76306661,5.137281696
OS02G0538000,4.853916326,4.552893538,5.607946187,6.561216452,5.874510642,22.54235817,5.08747112
OS02G0538400,2.398565791,0.184756609,0.370442511,0.602297765,0.781453054,0.148883016,0.378501393
OS02G0538700,32.87156484,18.30667657,102.2366372,35.77773586,37.79029962,55.41037087,65.03457499
OS02G0538900,6.211959042,13.81241416,8.087634753,6.617979971,5.063290511,2.985897001,8.066210247
OS02G0539100,22.78917935,16.01315985,18.33939101,21.13444768,26.37683599,29.19682972,16.18334005
OS02G0539200,0.365801215,0.270942847,0.116574719,0.228026154,0.323924485,0.271687195,0.098569526
OS02G0539500,6.629527694,3.627405083,5.139056374,5.784262744,2.953777435,6.180603381,3.106566271
OS02G0539600,8.922584861,12.36316659,7.759001912,15.68769547,12.85629782,18.98704627,7.028416078
OS02G0540400,3.790654267,11.62387157,3.192408151,6.318406202,6.969747531,5.970574839,2.709607593
OS02G0540700,5.916580319,4.972794697,8.224433124,6.047257876,4.835571367,12.7625803,2.795955134
OS02G0541150,42.5814433,77.77162556,65.11744823,37.13665187,27.99624719,37.85501345,33.17175129
OS02G0541300,37.19627695,76.22061652,60.18946696,31.92010691,14.4560823,31.20492048,30.83647973
OS02G0541325,90.88606312,118.8213646,87.96219767,81.28661841,83.41169439,53.72681939,70.70725996
OS02G0541500,2.309256091,13.71518428,2.524392009,0.865511625,0.822577943,4.350748623,0.774387535
OS02G0541700,64.37712373,86.50773788,65.50489193,75.31763272,56.90004658,46.99939776,164.4332266
OS02G0542200,14.41743463,5.189461733,2.416421818,18.04083691,11.91364693,2.48418568,3.308275332
OS02G0542400,13.91966177,7.05939219,9.310189588,12.81781656,14.8057412,8.479643586,6.58758785
OS02G0542500,114.4507658,49.6080501,61.5641621,104.6666791,93.54013119,13.58349445,45.8566782
OS02G0542600,121.560469,52.68971156,65.41246143,112.0012677,98.42975043,14.4273037,48.69676221
OS02G0543000,159.441623,55.26030167,510.9083003,183.7762653,176.9114423,471.6176338,600.1151682
OS02G0543100,2.431154307,2.495680362,0.89758521,2.090009512,1.372775789,0.631945917,1.24387032
OS02G0543400,16.95463791,10.26396269,7.829552411,21.32662006,16.20449932,6.307227454,12.05447822
OS02G0543900,1.062460135,0.463033912,0.26271184,0.557018297,0.764708243,0.315627078,0.170827417
OS02G0545000,758.0298055,130.8776911,149.943473,890.9789014,386.8684423,34.45311914,26.59319178
OS02G0546400,0.518937376,0.3228951,0.22618924,0.512512957,0.728054623,0.222828548,0.182995412
OS02G0547300,1.455812243,0.561991233,2.396407682,2.908546378,3.559534796,0.564496125,0.579457317
OS02G0548700,41.27414777,36.25629,30.53609584,48.9500811,31.56820245,19.18906653,13.49036484
OS02G0549200,46.22838587,19.94491933,32.84853482,41.81111636,42.64064037,15.81826837,31.41119214
OS02G0549600,49.20981392,67.61774674,61.04317621,43.83748307,51.60524193,31.70809665,37.72109842
OS02G0549650,41.34590718,73.20484813,65.9939259,44.11109173,43.35752279,32.90315868,37.47234145
OS02G0549700,26.63274138,8.571833749,7.585581718,25.882476,23.12936821,6.919363074,13.9931165
OS02G0550000,21.23600934,12.60569345,13.41914371,13.23837131,13.82065608,14.59523002,13.21150617
OS02G0550050,19.9445196,13.78777338,14.74675853,11.45287265,15.37871576,16.67755869,13.85451098
OS02G0550100,20.15414835,78.31901392,71.06847241,29.91603314,29.83477784,69.44785462,53.72363888
OS02G0550300,12.3346703,17.50679658,10.23613948,10.87333585,9.557987988,12.34410441,11.44061478
OS02G0550400,7.825576047,27.95491956,12.23369466,13.12123953,14.13273405,10.24448944,7.21442632
OS02G0550600,245.262084,79.11608925,107.435019,213.2450691,240.4254033,43.52976695,111.4266636
OS02G0550650,260.403322,95.18473279,125.1268009,212.8456692,270.6937187,52.38249026,137.7075744
OS02G0550700,22.51005451,30.00697369,28.05707472,22.90782557,30.43671271,15.32708847,17.6107483
OS02G0550800,0.754910265,0.936021476,2.143136777,1.091100381,0.79842644,2.070552181,0.679141989
OS02G0550850,0.785752656,0.985023684,2.48217766,1.273301897,0.605916192,2.462832555,0.753785053
OS02G0550900,3.781583319,8.05462277,4.899834926,4.316429253,6.502984757,5.69574319,3.732032984
OS02G0551100,29.34173746,41.40770953,33.93815771,39.36494209,21.38502742,50.54678035,22.11734562
OS02G0551400,22.48816705,13.68203059,11.87854805,23.79260624,24.50642707,9.196993952,9.940426616
OS02G0551600,1.433572023,4.883904557,1.956625929,6.950667861,1.052761307,1.88249086,1.824712858
OS02G0551700,16.80988231,9.281142661,13.10285202,22.2453949,20.5383457,12.50437871,9.919354656
OS02G0551801,11.96324773,6.984133434,9.524834762,19.19259791,19.66896214,10.54172506,6.72441184
OS02G0551900,44.99581202,13.4215521,12.29798372,35.0092503,28.28871784,12.40993784,25.14399345
OS02G0552000,37.4294603,96.60741442,48.90982433,35.34117323,42.06045391,29.12097568,29.78156752
OS02G0552100,4.173547752,1.622555536,1.054055373,3.940036668,4.932738574,1.835142547,1.490013599
OS02G0552150,13.83396993,2.586242483,4.327375671,9.8957604,17.32598629,4.140754953,1.966400678
OS02G0552200,13.04733242,2.297686045,4.120709918,8.502323498,16.34078315,3.72592303,2.060760232
OS02G0552400,55.55466596,13.89510115,17.20205398,48.35382036,45.50258677,13.19868674,51.7146991
OS02G0552550,1.977601537,3.511733175,2.234874271,1.338506061,0.885488293,1.708895064,1.511460084
OS02G0552600,1.407295446,8.521918006,5.651477197,2.341826654,1.913487295,4.182257931,2.870742106
OS02G0552700,1.345932428,0.476011168,0.194752067,1.455399313,1.535453884,1.032100208,1.459814395
OS02G0553200,1.720800169,1.886553679,2.251532825,3.653122235,1.884860319,35.00718646,1.976141199
OS02G0553500,9.577870481,6.130759644,5.169656111,6.470069851,5.824169639,8.437205129,4.565330539
OS02G0553600,21.16301333,26.24105819,25.55382367,13.1173652,25.54498865,21.99030374,28.75304482
OS02G0553802,25.62131865,20.24536083,20.697577,13.29881473,24.35546981,21.46220569,14.18536184
OS02G0554000,36.28885803,32.26629626,35.74803121,35.98400301,41.15620283,26.11366971,20.40868672
OS02G0554100,0.573172936,0.40453736,0.316473268,0.221553502,1.523626605,0.659267555,0.158318859
OS02G0554200,1.502690597,26.16952701,0.665214733,1.218495205,1.367773605,0.512049691,0.719147486
OS02G0554300,48.14922218,79.03958769,57.45412198,47.52613565,34.79596322,43.58958687,37.24670435
OS02G0554800,11.02259324,2.743612626,7.71215899,9.868702432,6.206335413,4.490745022,6.982537964
OS02G0554900,6.556148288,2.294706715,17.89585296,6.410038938,10.75451758,3.282562441,13.84205131
OS02G0555000,25.93125107,30.20543695,28.1096021,23.76018619,19.35305398,30.81077171,32.1979474
OS02G0555100,3.453620136,2.518934234,1.871654698,3.613052202,3.662331139,0.889110645,1.729941304
OS02G0555200,3.06105047,2.01168871,0.94006508,5.602382765,1.610611863,0.179995408,1.164961086
OS02G0555300,2.563161196,3.833384721,2.979954658,1.752850678,3.268442359,3.768909848,3.891328889
OS02G0555600,8.242236931,3.55807251,8.513318879,11.39418882,11.16293601,8.53378151,6.955263698
OS02G0555650,12.19542417,4.388062407,12.78294492,15.03728425,16.36929558,12.44351876,9.676698951
OS02G0555700,109.9228692,92.98467464,32.21777152,102.0798972,135.6663309,6.265820282,44.83735479
OS02G0555832,15.09021101,4.766203008,4.905119672,10.28301404,13.60293028,6.34030564,6.376058199
OS02G0555900,14.85946975,4.970923522,5.326860587,10.19245491,13.67533644,6.945717128,6.549147731
OS02G0556000,8.323306988,42.86804046,9.114598827,6.44447255,7.448765799,9.449196251,3.542528656
OS02G0556050,9.477001339,54.04321034,11.61735079,6.586473034,6.713743495,12.08218947,3.463241522
OS02G0556100,26.06302249,88.25997614,90.38719478,27.16289213,25.86682784,98.24493494,69.51788457
OS02G0556300,20.44531111,29.52168815,24.24903782,13.89066395,10.85929789,11.17524743,14.97719312
OS02G0556400,21.79623746,23.71595018,21.97071107,18.69121375,16.17846241,9.615242552,15.98541572
OS02G0556600,36.2825376,39.84303062,40.74928777,32.31514948,35.15697971,35.04578683,30.95628603
OS02G0556700,51.73913576,57.83301213,18.25546727,45.35552414,52.15673731,12.82490124,20.45341567
OS02G0556800,19.07218956,15.58380281,18.16394064,36.23807024,19.95789806,57.48517879,16.58727626
OS02G0556900,8.381119707,15.30045864,10.83545439,9.00515204,14.65085388,5.859722694,7.54532592
OS02G0557000,2.370484175,6.931327436,4.767130514,0.690209683,1.571707143,4.06480641,2.992832427
OS02G0557100,39.10393485,48.76618203,83.45017047,41.90951643,28.0424749,124.7665629,52.68288591
OS02G0557200,92.2757698,61.25036859,41.65532255,90.69290292,76.08667313,31.46781842,51.70893952
OS02G0557300,28.84333811,26.53520534,14.41928558,22.68364703,22.59902091,10.09655294,16.31728452
OS02G0557500,31.61763588,14.82636721,9.401105316,32.27155808,25.98911928,3.51949707,8.919114619
OS02G0557600,22.09974365,31.28481159,25.61606504,19.77195255,20.33272906,25.41095418,21.07300165
OS02G0557700,8.836137484,8.943854549,7.480884435,6.315435755,6.181960635,11.80182978,9.269121958
OS02G0557800,314.4829413,49.23473392,52.35846044,280.306819,302.7952579,44.655513,66.68295783
OS02G0558100,27.93165999,90.32381241,35.0516909,31.63047425,29.33764812,49.64851637,26.3065212
OS02G0558200,31.58496268,106.1981746,41.25425222,38.62345293,31.96354489,57.9258801,29.48870577
OS02G0558300,25.58669252,22.21644582,16.81549254,13.7994604,20.8631328,14.8159646,21.77292598
OS02G0558500,16.66127389,21.70279547,17.03845138,13.75669402,12.10235071,23.9527692,16.04918569
OS02G0558600,1.783039736,7.140011582,3.639326503,3.093600421,1.197416889,0.375559205,2.280347711
OS02G0559300,11.89215312,3.158067541,2.334330773,15.22706741,12.1367431,0.7121217,1.955189729
OS02G0559400,6.945780731,4.501066797,2.88269441,7.173854946,12.60942157,7.637927466,3.317504928
OS02G0559800,1.160990652,0.447121717,0.495632979,0.770236683,0.699614572,5.795376452,0.371670664
OS02G0559925,8.535050936,5.369269778,3.555660215,8.496826248,15.64116249,9.761836747,3.942916258
OS02G0560200,0.907853872,1.148645956,0.757972592,0.863577138,0.422052283,4.960558853,0.31801434
OS02G0560450,5.731798054,5.322009181,4.45066421,0.890279844,6.212006092,8.632991845,7.155892515
OS02G0560600,0.916124883,0.598456261,0.98399248,1.533253118,0.422052283,4.53511846,0.368025053
OS02G0561000,0.732066263,0.692557282,1.144443401,2.444489459,1.755046169,4.600653785,0.399523221
OS02G0561400,0.988228671,0.546024284,0.953722123,0.968746613,0.905831062,5.14609091,0.365346528
OS02G0561800,0.512462045,0.794607117,0.662092434,1.470204252,2.518564555,5.549642433,0.370579025
OS02G0561900,0.383174972,0.238420523,0.193466932,0.565642446,0.537583767,0.71909725,0.16586565
OS02G0562100,1.952519366,1.325953683,0.692929119,1.628894642,1.010554382,0.232328979,0.460826454
OS02G0562300,94.71164592,52.73849184,47.16009119,92.94092065,90.30773884,45.79359978,43.18541694
OS02G0562400,17.48105018,14.66132845,9.035358447,17.81116141,19.01208792,8.591514973,13.00804137
OS02G0562600,40.85725712,7.723838971,74.97050317,48.73742097,45.31585111,91.75290289,41.89591365
OS02G0562700,65.61132288,80.32594139,104.7960178,60.99279255,66.32172676,89.57693559,83.30890285
OS02G0563800,5.650896769,5.900412749,3.657049406,6.09091464,5.139786106,6.031393702,3.817547473
OS02G0564000,85.33747397,45.62321851,42.48874812,79.45820688,97.76525138,58.91804756,73.19237728
OS02G0564100,29.14264753,45.10253893,39.3629153,38.94233442,36.18898054,45.90870894,43.75462211
OS02G0564200,85.28038624,40.97678362,31.19124475,74.96628748,67.33380204,16.12164902,57.72040312
OS02G0564300,5.923193975,9.46606845,2.342973362,3.954670333,4.939314211,7.652321732,2.574275015
OS02G0564400,19.44086083,45.91123729,33.49829396,26.3166897,40.1965235,42.18773482,22.28551464
OS02G0564500,29.06702168,48.75747154,35.68945824,25.5272773,28.21465719,39.41099926,35.61532981
OS02G0564700,30.5869741,6.459419145,8.912069567,24.67942179,29.30822037,4.800210983,7.581484795
OS02G0565000,14.86388882,13.69647034,10.58354638,8.106219838,15.45292791,9.662156688,8.342282737
OS02G0565100,6.074677217,6.016729711,7.104689052,13.30840357,9.625622904,2.010964261,9.556146435
